"capacitor_length [um]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []"
1,8325352815.70686,11430880716.408,12541489098.9598,13028299354.5265,13280368723.4768,13426367158.9033,13518344522.5795
