phi,integrand
4.344689378757513,0.002804176527786347
4.376753507014027,0.002740130855753647
4.408817635270541,0.0026662495892133173
4.440881763527052,0.0025837174726374068
4.472945891783566,0.0024936814837066487
4.50501002004008,0.0023972466460192416
4.537074148296592,0.002295472010745687
4.5691382765531054,0.0021893669057096244
4.601202404809619,0.002079887541041211
4.633266533066132,0.001967934049224277
4.6653306613226455,0.0018543480244411672
4.697394789579157,0.0017399106120739845
4.729458917835671,0.001625341184510036
4.761523046092185,0.001511296624434311
4.793587174348696,0.0013983712219892462
4.82565130260521,0.0012870971779396412
4.857715430861724,0.0011779456916073817
4.889779559118235,0.0010713286001574002
4.921843687374749,0.0009676005250549603
4.953907815631263,0.000867061472367478
4.985971943887774,0.000769959826200089
5.018036072144288,0.0006764956690160778
5.050100200400802,0.0005868243589098705
5.0821643286573135,0.0005010602921090305
5.114228456913827,0.0004192807789630234
5.146292585170339,0.0003415299633503408
5.178356713426853,0.00026782271868830095
5.210420841683367,0.00019814845831673958
5.242484969939878,0.00013247480385321884
5.274549098196392,7.07510618560437e-05
5.306613226452906,1.2911466672829068e-05
5.338677354709417,-4.112184463649711e-05
5.370741482965931,-9.14361510964604e-05
5.402805611222445,-0.00013812577774989477
5.434869739478957,-0.0001812900459175499
5.46693386773547,-0.00022103154508922376
5.498997995991984,-0.0002574547204017525
5.531062124248496,-0.00029066476292115794
5.563126252505009,-0.0003207667840968404
5.5951903807615215,-0.0003478652506970543
5.6272545090180355,-0.0003720636524540262
5.659318637274549,-0.000393464371671936
5.691382765531061,-0.00041216872185201173
5.723446893787575,-0.0004282771214716934
5.755511022044089,-0.0004418893687994509
5.7875751503006,-0.00045310498451403477
5.819639278557114,-0.00046202359037663424
5.851703406813628,-0.00046874529460092445
5.883767535070139,-0.00047337105737386314
5.915831663326653,-0.00047600301341363963
5.947895791583167,-0.0004767447321854203
5.979959919839678,-0.00047570140033181076
6.012024048096192,-0.00047297991509548637
6.0440881763527035,-0.00046868888139364533
6.076152304609217,-0.00046293850943523876
6.108216432865731,-0.0004558404133518435
6.140280561122243,-0.00044750731481878116
6.172344689378757,-0.00043805265883864794
6.2044088176352705,-0.0004275901514064614
6.236472945891782,-0.00041623323105208725
6.268537074148296,-0.00040409448786820647
6.30060120240481,-0.0003912850449338214
6.332665330661321,-0.0003779139175742295
6.364729458917835,-0.0003640873662392433
6.396793587174349,-0.0003499082583178492
6.428857715430861,-0.00033547545371806676
6.460921843687374,-0.0003208832277280469
6.492985971943886,-0.0003062207435710874
6.5250501002004,-0.00029157158505442533
6.557114228456913,-0.000277013358185813
6.589178356713425,-0.00026261736850605817
6.621242484969939,-0.000248448378789009
6.653306613226453,-0.00023456444984442182
6.685370741482965,-0.00022101686497382215
6.717434869739479,-0.00020785013686443437
6.7494989979959925,-0.00019510209389668129
6.781563126252504,-0.00018280404117029927
6.813627254509018,-0.00017098099022640363
6.845691382765532,-0.00015965195037908432
6.877755511022043,-0.00014883027356760541
6.909819639278557,-0.00013852404382373528
6.941883767535068,-0.0001287365024823172
6.973947895791582,-0.00011946649973680536
7.006012024048096,-0.0001107089631655536
7.038076152304607,-0.00010245537455111074
7.070140280561121,-9.469424622784067e-05
7.102204408817635,-8.741158939744724e-05
7.1342685370741465,-8.059136699117031e-05
7.1663326653306605,-7.421592517380812e-05
7.198396793587174,-6.826639799446509e-05
7.230460921843686,-6.272308091329947e-05
7.2625250501002,-5.7565770080804526e-05
7.294589178356714,-5.2774064814077445e-05
7.326653306613226,-4.8327632197807776e-05
7.358717434869739,-4.420643329133265e-05
7.390781563126251,-4.039091131221468e-05
7.422845691382765,-3.686214311161133e-05
7.454909819639278,-3.360195575782406e-05
7.48697394789579,-3.0593010509956746e-05
7.519038076152304,-2.7818857323218308e-05
7.551102204408818,-2.5263962653489033e-05
7.583166332665329,-2.291371441309802e-05
7.615230460921843,-2.0754407374818047e-05
7.647294589178357,-1.877321251181391e-05
7.6793587174348685,-1.695813409257588e-05
7.7114228456913825,-1.529795755480706e-05
7.743486973947896,-1.37821914990106e-05
7.775551102204408,-1.2401006509527064e-05
7.807615230460922,-1.1145173585841382e-05
7.839679358717433,-1.0006004174346523e-05
7.871743486973947,-8.975293617267016e-06
7.903807615230461,-8.045269781834501e-06
7.935871743486972,-7.208547447862888e-06
7.967935871743486,-6.4580895929379064e-06
8.0,-5.787175750489927e-06
