phi,integrand
-8.0,1.3802087433703452e-08
-7.967935871743487,1.0594992007188127e-08
-7.935871743486974,8.095864903318186e-09
-7.903807615230461,6.24143773626942e-09
-7.871743486973948,5.098276474666417e-09
-7.839679358717436,4.871289683622379e-09
-7.807615230460922,5.902989725118181e-09
-7.775551102204409,8.663507257059666e-09
-7.743486973947896,1.3731963606122144e-08
-7.7114228456913825,2.177035141199552e-08
-7.679358717434869,3.3491738485603217e-08
-7.647294589178357,4.962493943054363e-08
-7.615230460921844,7.087822560932207e-08
-7.58316633266533,9.790494014954734e-08
-7.551102204408818,1.3127381276087243e-07
-7.519038076152305,1.714468549139182e-07
-7.486973947895791,2.1876725731683188e-07
-7.454909819639278,2.7345946316759746e-07
-7.422845691382766,3.356428579952557e-07
-7.390781563126253,4.053599019048079e-07
-7.358717434869739,4.826186237012064e-07
-7.326653306613227,5.674485441480983e-07
-7.294589178356714,6.59968200702673e-07
-7.2625250501002,7.60461481744191e-07
-7.2304609218436875,8.694592593997368e-07
-7.198396793587174,9.878219845212853e-07
-7.166332665330662,1.1168184939007193e-06
-7.134268537074148,1.258195811219213e-06
-7.102204408817635,1.4142347394295442e-06
-7.070140280561122,1.5877860883812728e-06
-7.03807615230461,1.7822828249220926e-06
-7.006012024048096,2.001724168064361e-06
-6.973947895791583,2.250628454921494e-06
-6.941883767535071,2.533952891477798e-06
-6.909819639278557,2.8569795217476324e-06
-6.877755511022044,3.2251683413872824e-06
-6.845691382765532,3.6439798952691513e-06
-6.813627254509018,4.118671447136965e-06
-6.781563126252505,4.6540721488787164e-06
-6.7494989979959925,5.254344200786821e-06
-6.717434869739479,5.92273803508153e-06
-6.6853707414829655,6.661350688786124e-06
-6.653306613226453,7.4708969726556005e-06
-6.62124248496994,8.350503494416174e-06
-6.589178356713427,9.297535394343032e-06
-6.557114228456913,1.0307465206074361e-05
-6.525050100200401,1.1373792242313144e-05
-6.492985971943888,1.2488019767706699e-05
-6.460921843687374,1.363969537236974e-05
-6.428857715430862,1.4816518145678947e-05
-6.396793587174349,1.600451394227979e-05
-6.364729458917835,1.7188277695215366e-05
-6.332665330661323,1.835127925398155e-05
-6.30060120240481,1.9476226661133843e-05
-6.268537074148296,2.0545478621323104e-05
-6.236472945891784,2.1541495438875312e-05
-6.2044088176352705,2.244731603551464e-05
-6.1723446893787575,2.3247046912547407e-05
-6.140280561122245,2.3926347902878338e-05
-6.108216432865731,2.4472898763402317e-05
