# El	 r	 dHdphiext_over_Delta_sqr	 d2f01dphi2_over_Delta_sqr	 dHdr_over_Delta_sqr	 df01dr_over_Delta_sqr 
10000000.0	0.01	1.1931098360997995e-09	5086.828625605614	1.268969109459991e-06	4.865011834122274e-05
10000000.0	0.03	4.2855167370874006e-09	9442.100776831792	3.2235500140438947e-07	0.00013253358578790289
10000000.0	0.05	1.875559438437408e-08	11883.018415880026	5.498364615115914e-07	0.0006073826669877174
10000000.0	0.06999999999999999	7.671669453377559e-08	13552.447193179223	1.6808005094826384e-06	0.0024642161420497925
10000000.0	0.09	2.663431827898197e-07	15108.266962437638	5.2022168114320665e-06	0.00829482450271211
10000000.0	0.11	7.457093380297715e-07	16430.20841441813	1.3692148649292564e-05	0.021311035927610206
10000000.0	0.13	1.640545693613667e-06	16910.610410670604	2.8911036724282396e-05	0.04011309523185692
10000000.0	0.15000000000000002	2.892514769065161e-06	16243.785369576333	4.923692429043839e-05	0.05672261925162115
10000000.0	0.17	4.313090796904442e-06	14772.823074678	7.083833003204508e-05	0.06495619249526316
10000000.0	0.19	5.7447320824173005e-06	13006.025979599684	9.060957898308814e-05	0.06520261370970097
10000000.0	0.21000000000000002	7.108947817391044e-06	11263.656413471868	0.00010703930800245948	0.06070138169582386
10000000.0	0.23	8.37850289405591e-06	9680.880341313028	0.00011973355769316586	0.054220574458884764
10000000.0	0.25	9.549130487032949e-06	8293.269388773084	0.00012883793395574358	0.047372082892434705
10000000.0	0.27	1.0625217272896964e-05	7094.636279607162	0.00013470739951830938	0.040918919423087015
10000000.0	0.29000000000000004	1.1613913453721851e-05	6065.050426862008	0.00013777816669907544	0.03515338708190328
10000000.0	0.31	1.2522869295881843e-05	5182.135824874632	0.000138489673804381	0.03013700637112826
10000000.0	0.33	1.335938531869452e-05	4424.977614927599	0.00013724766405448364	0.02582799270847125
10000000.0	0.35000000000000003	1.4130122686952083e-05	3775.1284417201055	0.0001344232043476233	0.022147351327113478
10000000.0	0.37	1.4841051414927765e-05	3216.868268668561	0.00013033697499751138	0.01900938777746363
10000000.0	0.39	1.549748347473111e-05	2737.10440222874	0.00012526356873559602	0.016332929328059725
10000000.0	0.41000000000000003	1.6104119429380363e-05	2324.728063372606	0.00011945161478202094	0.014046091426474398
10000000.0	0.43	1.6665112769687255e-05	1970.2155478410584	0.00011310708321471375	0.012087787961169483
10000000.0	0.45	1.718415114280956e-05	1665.6184338437247	0.00010639334835234686	0.010406641754442073
10000000.0	0.47000000000000003	1.7664513529325294e-05	1404.206699833951	9.946111508508252e-05	0.008959753881891325
10000000.0	0.49	1.81091105835012e-05	1180.0904049601413	9.24381363514416e-05	0.0077115848830283515
10000000.0	0.51	1.8520543382933476e-05	988.2241729972607	8.541921931528351e-05	0.006632604552238144
10000000.0	0.53	1.890115234522139e-05	824.2978005868149	7.848854291481053e-05	0.0056982872743212044
10000000.0	0.55	1.9253042111132046e-05	684.5365639734165	7.171693002134963e-05	0.00488823201995087
10000000.0	0.5700000000000001	1.9578118708910792e-05	565.6656201615783	6.51572047637523e-05	0.004185377631452289
10000000.0	0.59	1.987812370905936e-05	464.8330722285806	5.885433286962764e-05	0.0035753908373887763
10000000.0	0.61	2.0154648759437038e-05	379.56594640427795	5.2839057356464325e-05	0.0030460975879797853
10000000.0	0.63	2.0409162145583697e-05	307.7256915405634	4.713926648196927e-05	0.0025872637014274255
10000000.0	0.65	2.0643029356664027e-05	247.38139999625193	4.1777602047185526e-05	0.002190027268479011
10000000.0	0.67	2.0857515625807504e-05	196.9339305873552	3.67479982247246e-05	0.0018463308380166534
10000000.0	0.6900000000000001	2.1053802229419172e-05	155.0856735386587	3.206471582862609e-05	0.0015496386054825143
10000000.0	0.7100000000000001	2.123298684636098e-05	120.49039603288134	2.775715789760782e-05	0.0012943757717296168
10000000.0	0.73	2.139607772305517e-05	92.0271220380439	2.378386096604305e-05	0.0010743842251605608
10000000.0	0.75	2.1544018816514165e-05	69.03881833286671	2.012479602184172e-05	0.0008847928665363625
10000000.0	0.77	2.1677660030617075e-05	50.697751973512446	1.6840243089028912e-05	0.0007226909864027452
10000000.0	0.79	2.1797721760988464e-05	36.07763156237235	1.3895325796346317e-05	0.000583744867809096
10000000.0	0.81	2.1904870620135425e-05	24.781572552745434	1.1214805004253938e-05	0.00046366828389324423
10000000.0	0.8300000000000001	2.1999710237496434e-05	16.416887736964654	8.858916923066907e-06	0.0003613949669821373
10000000.0	0.85	2.2082676396570782e-05	10.267395103908274	6.842984195657214e-06	0.0002752175569004848
10000000.0	0.87	2.2154134822087087e-05	5.91874899685892	5.075268001002869e-06	0.0002018474816858744
10000000.0	0.89	2.2214479666646224e-05	3.1357359333891477	3.5710560824172346e-06	0.0001407679796423212
10000000.0	0.91	2.2264011515981706e-05	1.4677723900500972	2.3714215058455543e-06	9.218983173437055e-05
10000000.0	0.93	2.2302957965238254e-05	0.5450161658212097	1.4226992299689701e-06	5.440124959778127e-05
10000000.0	0.9500000000000001	2.2331628025028355e-05	0.14296960991208746	7.10361919681837e-07	2.677068791484405e-05
10000000.0	0.97	2.2350376428868732e-05	0.02007951647614696	2.523497320561542e-07	9.287349321855568e-06
10000000.0	0.99	2.235955395288038e-05	0.0002800473952291284	2.810552645094199e-08	1.0295273842652245e-06
11898416.954165636	0.01	1.8742752777433817e-09	10906.632015695503	1.771929872705753e-05	7.493508301665558e-05
11898416.954165636	0.03	1.2316741160388619e-08	17790.809338645962	8.67664791100422e-06	0.0003167101912055551
