El,r,dHdphiext_over_Delta_sqr,d2E01dphi2_Hz,dHdr_over_Delta_sqr,f01_derivative_Hz
80513777.87812902,0.65,0.0004688489922024115,71195.0985426755,0.0,2579258023.5623727
80513777.87812902,0.67,0.0004740535090554201,58589.748500548674,0.0,2378527724.337177
80513777.87812902,0.6900000000000001,0.00047884501539384927,48173.57997304385,0.0,2185935674.17181
80513777.87812902,0.7100000000000001,0.0004832397514297241,39858.19374163126,0.0,2001133360.23177
80513777.87812902,0.73,0.00048725338579126145,33050.753406642645,0.0,1823774446.839035
80513777.87812902,0.75,0.0004909010032492447,26772.454841849736,0.0,1653517539.4635997
80513777.87812902,0.77,0.0004941970979179708,23477.097147518823,0.0,1490028279.7435455
80513777.87812902,0.79,0.0004971555712785595,18632.731486841578,0.0,1332980902.845226
80513777.87812902,0.81,0.0004997897343800892,15569.38702298194,0.0,1182059360.4050462
80513777.87812902,0.8300000000000001,0.0005021123136003324,12718.805332773738,0.0,1036958102.0530999
80513777.87812902,0.85,0.0005041354593879911,10296.438158172921,0.0,897382566.1697421
80513777.87812902,0.87,0.0005058707574564176,8327.071199712065,0.0,763049508.6673417
80513777.87812902,0.89,0.0005073292419512885,6692.935511008979,0.0,633686937.6355422
80513777.87812902,0.91,0.0005085214101671,5076.290405902666,0.0,509034724.8794793
80513777.87812902,0.93,0.0005094572384372596,3659.5777137992304,0.0,388842063.6920657
80513777.87812902,0.9500000000000001,0.0005101461988703782,2515.959985477408,0.0,272876208.2479352
80513777.87812902,0.97,0.0005105972766497803,1477.0399663866178,0.0,160888734.28924844
80513777.87812902,0.99,0.0005108189876547163,541.7460018826514,0.0,52740046.70904587
95798649.97490565,0.01,1.654746219277477e-06,315676352.9519446,0.0,1128554886.2954211
95798649.97490565,0.03,1.4326157291322431e-05,288748393.5313127,0.0,3355703564.561232
95798649.97490565,0.05,3.7050500704547925e-05,245090939.28521442,0.0,5240420935.922818
95798649.97490565,0.06999999999999999,6.605769996691183e-05,197220406.18633488,0.0,6743906343.781442
95798649.97490565,0.09,9.797088649114468e-05,153543036.33367887,0.0,7848806419.966735
95798649.97490565,0.11,0.00013048647015349656,117436202.93902366,0.0,8606519678.014544
95798649.97490565,0.13,0.0001623171468572664,89126604.29772642,0.0,9080487887.483025
95798649.97490565,0.15000000000000002,0.00019286945535960617,67515210.6358833,0.0,9333216908.338572
95798649.97490565,0.17,0.00022194301245763193,51216345.522821575,0.0,9417367572.679365
95798649.97490565,0.19,0.0002495301142399056,38969530.21496841,0.0,9375037476.62557
95798649.97490565,0.21000000000000002,0.0002757027296293667,29768215.356413845,0.0,9238869709.798157
95798649.97490565,0.23,0.0003005557345633554,22834068.153322358,0.0,9033892979.686836
95798649.97490565,0.25,0.000324181572190165,17589785.97650823,0.0,8779212900.725246
95798649.97490565,0.27,0.0003466609427247225,13608636.956853965,0.0,8489409544.923667
95798649.97490565,0.29000000000000004,0.00036806101064965085,10572436.07707859,0.0,8175620982.346163
95798649.97490565,0.31,0.0003884367462485063,8248345.866645734,0.0,7846366576.324038
95798649.97490565,0.33,0.00040783327719073144,6460970.544323477,0.0,7508166773.79601
95798649.97490565,0.35000000000000003,0.0004262882950503514,5081762.495729112,0.0,7166009449.394754
95798649.97490565,0.37,0.0004438341406696227,4013008.805894361,0.0,6823701735.588389
95798649.97490565,0.39,0.0004604994650938632,3181778.295752928,0.0,6484136700.466008
95798649.97490565,0.41000000000000003,0.000476310481780939,2532773.96664177,0.0,6149496586.89132
95798649.97490565,0.43,0.0004912918700685143,2023482.65942839,0.0,5821408611.538799
95798649.97490565,0.45,0.0005054673996656836,1623777.1412760944,0.0,5501065107.909187
95798649.97490565,0.47000000000000003,0.0005188603410340059,1308233.968990365,0.0,5189316726.166796
95798649.97490565,0.49,0.0005314937165286131,1057855.8617031449,0.0,4886745155.826367
95798649.97490565,0.51,0.0005433904363723842,858412.0150693912,0.0,4593720192.915954
95798649.97490565,0.53,0.0005545733537350244,699742.068949434,0.0,4310444763.73265
95798649.97490565,0.55,0.0005650652649652038,572118.3658875141,0.0,4036990625.7739315
95798649.97490565,0.5700000000000001,0.0005748888744051261,469130.872451153,0.0,3773326806.208606
95798649.97490565,0.59,0.0005840667380384791,386285.94654122577,0.0,3519342347.6635795
95798649.97490565,0.61,0.0005926211962394309,319027.3943635607,0.0,3274864565.5638785
95798649.97490565,0.63,0.0006005743028601337,264209.2041133605,0.0,3039673743.487129
95798649.97490565,0.65,0.0006079477556148182,219754.5533327712,0.0,2813514983.759675
95798649.97490565,0.67,0.0006147628310183575,182491.41063886817,0.0,2596107773.5031934
95798649.97490565,0.6900000000000001,0.0006210403258851866,152070.1093772023,0.0,2387153705.7118063
95798649.97490565,0.7100000000000001,0.0006268005064871062,127642.16452529751,0.0,2186342704.9710283
95798649.97490565,0.73,0.0006320630658186972,105847.19156481554,0.0,1993358037.6122053
95798649.97490565,0.75,0.0006368470889655125,88573.17560726833,0.0,1807880326.9950433
95798649.97490565,0.77,0.0006411710262608833,74125.82574431431,0.0,1629590754.1967556
95798649.97490565,0.79,0.0006450526737175014,61993.81523525592,0.0,1458173588.995522
95798649.97490565,0.81,0.0006485091601012828,50532.37541434691,0.0,1293318168.699266
95798649.97490565,0.8300000000000001,0.000651556939956158,42766.13845038658,0.0,1134720428.49428
95798649.97490565,0.85,0.0006542117918702113,34557.88818831296,0.0,982084043.4766164
95798649.97490565,0.87,0.0006564888212859728,27909.750790940117,0.0,835121326.7213329
95798649.97490565,0.89,0.0006584024671878839,21867.9978675449,0.0,693553643.7695172
95798649.97490565,0.91,0.0006599665120441635,17646.65190706548,0.0,557112485.8795038
95798649.97490565,0.93,0.0006611940944310464,12777.74633820524,0.0,425537149.76013726
95798649.97490565,0.9500000000000001,0.0006620977238215327,8588.043684811935,0.0,298584320.1012311
95798649.97490565,0.97,0.000662689297076303,4875.507551370208,0.0,175992613.745825
95798649.97490565,0.99,0.0006629801162278272,1790.7693214023236,0.0,57614712.501398146
113985228.10475966,0.01,2.076106155533721e-06,428472496.4689962,0.0,1106379882.7139814
113985228.10475966,0.03,1.802711934624849e-05,398173227.3759302,0.0,3295600266.8802705
113985228.10475966,0.05,4.6851933057772e-05,347394542.0574896,0.0,5173450838.9144335
113985228.10475966,0.06999999999999999,8.400070543920672e-05,289107026.7521229,0.0,6699838183.077183
113985228.10475966,0.09,0.00012523398253365102,233197209.0835424,0.0,7850435610.356633
113985228.10475966,0.11,0.00016751726331544803,184676135.333543,0.0,8666173887.42063
113985228.10475966,0.13,0.0002090588269226483,144887372.74568105,0.0,9202303367.070862
113985228.10475966,0.15000000000000002,0.0002489751892520378,113264394.78716901,0.0,9515896914.225513
113985228.10475966,0.17,0.00028693215261447926,88531144.43955958,0.0,9656473742.174173
113985228.10475966,0.19,0.00032288455130142097,69321677.55820085,0.0,9664481799.85496
113985228.10475966,0.21000000000000002,0.0003569185365982576,54432669.247548595,0.0,9571835495.075964
113985228.10475966,0.23,0.0003891663516261783,42883234.40011013,0.0,9403387693.598988
113985228.10475966,0.25,0.0004197647384761364,33902799.45024509,0.0,9178401314.05906
113985228.10475966,0.27,0.00044883725272667075,26898796.77959324,0.0,8911813168.99125
113985228.10475966,0.29000000000000004,0.00047648874672138694,21417737.220980454,0.0,8615233587.5419
113985228.10475966,0.31,0.0005028055505822564,17113942.27902913,0.0,8297714787.901941
113985228.10475966,0.33,0.0005278579732023996,13720041.08822223,0.0,7966333756.2666235
113985228.10475966,0.35000000000000003,0.000551703452472225,11037733.025157576,0.0,7626633578.526076
113985228.10475966,0.37,0.0005743895880211236,8909304.47381796,0.0,7282958544.113098
113985228.10475966,0.39,0.0005959567514799114,7214160.17198071,0.0,6938710039.4192915
113985228.10475966,0.41000000000000003,0.000616440194941972,5860972.232425337,0.0,6596543306.378922
113985228.10475966,0.43,0.0006358716810700669,4776843.705128147,0.0,6258519863.1535635
113985228.10475966,0.45,0.0006542806988389889,3906154.691558523,0.0,5926226472.963225
113985228.10475966,0.47000000000000003,0.0006716953391638804,3203294.0510621998,0.0,5600868697.309023
113985228.10475966,0.49,0.0006881429011053162,2635387.425570144,0.0,5283344995.118196
113985228.10475966,0.51,0.0007036502903627709,2173807.766019684,0.0,4974305819.331821
113985228.10475966,0.53,0.0007182442613854045,1799528.1416116303,0.0,4674201056.248785
113985228.10475966,0.55,0.0007319515445207542,1493666.1572800467,0.0,4383318337.576523
113985228.10475966,0.5700000000000001,0.0007447988909149813,1241937.3595837462,0.0,4101814153.803009
113985228.10475966,0.59,0.0007568130605625065,1036509.5949664561,0.0,3829739245.9795275
113985228.10475966,0.61,0.0007680207729243679,866469.5700419317,0.0,3567059418.4430485
113985228.10475966,0.63,0.0007784486347367092,726801.0635965879,0.0,3313672658.67276
113985228.10475966,0.65,0.000788123055828374,610132.4533678821,0.0,3069423259.5074687
113985228.10475966,0.67,0.0007970701607883902,512723.733469383,0.0,2834113491.6857452
113985228.10475966,0.6900000000000001,0.0008053157020118768,432833.85345616285,0.0,2607513262.622827
113985228.10475966,0.7100000000000001,0.0008128849778782319,365004.64518045646,0.0,2389368112.640943
113985228.10475966,0.73,0.0008198027584662956,306566.85780004127,0.0,2179405829.5869074
113985228.10475966,0.75,0.0008260932201996153,257393.1757936773,0.0,1977341911.8661933
113985228.10475966,0.77,0.0008317798900669883,217176.1645484217,0.0,1782884068.4438195
113985228.10475966,0.79,0.0008368855995243169,182284.20768816443,0.0,1595735911.372899
113985228.10475966,0.81,0.0008414324478050902,151581.30704742114,0.0,1415599968.680333
113985228.10475966,0.8300000000000001,0.0008454417741114507,126026.6451491523,0.0,1242180131.0042841
113985228.10475966,0.85,0.0008489341379973328,103393.77098476763,0.0,1075183600.835582
113985228.10475966,0.87,0.0008519293071639893,83978.72669180643,0.0,914322503.4605808
113985228.10475966,0.89,0.000854446251849023,66460.06377701907,0.0,759314913.4972533
113985228.10475966,0.91,0.0008565031449890355,51832.75458738976,0.0,609886508.5346516
113985228.10475966,0.93,0.0008581173673611216,38212.205945830974,0.0,465768580.74701065
113985228.10475966,0.9500000000000001,0.0008593055169516346,25626.954344130056,0.0,326708550.27766854
113985228.10475966,0.97,0.0008600834218546086,14198.642416098683,0.0,192432911.89069593
113985228.10475966,0.99,0.0008604661560622467,4460.157807340327,0.0,62786946.655801535
135624377.06061098,0.01,2.5314760006407385e-06,575523099.0150541,0.0,1067878049.9413723
135624377.06061098,0.03,2.2066583335511356e-05,541858556.105304,0.0,3187097607.509116
135624377.06061098,0.05,5.773446691105851e-05,483807722.25082535,0.0,5034517414.892954
135624377.06061098,0.06999999999999999,0.00010433674286797189,414439079.06468385,0.0,6569608871.2238
135624377.06061098,0.09,0.0001567833206909529,344835710.47020936,0.0,7760894756.420857
135624377.06061098,0.11,0.00021119770240811297,281660747.31546575,0.0,8636486233.527334
135624377.06061098,0.13,0.0002651159455680195,227646018.78529972,0.0,9240922516.065207
135624377.06061098,0.15000000000000002,0.00031720301014795453,183051804.67895624,0.0,9623818751.040796
135624377.06061098,0.17,0.00036686654265442544,146958493.1208915,0.0,9830237023.557991
135624377.06061098,0.19,0.00041394179435557933,118046383.82454507,0.0,9898214118.225918
135624377.06061098,0.21000000000000002,0.00045848202855935987,94987924.26242042,0.0,9858528694.705177
135624377.06061098,0.23,0.0005006347293031654,76620599.44929536,0.0,9735646621.231815
135624377.06061098,0.25,0.0005405748139208294,61977635.748607576,0.0,9548875749.446625
135624377.06061098,0.27,0.0005784719088961813,50279108.43215037,0.0,9313444402.26775
135624377.06061098,0.29000000000000004,0.0006144765875115564,40908568.95741728,0.0,9041393308.521387
135624377.06061098,0.31,0.0006487165185233716,33381486.972582694,0.0,8742279787.724522
135624377.06061098,0.33,0.000681297403333438,27317493.795119606,0.0,8423720949.071713
135624377.06061098,0.35000000000000003,0.0007123059273945436,22418063.328438196,0.0,8091809491.350929
135624377.06061098,0.37,0.0007418132905141981,18446335.728635494,0.0,7751431872.825918
135624377.06061098,0.39,0.0007698786197081299,15222199.35397512,0.0,7406512823.57434
135624377.06061098,0.41000000000000003,0.0007965519645506552,12591027.554777479,0.0,7060204533.056162
135624377.06061098,0.43,0.0008218767803830818,10444248.369059607,0.0,6715034230.527922
135624377.06061098,0.45,0.0008458919058117363,8684185.389390925,0.0,6373020331.380495
135624377.06061098,0.47000000000000003,0.0008686330861067975,7239502.882220081,0.0,6035764673.976548
135624377.06061098,0.49,0.0008901341101199873,6048363.781466926,0.0,5704526427.091129
135624377.06061098,0.51,0.0009104276296895722,5066365.465675432,0.0,5380281823.903949
135624377.06061098,0.53,0.0009295457250762535,4251549.388944487,0.0,5063772837.362894
135624377.06061098,0.55,0.0009475202718519175,3577594.0270768,0.0,4755547146.853526
135624377.06061098,0.5700000000000001,0.0009643831559792883,3015455.973517034,0.0,4455991181.050452
135624377.06061098,0.59,0.000980166375575445,2546111.7975490605,0.0,4165357605.465154
135624377.06061098,0.61,0.0009949020604802733,2154543.1441867477,0.0,3883788309.225634
135624377.06061098,0.63,0.0010086224343961727,1825527.3583009068,0.0,3611333714.359124
135624377.06061098,0.65,0.0010213597390042741,1548602.7039203448,0.0,3347969052.300997
135624377.06061098,0.67,0.0010331461350178677,1315001.1632860322,0.0,3093608120.302982
135624377.06061098,0.6900000000000001,0.001044013591496198,1117254.3555190882,0.0,2848114928.53211
135624377.06061098,0.7100000000000001,0.0010539937717992016,948897.1798690323,0.0,2611313570.0827317
135624377.06061098,0.73,0.00106311792221225,806064.8367576994,0.0,2382996584.8080716
135624377.06061098,0.75,0.0010714167674075199,683120.710333598,0.0,2162932041.6191864
135624377.06061098,0.77,0.0010789204154588229,578162.0064961541,0.0,1950869525.5945776
135624377.06061098,0.79,0.0010856582740098961,487600.89186048997,0.0,1746545187.0341973
135624377.06061098,0.81,0.0010916589783525937,409118.39917763,0.0,1549685984.0909472
135624377.06061098,0.8300000000000001,0.0010969503315482393,341248.6327063176,0.0,1360013238.2548096
135624377.06061098,0.85,0.001101559256278293,281353.200833822,0.0,1177245576.4960904
135624377.06061098,0.87,0.0011055117578008936,229232.57178866988,0.0,1001101430.9190112
135624377.06061098,0.89,0.0011088328971898518,183218.03181441783,0.0,831300842.6291441
135624377.06061098,0.91,0.001111546773914589,141690.92276661666,0.0,667567845.4007841
135624377.06061098,0.93,0.0011136765167648745,104777.97518071439,0.0,509628958.1453404
135624377.06061098,0.9500000000000001,0.0011152442821156688,71385.66872508256,0.0,357224721.06312805
135624377.06061098,0.97,0.0011162712585521535,40284.948250682086,0.0,210071289.20128977
135624377.06061098,0.99,0.0011167776769221492,13026.984696535723,0.0,68007341.61308992
161371538.74161264,0.01,3.0149556811385153e-06,764822931.9176724,0.0,1018017285.3059642
161371538.74161264,0.03,2.6392164881554943e-05,727847062.3118358,0.0,3043647824.103583
161371538.74161264,0.05,6.956689834787929e-05,662519598.4232057,0.0,4839861520.842343
161371538.74161264,0.06999999999999999,0.00012687549204666565,581678886.5364704,0.0,6367204153.187899
161371538.74161264,0.09,0.00019246842036746756,497247041.6641726,0.0,7588882840.376597
161371538.74161264,0.11,0.00026157996781069265,417421849.9009142,0.0,8520140431.190409
161371538.74161264,0.13,0.00033092754008306883,346461339.24636644,0.0,9193672244.517872
161371538.74161264,0.15000000000000002,0.000398545484022756,285747613.1989784,0.0,9650141511.944767
161371538.74161264,0.17,0.0004634204907601129,234990232.30051258,0.0,9928850192.145237
161371538.74161264,0.19,0.0005251430320953589,193118530.2083025,0.0,10064470406.458712
161371538.74161264,0.21000000000000002,0.000583648105967097,158826278.03025785,0.0,10086011487.70208
161371538.74161264,0.23,0.0006390462974037852,130827631.92948605,0.0,10017148010.674023
161371538.74161264,0.25,0.0006915230191335542,107985562.19916981,0.0,9876974304.708158
161371538.74161264,0.27,0.0007412828069681706,89334723.41114713,0.0,9680838743.466412
161371538.74161264,0.29000000000000004,0.0007885211420597581,74081387.35269761,0.0,9441092321.510595
161371538.74161264,0.31,0.0008334121611845336,61580156.119828366,0.0,9167709206.904615
161371538.74161264,0.33,0.0008761050606287988,51309252.01878105,0.0,8868780594.069035
161371538.74161264,0.35000000000000003,0.0009167249461793353,42851113.37347129,0.0,8550900487.674717
161371538.74161264,0.37,0.0009553757100976543,35870083.57785412,0.0,8219464826.922111
161371538.74161264,0.39,0.000992143606680707,30087557.0110439,0.0,7878903340.537549
161371538.74161264,0.41000000000000003,0.0010271008314740536,25293654.326311093,0.0,7532859978.283664
161371538.74161264,0.43,0.0010603087690883317,21306230.699893124,0.0,7184334291.390079
161371538.74161264,0.45,0.0010918207742058707,17984713.44131784,0.0,6835793179.829479
161371538.74161264,0.47000000000000003,0.0011216844575648408,15209859.616977654,0.0,6489260087.954721
161371538.74161264,0.49,0.001149943503294023,12886791.575815259,0.0,6146386944.831999
161371538.74161264,0.51,0.0011766390690051403,10937351.720849263,0.0,5808512805.459382
161371538.74161264,0.53,0.0012018108288335916,9299539.40381709,0.0,5476712151.0064125
161371538.74161264,0.55,0.001225497719737104,7918836.251976564,0.0,5151835066.020674
161371538.74161264,0.5700000000000001,0.0012477384471130018,6753710.164237267,0.0,4834540965.470786
161371538.74161264,0.59,0.0012685717996053203,5766851.92658729,0.0,4525327138.012954
161371538.74161264,0.61,0.001288036816168846,4930254.64618329,0.0,4224553072.780072
161371538.74161264,0.63,0.0013061728417560771,4217981.343416825,0.0,3932461312.970455
161371538.74161264,0.65,0.00132301950176751,3612043.8108739173,0.0,3649195415.2959433
161371538.74161264,0.67,0.0013386166198141871,3094080.991351728,0.0,3374815469.81109
161371538.74161264,0.6900000000000001,0.0013530040984458698,2649510.4843808203,0.0,3109311541.709268
161371538.74161264,0.7100000000000001,0.001366221778289364,2267308.38510179,0.0,2852615328.3153067
161371538.74161264,0.73,0.0013783092874828785,1940159.183187583,0.0,2604610270.3600287
161371538.74161264,0.75,0.001389305890321794,1655213.100394023,0.0,2365140317.9492803
161371538.74161264,0.77,0.0013992503415934047,1408726.2718947893,0.0,2134017518.8906305
161371538.74161264,0.79,0.001408180751101008,1194648.3223708633,0.0,1911028574.0127637
161371538.74161264,0.81,0.0014161344613009708,1007342.1099751269,0.0,1695940482.8545547
161371538.74161264,0.8300000000000001,0.0014231479397418482,844450.9112957825,0.0,1488505394.973509
161371538.74161264,0.85,0.0014292566870457322,698605.1392309443,0.0,1288464738.5586233
161371538.74161264,0.87,0.0014344951604608515,570132.8847826142,0.0,1095552801.5673037
161371538.74161264,0.89,0.0014388967124984748,456517.09664728225,0.0,909499502.976559
161371538.74161264,0.91,0.0014424935438075205,354714.7057720066,0.0,730033681.8520213
161371538.74161264,0.93,0.0014453166692060884,262709.1628988994,0.0,556882261.5115999
161371538.74161264,0.9500000000000001,0.0014473958956512112,179445.09958483512,0.0,389782890.75725776
161371538.74161264,0.97,0.0014487598108661728,103817.21221294596,0.0,228444615.59098804
161371538.74161264,0.99,0.0014494357813376393,33020.49636840821,0.0,72701053.71253848
192006585.24830005,0.01,3.5228843203622434e-06,1004924686.712088,0.0,961225730.4628655
192006585.24830005,0.03,3.096687317099968e-05,964757639.5506711,0.0,2877930037.7142286
192006585.24830005,0.05,8.22371868890132e-05,892329023.293613,0.0,4606164695.645644
192006585.24830005,0.06999999999999999,0.0001514111777547369,799968857.7086654,0.0,6109085385.352047
192006585.24830005,0.09,0.00023204092507676433,700036862.8305259,0.0,7347344700.047777
192006585.24830005,0.11,0.0003185083760589862,602006810.681107,0.0,8325011407.975406
192006585.24830005,0.13,0.00040662294561230453,511677653.5461858,0.0,9063205359.225147
192006585.24830005,0.15000000000000002,0.000493623457714889,431752709.06060016,0.0,9592942651.361185
192006585.24830005,0.17,0.0005778922158255373,362849014.4714868,0.0,9946743458.609962
192006585.24830005,0.19,0.0006586107626442368,304401295.7958832,0.0,10154950179.647303
192006585.24830005,0.21000000000000002,0.0007354670476135884,255301107.17557135,0.0,10244038074.645718
192006585.24830005,0.23,0.0008084429477153492,214271266.97904053,0.0,10236333405.853113
192006585.24830005,0.25,0.0008776742166502966,180068831.87883905,0.0,10150325120.747005
192006585.24830005,0.27,0.0009433644383056171,151575016.4715285,0.0,10001206054.361078
192006585.24830005,0.29000000000000004,0.001005735451641256,127823377.99023107,0.0,9801439089.48969
192006585.24830005,0.31,0.00106500091422217,107998188.4858043,0.0,9561267480.704674
192006585.24830005,0.33,0.0011213538707391254,91422968.77595569,0.0,9289142992.134819
192006585.24830005,0.35000000000000003,0.0011749624308127953,77536058.17765306,0.0,8992072321.851374
192006585.24830005,0.37,0.0012259698953833759,65879323.472681716,0.0,8675892122.347706
192006585.24830005,0.39,0.0012744971252317563,56075630.95977625,0.0,8345485471.299288
192006585.24830005,0.41000000000000003,0.0013206458585857208,47810495.24140111,0.0,8004951920.4265995
192006585.24830005,0.43,0.0013645022453646432,40829752.627107285,0.0,7657741428.013168
192006585.24830005,0.45,0.0014061402038029259,34922621.78843783,0.0,7306760478.268511
192006585.24830005,0.47000000000000003,0.001445624406018105,29913691.64850293,0.0,6954456882.124325
192006585.24830005,0.49,0.0014830128162041684,25659791.179538995,0.0,6602888250.529379
192006585.24830005,0.51,0.0015183587716610888,22039275.533145238,0.0,6253777937.414452
192006585.24830005,0.53,0.0015517126330330062,18952523.998378478,0.0,5908561318.694335
192006585.24830005,0.55,0.0015831230481822972,16316571.638756193,0.0,5568424563.158514
192006585.24830005,0.5700000000000001,0.0016126378814772747,14058842.553305876,0.0,5234337514.278059
192006585.24830005,0.59,0.0016403048613740634,12124729.355585948,0.0,4907081891.97458
192006585.24830005,0.61,0.0016661719967507285,10463250.221665373,0.0,4587275724.262323
192006585.24830005,0.63,0.0016902878081248717,9031653.502552778,0.0,4275394691.209677
192006585.24830005,0.65,0.0017127014146748828,7798152.825267043,0.0,3971790894.056344
192006585.24830005,0.67,0.0017334625124873848,6731906.473022146,0.0,3676709443.1847105
192006585.24830005,0.6900000000000001,0.0017526212740513014,5808766.161043621,0.0,3390303166.2882314
192006585.24830005,0.7100000000000001,0.0017702281939319811,5006620.544748206,0.0,3112645673.538623
192006585.24830005,0.73,0.0017863339009144687,4308348.945735656,0.0,2843742968.572373
192006585.24830005,0.75,0.001800988952765057,3699039.71485256,0.0,2583543761.7730865
192006585.24830005,0.77,0.0018142436261471553,3165156.3496933775,0.0,2331948615.943897
192006585.24830005,0.79,0.0018261477111354413,2697248.0213519223,0.0,2088818037.6580834
192006585.24830005,0.81,0.0018367503171671667,2284281.266104315,0.0,1853979613.4728928
192006585.24830005,0.8300000000000001,0.0018460996951254916,1920683.88290012,0.0,1627234285.9278388
192006585.24830005,0.85,0.0018542430785074531,1596568.151847603,0.0,1408361828.0734413
192006585.24830005,0.87,0.0018612265452520782,1307088.2104106785,0.0,1197125683.9090383
192006585.24830005,0.89,0.0018670949007347135,1049830.559602718,0.0,993276897.7162755
192006585.24830005,0.91,0.0018718915816312398,817152.9622422052,0.0,796558490.7887225
192006585.24830005,0.93,0.001875658579771965,606539.5517447559,0.0,606705522.9448345
192006585.24830005,0.9500000000000001,0.0018784363847030284,414929.15645088104,0.0,423458886.371193
192006585.24830005,0.97,0.001880263943415891,238449.4039201245,0.0,246525736.89371073
192006585.24830005,0.99,0.0018811786355627928,76964.30953507572,0.0,75737205.66220903
228457440.92298228,0.01,4.054280644461266e-06,1304224417.7171867,0.0,901187874.4022155
228457440.92298228,0.03,3.5775263544948494e-05,1261091709.411021,0.0,2700980630.6623926
228457440.92298228,0.05,9.567725653024861e-05,1181969508.518878,0.0,4349161318.037966
228457440.92298228,0.06999999999999999,0.000177778522240622,1078452534.3745024,0.0,5812637457.542227
228457440.92298228,0.09,0.00027523816818868913,962935803.347027,0.0,7052256378.964674
228457440.92298228,0.11,0.0003817067127703293,845810105.7404093,0.0,8063581476.23339
228457440.92298228,0.13,0.0004920798081736032,734276434.5948229,0.0,8857574829.714483
228457440.92298228,0.15000000000000002,0.0006026869850151692,632443746.3086904,0.0,9455819564.793085
228457440.92298228,0.17,0.0007111334876375578,542059137.867898,0.0,9883547628.95605
228457440.92298228,0.19,0.0008160073017392548,463317923.6122013,0.0,10166005035.263563
228457440.92298228,0.21000000000000002,0.0009165829637110551,395539370.6203736,0.0,10326377224.30268
228457440.92298228,0.23,0.0010125789691817731,337624199.57229775,0.0,10385008963.98693
228457440.92298228,0.25,0.0011039805273303322,288348826.0421557,0.0,10359292892.934689
228457440.92298228,0.27,0.0011909194139056883,246510906.67174032,0.0,10263898273.115147
228457440.92298228,0.29000000000000004,0.0012735971071939694,211009562.1556351,0.0,10111125453.241592
228457440.92298228,0.31,0.0013522382104040906,180874305.04916874,0.0,9911279440.212078
228457440.92298228,0.33,0.001427063982006362,155268050.99015382,0.0,9673012351.914837
228457440.92298228,0.35000000000000003,0.001498278693277989,133483269.60298201,0.0,9403616960.490288
228457440.92298228,0.37,0.0015660638739585435,114919441.0510899,0.0,9109269113.872742
228457440.92298228,0.39,0.001630577209290989,99075176.90511094,0.0,8795223779.323833
228457440.92298228,0.41000000000000003,0.001691954020408601,85527715.30200525,0.0,8465971801.686525
228457440.92298228,0.43,0.0017503100353376444,73926241.35607296,0.0,8125364662.007488
228457440.92298228,0.45,0.0018057446612821254,63973766.722629964,0.0,7776713788.441246
228457440.92298228,0.47000000000000003,0.0018583442910581219,55419964.11195735,0.0,7422869943.407551
228457440.92298228,0.49,0.0019081853806110988,48057472.21179845,0.0,7066287168.70746
228457440.92298228,0.51,0.0019553371626180424,41713117.717467636,0.0,6709074839.4063225
228457440.92298228,0.53,0.0019998639406620298,36233816.02641233,0.0,6353040594.865056
228457440.92298228,0.55,0.0020418269569632977,31494663.865295883,0.0,5999726270.756397
228457440.92298228,0.5700000000000001,0.0020812858553732358,27390008.378274664,0.0,5650438447.669128
228457440.92298228,0.59,0.002118299777374372,23830613.170702428,0.0,5306274830.668391
228457440.92298228,0.61,0.0021529281367203253,20736088.059612155,0.0,4968147361.663922
228457440.92298228,0.63,0.0021852311209909,18044519.920939025,0.0,4636802728.037833
228457440.92298228,0.65,0.002215269967619354,15697702.201371342,0.0,4312840752.098055
228457440.92298228,0.67,0.002243107059136801,13645932.423699763,0.0,3996731011.6504197
228457440.92298228,0.6900000000000001,0.0022688058783155753,11853474.943908222,0.0,3688827940.6182337
228457440.92298228,0.7100000000000001,0.002292430859175304,10278447.011082442,0.0,3389384594.9495397
228457440.92298228,0.73,0.002314047164853508,8896892.79339977,0.0,3098565212.902019
228457440.92298228,0.75,0.002333720418424286,7679404.6519957865,0.0,2816456670.540232
228457440.92298228,0.77,0.0023515164080748553,6604402.370059613,0.0,2543078910.8805256
228457440.92298228,0.79,0.0023675007837463033,5652348.397933329,0.0,2278394409.704981
228457440.92298228,0.81,0.0023817387584922347,4807340.644069554,0.0,2022316735.47782
228457440.92298228,0.8300000000000001,0.0023942948244400864,4054592.284959616,0.0,1774718262.1951265
228457440.92298228,0.85,0.0024052324903654763,3382295.1095620384,0.0,1535437061.7838945
228457440.92298228,0.87,0.0024146140454856134,2778499.681925036,0.0,1304283121.4584997
228457440.92298228,0.89,0.0024225003521233784,2236207.1582951494,0.0,1081043587.7088187
228457440.92298228,0.91,0.002428950668333065,1742999.7159033704,0.0,865488388.816812
228457440.92298228,0.93,0.0024340225003790365,1296290.14939377,0.0,657371436.2746462
228457440.92298228,0.9500000000000001,0.0024377714840598834,887826.368980801,0.0,456445553.5521752
228457440.92298228,0.97,0.002440251293232259,513071.7115303903,0.0,262423639.98635012
228457440.92298228,0.99,0.0024415135734616377,164015.0252076768,0.0,75138184.05019912
271828188.8383306,0.01,4.6109011736882694e-06,1669865493.7572083,0.0,840813091.8119464
271828188.8383306,0.03,4.0825931162324116e-05,1624122428.832595,0.0,2521801466.1412225
271828188.8383306,0.05,0.00010987880063963461,1539000551.153704,0.0,4082684636.571697
