5.000000000000000278e-02 4.500259630589892611e-06 3.850730134104774383e+00 3.470101918337968400e+16 3.322875300400211662e+07 -3.349045636881324768e+09 -3.003097278786186218e+09 -7.550470513625472784e+08 2.743522146289838478e+07 3.253491048604551315e+09 3.505220104703817368e+09
5.959595959595959808e-02 7.325063229218521677e-06 4.308721002209805917e+00 4.885089750903496800e+16 2.565275703475417942e+07 -3.438080068202409267e+09 -3.020832736881296635e+09 -8.240651375547879934e+08 9.473846788414733112e+07 3.246375062878222466e+09 3.553304168537727356e+09
6.919191919191919338e-02 1.136791234321973519e-05 4.838470895582117848e+00 6.507616207811559200e+16 2.011647009171639010e+07 -3.536402811576425552e+09 -3.045894347122306347e+09 -8.908970227983222008e+08 1.578986708561826050e+08 3.240945239867884636e+09 3.606338522440420151e+09
7.878787878787879562e-02 1.697687943447370124e-05 5.433355010840959842e+00 8.313777071878188800e+16 1.593653974255827814e+07 -3.643528366244642258e+09 -3.077871025475985050e+09 -9.556742153759040833e+08 2.164105500150667429e+08 3.236917983143787384e+09 3.664293668321527958e+09
8.838383838383838398e-02 2.453359712198321390e-05 6.085400147407736604e+00 1.027574105083171840e+17 1.271401028558678180e+07 -3.758899756239986897e+09 -3.116370211989939690e+09 -1.018615491476212502e+09 2.698699129748960137e+08 3.234025138776224613e+09 3.727050597544747829e+09
9.797979797979797234e-02 3.443760384229284784e-05 6.785820786838336893e+00 1.236299397778697920e+17 1.019509529737073742e+07 -3.881913553296488285e+09 -3.161020150110848904e+09 -1.080001781649461746e+09 3.179777664923546910e+08 3.232014295762160301e+09 3.794399001055260181e+09
1.075757575757575746e-01 4.708953702734114432e-05 7.525586559778100870e+00 1.454372014304042240e+17 8.207522540041636676e+06 -4.011943730791081429e+09 -3.211470652580096245e+09 -1.140151914224649191e+09 3.605388027730236650e+08 3.230648734809583664e+09 3.866039792451462269e+09
1.171717171717171629e-01 6.287511391692633103e-05 8.295920679851199964e+00 1.678611064113642560e+17 6.628647178684261627e+06 -4.148362372235920429e+09 -3.267392847448839188e+09 -1.199401305688788414e+09 3.974549736530662775e+08 3.229707137925235271e+09 3.941591762010493755e+09
1.267676767676767513e-01 8.215138117683942103e-05 9.088672783076191308e+00 1.905946046064995840e+17 5.368122596977460198e+06 -4.290556176148668766e+09 -3.328478287982940674e+09 -1.258084740466934681e+09 4.287152038105245233e+08 3.228983142451017380e+09 4.020601731994085312e+09
1.363636363636363535e-01 1.052360760011058333e-04 9.896551470947494877e+00 2.133499302367552000e+17 4.357805471634071320e+06 -4.437938511959173203e+09 -3.394437707834177494e+09 -1.316523545580165625e+09 4.543825058926324844e+08 3.228284799821891785e+09 4.102557267398254395e+09
1.459595959595959558e-01 1.324003372183719799e-04 1.071323100100608627e+01 2.358641142410496640e+17 3.545422469255063683e+06 -4.589957358945136070e+09 -3.464999617069194317e+09 -1.375016869476172209e+09 4.745798061134268045e+08 3.227433980913955212e+09 4.186900860087280750e+09
1.555555555555555580e-01 1.638645572746199252e-04 1.153336100846399148e+01 2.579021171066280000e+17 2.890402642032991163e+06 -4.746099781600570679e+09 -3.539908867735119343e+09 -1.433836438548086405e+09 4.894756722965374589e+08 3.226265756088027954e+09 4.273044545040097713e+09
1.651515151515151603e-01 1.997969055689514462e-04 1.235251106312975899e+01 2.792580872626004800e+17 2.360992879338754341e+06 -4.905893706637946129e+09 -3.618925268215456486e+09 -1.493224042708328247e+09 4.992708998965340853e+08 3.224627768088617325e+09 4.360384081575194359e+09
1.747474747474747625e-01 2.403139528200625699e-04 1.316707797329174134e+01 2.997552546743316480e+17 1.932180473468611715e+06 -5.068907738882320404e+09 -3.701822290832755089e+09 -1.553391021931704044e+09 5.041866158354052305e+08 3.222379608959349632e+09 4.448312075318152428e+09
1.843434343434343092e-01 2.854828345385064851e-04 1.397417707821529120e+01 3.192449010102624640e+17 1.584145463831070112e+06 -5.234749650676441193e+09 -3.788385893637898922e+09 -1.614519123294377089e+09 5.044542640897129774e+08 3.219392207483647823e+09 4.536229666750883102e+09
1.939393939393939115e-01 3.353244603752405508e-04 1.477153192374830581e+01 3.376047509848064640e+17 1.301139047230025753e+06 -5.403064049925118446e+09 -3.878413462222156525e+09 -1.676762224256075144e+09 5.003075836560100317e+08 3.215547230578385353e+09 4.623556624204631805e+09
2.035353535353535137e-01 3.898173683975171750e-04 1.555737097734695951e+01 3.547370376948132480e+17 1.070601851379767060e+06 -5.573529604888178825e+09 -3.971712868188160419e+09 -1.740248542994299650e+09 4.919765006742520928e+08 3.210736500384303570e+09 4.709739830716208458e+09
2.131313131313131159e-01 4.489019163893596628e-04 1.633033579487764797e+01 3.705664167911160320e+17 8.824712514625900658e+05 -5.745856093828955650e+09 -4.068101635822411537e+09 -1.805083065362040758e+09 4.796827355589277148e+08 3.204861427757264614e+09 4.794260242226103783e+09
2.227272727272727182e-01 5.124845844232985004e-04 1.708940220861752834e+01 3.850378462749987840e+17 7.286930181471342221e+05 -5.919781459760728836e+09 -4.167406206104214191e+09 -1.871350005511905909e+09 4.636368644869931340e+08 3.197832462505717278e+09 4.876638429740867615e+09
2.323232323232323204e-01 5.804422299700110486e-04 1.783381437568138850e+01 3.981145056219169280e+17 6.027841443935281131e+05 -6.095068984093852997e+09 -4.269461286455963612e+09 -1.939115183365442276e+09 4.440365579423078299e+08 3.189568560647643566e+09 4.956438817175034523e+09
