El,r,Fidelidad
10000000.0,0.01,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.0198989898989899,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.029797979797979796,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.039696969696969696,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.049595959595959596,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.059494949494949496,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.06939393939393938,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.07929292929292929,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.08919191919191918,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.09909090909090908,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.10898989898989898,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.11888888888888888,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.12878787878787878,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.1386868686868687,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.1485858585858586,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.15848484848484848,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.16838383838383839,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.1782828282828283,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.18818181818181817,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.19808080808080808,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.207979797979798,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.21787878787878787,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.22777777777777777,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.23767676767676768,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.24757575757575756,(0.9387313838131895+1.5577667310117493e-06j)
10000000.0,0.25747474747474747,(0.9387313838131895+1.5577667310117493e-06j)
