El,r,Fidelidad
16844865.640996374,0.33,(0.0833503119582203+2.8290571079077306e-06j)
16844865.640996374,0.35000000000000003,(0.08629868622075472+9.906655623713235e-07j)
16844865.640996374,0.37,(0.09105076595710868-8.398072688139221e-07j)
16844865.640996374,0.39,(0.09761005111555018-7.060031402001567e-07j)
16844865.640996374,0.41000000000000003,(0.10604963400268574+4.140202047730707e-07j)
16844865.640996374,0.43,(0.11646262930320746-1.4728934314056818e-07j)
16844865.640996374,0.45,(0.12897449857018467+2.051035442816238e-06j)
16844865.640996374,0.47000000000000003,(0.1436958470633257+2.61866518656883e-06j)
16844865.640996374,0.49,(0.16071498151836472+1.0486834074302166e-06j)
16844865.640996374,0.51,(0.18007302229469524+2.9953739438876283e-07j)
16844865.640996374,0.53,(0.20173282491922648+2.0089891812217517e-06j)
16844865.640996374,0.55,(0.2255267290718377+1.1125302327359978e-07j)
16844865.640996374,0.5700000000000001,(0.25115618366455783-2.0195281304807633e-06j)
16844865.640996374,0.59,(0.27814602031784+8.092404696938105e-07j)
16844865.640996374,0.61,(0.3057911463489931-2.0801727856446444e-06j)
16844865.640996374,0.63,(0.33318438001811207-2.214831851915e-06j)
16844865.640996374,0.65,(0.3592080750168268+1.3928916752660901e-06j)
16844865.640996374,0.67,(0.38255165093177607+2.9876101127801413e-06j)
16844865.640996374,0.6900000000000001,(0.4017613190524829+1.7263524287902927e-06j)
16844865.640996374,0.7100000000000001,(0.415345564234965+2.008040633366971e-06j)
16844865.640996374,0.73,(0.4218663045735696+9.435980898787967e-07j)
16844865.640996374,0.75,(0.4200881488205662+2.2829179988557735e-06j)
16844865.640996374,0.77,(0.40911304062714043+2.6950079995928134e-07j)
16844865.640996374,0.79,(0.38854358633881253-2.94355396864919e-06j)
16844865.640996374,0.81,(0.3585845426232661-2.9699561733765175e-07j)
16844865.640996374,0.8300000000000001,(0.32015610864943655+1.5246779493161548e-06j)
16844865.640996374,0.85,(0.2748866508701267-2.3733836068643e-06j)
16844865.640996374,0.87,(0.22508613956417048+6.533588913966661e-07j)
16844865.640996374,0.89,(0.17362420536767262+3.9125187055449e-06j)
16844865.640996374,0.91,(0.12371914132605963-2.420783676397203e-06j)
16844865.640996374,0.93,(0.0786960551495953+4.790692783308318e-06j)
16844865.640996374,0.9500000000000001,(0.04169894257110478+3.830758017583176e-06j)
16844865.640996374,0.97,(0.015396788853076371+2.3896437978447933e-06j)
16844865.640996374,0.99,(0.0017338205015256616+7.115230222839386e-07j)
20042723.493347347,0.01,(0.5894923177490243+1.0643366454651745e-05j)
20042723.493347347,0.03,(0.5742983673092616-4.886771196056857e-06j)
20042723.493347347,0.05,(0.5436631125651116+7.128565920438203e-06j)
20042723.493347347,0.06999999999999999,(0.49851616591173886+3.897777044088038e-06j)
20042723.493347347,0.09,(0.44280772096554116+2.2008584507706143e-06j)
20042723.493347347,0.11,(0.38344050399037566+1.4815327213670324e-06j)
20042723.493347347,0.13,(0.3273218732102673+2.830598891319029e-06j)
20042723.493347347,0.15000000000000002,(0.27850977057119203-9.053434298437138e-07j)
20042723.493347347,0.17,(0.23789324271319515+1.6884147255427655e-06j)
20042723.493347347,0.19,(0.20465637266434714+3.850568600196341e-06j)
20042723.493347347,0.21000000000000002,(0.17744468852202658+4.647457871990929e-06j)
20042723.493347347,0.23,(0.15495259459970928-6.440755773047407e-07j)
20042723.493347347,0.25,(0.13614024719678944-3.6156751716198136e-07j)
20042723.493347347,0.27,(0.12020388818248749-1.5301458427855788e-06j)
20042723.493347347,0.29000000000000004,(0.11083860122927484+1.659476127709577e-06j)
20042723.493347347,0.31,(0.11005194936007841+9.020777245242616e-07j)
20042723.493347347,0.33,(0.11155905104084154+1.3118245000391397e-06j)
20042723.493347347,0.35000000000000003,(0.11518746485321492+9.172227043554367e-07j)
20042723.493347347,0.37,(0.1208454198722975+2.817871809090325e-06j)
20042723.493347347,0.39,(0.12850006925620747+1.2176798363761274e-06j)
20042723.493347347,0.41000000000000003,(0.13819514136325295-2.3720404951058937e-07j)
20042723.493347347,0.43,(0.1499649820488239+1.8515550926364088e-06j)
20042723.493347347,0.45,(0.163868560294321+2.244050364016688e-07j)
20042723.493347347,0.47000000000000003,(0.17993125243650973-1.3227177714726641e-06j)
20042723.493347347,0.49,(0.198150714620743-1.2077399059361587e-06j)
20042723.493347347,0.51,(0.21844878881805654+7.778480301513806e-07j)
20042723.493347347,0.53,(0.24065258724331184+1.3811233743058313e-07j)
20042723.493347347,0.55,(0.264487223721543-4.728768020895902e-07j)
20042723.493347347,0.5700000000000001,(0.28949676483097736+7.715704746785982e-07j)
20042723.493347347,0.59,(0.3151082665668662-2.347761077987955e-07j)
20042723.493347347,0.61,(0.3405264601574183-9.070748371066584e-07j)
20042723.493347347,0.63,(0.36481313863293036+8.1108093309672e-07j)
20042723.493347347,0.65,(0.38685227689035834-1.80571626883799e-06j)
20042723.493347347,0.67,(0.4054033758931804+2.074849424406407e-06j)
20042723.493347347,0.6900000000000001,(0.4191842644130249-1.2314437264644049e-06j)
20042723.493347347,0.7100000000000001,(0.4269390790694171+3.822474848166383e-07j)
20042723.493347347,0.73,(0.42751902862170776+3.5424757290528916e-06j)
20042723.493347347,0.75,(0.42002642815375063-4.0769248998004576e-07j)
20042723.493347347,0.77,(0.403928193761375+3.878287426008584e-06j)
20042723.493347347,0.79,(0.3791390618228441-3.1465711715347126e-06j)
20042723.493347347,0.81,(0.346153073410232+2.198959724029482e-06j)
20042723.493347347,0.8300000000000001,(0.3060317614805365+3.533658245565012e-06j)
20042723.493347347,0.85,(0.2604557231324162-2.0954076600876964e-06j)
20042723.493347347,0.87,(0.21161615392333707+4.228406427293224e-06j)
20042723.493347347,0.89,(0.162142158152872+1.7491254771532036e-06j)
20042723.493347347,0.91,(0.11488711181368641-1.1031805414313311e-06j)
20042723.493347347,0.93,(0.0727490874605612+6.754765782578149e-06j)
20042723.493347347,0.9500000000000001,(0.03841938899539623+6.471173473519664e-06j)
20042723.493347347,0.97,(0.014153140102536755+6.85507542052364e-08j)
20042723.493347347,0.99,(0.0015921183629073901+1.1616392472543485e-06j)
23847668.102089796,0.01,(0.5808866625822278+3.943872070214658e-06j)
23847668.102089796,0.03,(0.5651839998592607-1.0758219203228752e-06j)
23847668.102089796,0.05,(0.5331333574305256+5.189889062350271e-06j)
23847668.102089796,0.06999999999999999,(0.4873986445288965+6.679081564794414e-06j)
23847668.102089796,0.09,(0.4335989432768579+7.864111719865485e-06j)
23847668.102089796,0.11,(0.3779660675884904+6.414581680028109e-06j)
23847668.102089796,0.13,(0.3260700390285341+5.2925799053937765e-06j)
23847668.102089796,0.15000000000000002,(0.2807732689329734+1.538205331719327e-06j)
23847668.102089796,0.17,(0.24260274641183152-3.618094848623899e-07j)
23847668.102089796,0.19,(0.2108262099993325-1.2705335619593548e-06j)
23847668.102089796,0.21000000000000002,(0.18435829591939049+4.4654081040712e-06j)
23847668.102089796,0.23,(0.1633745718546431-1.763739448427554e-07j)
23847668.102089796,0.25,(0.15297570433980232+9.788553430408435e-07j)
23847668.102089796,0.27,(0.14646070937058064+2.6414667566705465e-07j)
23847668.102089796,0.29000000000000004,(0.14320349585190156+1.6517516465483898e-06j)
23847668.102089796,0.31,(0.14273087393541875+3.0601935875470487e-06j)
23847668.102089796,0.33,(0.14475563893784857+2.9120397132383934e-06j)
23847668.102089796,0.35000000000000003,(0.14907725460315577+9.152528181937732e-07j)
23847668.102089796,0.37,(0.15559432891845162+1.2400873081566114e-06j)
23847668.102089796,0.39,(0.16424451107245053-9.383208913895709e-08j)
23847668.102089796,0.41000000000000003,(0.17499890470157728+3.4688097440632665e-06j)
23847668.102089796,0.43,(0.18785065180543645-1.0058137363223776e-06j)
23847668.102089796,0.45,(0.20275696324195716-2.84445668628738e-06j)
23847668.102089796,0.47000000000000003,(0.21967704776466088+6.167758610324537e-08j)
23847668.102089796,0.49,(0.23849986890749092+5.6534771286856e-06j)
23847668.102089796,0.51,(0.25903647309728833+4.130534325520905e-06j)
23847668.102089796,0.53,(0.28101925422186314+1.6450818154110561e-06j)
23847668.102089796,0.55,(0.304026456493013+1.386709995383083e-06j)
23847668.102089796,0.5700000000000001,(0.327552832855762+5.61782301909377e-06j)
23847668.102089796,0.59,(0.3509063995947485+3.51831404846261e-06j)
23847668.102089796,0.61,(0.3732902805963762-2.130945841387984e-06j)
23847668.102089796,0.63,(0.39373835988638756-3.072585758762932e-07j)
23847668.102089796,0.65,(0.41122430560273315+2.0649647447837877e-06j)
23847668.102089796,0.67,(0.4246163263568462-5.194906181906677e-06j)
23847668.102089796,0.6900000000000001,(0.4328338130521741+1.1399503555743482e-06j)
23847668.102089796,0.7100000000000001,(0.43484552836007057+1.1074882319954218e-07j)
23847668.102089796,0.73,(0.429794806115124-2.5293404796086542e-06j)
23847668.102089796,0.75,(0.4170880511037596+3.3785248713622112e-06j)
23847668.102089796,0.77,(0.3964903737991112-2.9702576122807653e-06j)
23847668.102089796,0.79,(0.36818416204821874-5.361635061278907e-06j)
23847668.102089796,0.81,(0.3328374517983459+3.7338343573646872e-06j)
23847668.102089796,0.8300000000000001,(0.29163112333305785-5.68350139812723e-07j)
23847668.102089796,0.85,(0.24619796017320625+3.6673736322928725e-06j)
23847668.102089796,0.87,(0.1986177768769385+1.3850157005138455e-05j)
23847668.102089796,0.89,(0.15124589022298027-2.5307245945717687e-06j)
23847668.102089796,0.91,(0.10661542042964589+1.8109211070856332e-06j)
23847668.102089796,0.93,(0.06723535416602637+2.582394934974961e-06j)
23847668.102089796,0.9500000000000001,(0.035394120265206754-2.3701838532756817e-06j)
23847668.102089796,0.97,(0.013012552727256174+2.2144342568776287e-06j)
23847668.102089796,0.99,(0.001462070704569992+9.882360065963363e-07j)
28374949.846322022,0.01,(0.571440090751501+1.1695887428583698e-05j)
28374949.846322022,0.03,(0.556226742272206-6.4889711772982725e-06j)
28374949.846322022,0.05,(0.5261652784918993-1.9915452474622e-06j)
28374949.846322022,0.06999999999999999,(0.4834578595620647+3.4668944494462905e-06j)
28374949.846322022,0.09,(0.4330712413840266+9.84794971273244e-06j)
28374949.846322022,0.11,(0.38136706243668+4.008998667827085e-06j)
28374949.846322022,0.13,(0.3336608453000346-2.734230142020536e-07j)
28374949.846322022,0.15000000000000002,(0.2928157427829089-6.201733870310222e-07j)
28374949.846322022,0.17,(0.2595833114483056+2.5029629524554126e-07j)
28374949.846322022,0.19,(0.2335450278409243+1.4046967365712575e-06j)
28374949.846322022,0.21000000000000002,(0.21378206991572749+1.9992337436286225e-06j)
28374949.846322022,0.23,(0.19934597892035247+2.0553378364279584e-06j)
28374949.846322022,0.25,(0.18937187837076763+3.182676996724919e-06j)
28374949.846322022,0.27,(0.18318802734802594-3.94321760308074e-06j)
28374949.846322022,0.29000000000000004,(0.18026955334475342-2.302707643608631e-07j)
28374949.846322022,0.31,(0.18023058035569045+2.671435223271409e-06j)
28374949.846322022,0.33,(0.1827819366971348+8.672753452963476e-07j)
28374949.846322022,0.35000000000000003,(0.18773585991824304+2.257259241641148e-06j)
28374949.846322022,0.37,(0.19496385818665388+1.00213251176934e-06j)
28374949.846322022,0.39,(0.2043613639713076-3.4840217558413403e-06j)
28374949.846322022,0.41000000000000003,(0.21586300181026669+1.9586778798910193e-06j)
28374949.846322022,0.43,(0.2293577050149748+2.6179137753452393e-06j)
28374949.846322022,0.45,(0.24476066309692626+1.5673204063358072e-06j)
28374949.846322022,0.47000000000000003,(0.26193671207800623+3.0607092947676285e-06j)
28374949.846322022,0.49,(0.280677058722387+7.104744832080658e-07j)
28374949.846322022,0.51,(0.3006969982240706+3.0544955547523113e-06j)
28374949.846322022,0.53,(0.32163716896503747+2.295202601816078e-06j)
28374949.846322022,0.55,(0.3430036243081051+7.986746605214286e-07j)
28374949.846322022,0.5700000000000001,(0.36420605778268345+1.1847029760763391e-06j)
28374949.846322022,0.59,(0.3845501515743333+1.248862953375962e-06j)
28374949.846322022,0.61,(0.40321720529917804+4.6332979253346034e-07j)
28374949.846322022,0.63,(0.4193073332459866+2.8614513572574795e-06j)
28374949.846322022,0.65,(0.43186124673509657-2.5900318006928444e-08j)
28374949.846322022,0.67,(0.43994881429099464-2.236213193923043e-06j)
28374949.846322022,0.6900000000000001,(0.44263866063300317-1.2672697545618491e-06j)
28374949.846322022,0.7100000000000001,(0.4391571553466396+3.321115349230763e-06j)
28374949.846322022,0.73,(0.428911592272742-1.2235748451355828e-06j)
28374949.846322022,0.75,(0.41156340754336473-4.961907459791177e-07j)
28374949.846322022,0.77,(0.38712204533266337+2.9186054780962688e-06j)
28374949.846322022,0.79,(0.3559729683251616+2.8423576282144435e-06j)
28374949.846322022,0.81,(0.3188986775905973-6.49158512289197e-06j)
28374949.846322022,0.8300000000000001,(0.2771215080772338+3.8163199888721656e-06j)
28374949.846322022,0.85,(0.23222997348023475-6.672307069686594e-06j)
28374949.846322022,0.87,(0.18612784871160717+3.0072296337664395e-06j)
28374949.846322022,0.89,(0.14093850431004978+4.315866050742768e-06j)
28374949.846322022,0.91,(0.0988818850887965+2.63805560010678e-06j)
28374949.846322022,0.93,(0.062118180084533334+3.522465551138312e-06j)
28374949.846322022,0.9500000000000001,(0.03260846703956736+5.2474036280006674e-06j)
28374949.846322022,0.97,(0.011965733333132741+3.1076489499003466e-06j)
28374949.846322022,0.99,(0.0013428936406909466+4.782355988010777e-07j)
33761698.43250775,0.01,(0.5613051472045423-2.8873719608437994e-06j)
33761698.43250775,0.03,(0.54700364861499-1.34751805046351e-05j)
33761698.43250775,0.05,(0.5196136710845017+4.3529878256262884e-07j)
33761698.43250775,0.06999999999999999,(0.48216680086044006+1.4023438162451949e-06j)
33761698.43250775,0.09,(0.43930615561977443+4.151254918833485e-06j)
33761698.43250775,0.11,(0.39597807638407767+2.0329795148518507e-06j)
33761698.43250775,0.13,(0.35592459815881+4.635545298938862e-06j)
33761698.43250775,0.15000000000000002,(0.3211666050042959+3.2136851055275913e-06j)
33761698.43250775,0.17,(0.2923571578302933+9.229214893505016e-07j)
33761698.43250775,0.19,(0.2693179733457302-2.0564581219617544e-06j)
33761698.43250775,0.21000000000000002,(0.25154187645043175+2.1833293784468602e-06j)
33761698.43250775,0.23,(0.238396241584267+4.504398222780923e-06j)
33761698.43250775,0.25,(0.22931057713802247+1.4969899026252954e-06j)
33761698.43250775,0.27,(0.22379027252184153+3.9898216048351486e-06j)
33761698.43250775,0.29000000000000004,(0.22142005123936176+2.473438030209435e-06j)
33761698.43250775,0.31,(0.22189513548297435+9.258708850300448e-07j)
33761698.43250775,0.33,(0.22497319381834105-2.6528526939529475e-06j)
33761698.43250775,0.35000000000000003,(0.23044182535580596+4.7778572675960415e-06j)
33761698.43250775,0.37,(0.23817812226132878+4.358956311688019e-06j)
33761698.43250775,0.39,(0.2480147067400753+6.105244227692583e-06j)
33761698.43250775,0.41000000000000003,(0.2598350702052777-1.6768641462853008e-06j)
33761698.43250775,0.43,(0.27350617222933243-2.2789661341816952e-06j)
33761698.43250775,0.45,(0.2888418394730172+6.595865536209989e-06j)
33761698.43250775,0.47000000000000003,(0.3056194838139491+5.910973578292444e-06j)
33761698.43250775,0.49,(0.32355774721559605-1.3853084057557353e-06j)
33761698.43250775,0.51,(0.3423058540543015+4.7293446705844865e-07j)
33761698.43250775,0.53,(0.3614280901008642+3.933792594449616e-06j)
33761698.43250775,0.55,(0.38038679879704923-2.7542125385101715e-06j)
33761698.43250775,0.5700000000000001,(0.3985674204139636+1.2348011071728965e-06j)
33761698.43250775,0.59,(0.41527139917356753-2.783199830020311e-06j)
33761698.43250775,0.61,(0.42971943568307364+3.178366348869081e-06j)
33761698.43250775,0.63,(0.44109518498166606-3.4426941264641746e-06j)
33761698.43250775,0.65,(0.448570011842728+1.5527607199633218e-06j)
33761698.43250775,0.67,(0.45135156610878363-4.159020435815028e-06j)
