"capacitor_length [um]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []"
1,6286924315.30709,9601750673.37896,11174388741.7795,11998970458.237,12474368606.6538,12773751186.1539,12973254781.2557
