"side_separation [um]","MaxDeltaFreq []"
2,0.417024703121933
4,7.54905015786549
6,0.238581813241608
8,34.6885116791325
10,0.299188553842365
12,0.54609668621073
14,0.303929770617149
16,0.209206819589876
18,21.93586772301
20,7.52363737071058
