# El	 r	 dHdphi_overDelta_square_elements_list	 d2f01dphi2_abs_list	 dHdr_overDelta_square_matrix_elements_list	 df01dr_abs 
40171076.50307777	0.7100000000000001	4.372638479364568e-05	0.00021962032806875788	1.255164665073943e-05	785992103.212265
40171076.50307777	0.73	4.39155140802637e-05	0.00014403496279897338	1.068075155039763e-05	712762082.7923663
40171076.50307777	0.75	4.408660634332398e-05	9.14778507682533e-05	8.986099683656954e-06	643246002.5084996
40171076.50307777	0.77	4.42405686853374e-05	5.5959436362126124e-05	7.4615055588502615e-06	577173697.2975714
40171076.50307777	0.79	4.437824290483551e-05	3.274676688207817e-05	6.100498818401564e-06	514298504.0462986
40171076.50307777	0.81	4.450041108591097e-05	1.817001315123402e-05	4.896419833571051e-06	454394817.82025594
40171076.50307777	0.8300000000000001	4.460780061819192e-05	9.44795068911284e-06	3.842499391897164e-06	397255944.1432715
40171076.50307777	0.85	4.470108871420373e-05	4.530628950842888e-06	2.931924801535092e-06	342692196.90266746
40171076.50307777	0.87	4.47809064820673e-05	1.958779813252164e-06	2.1578944084749006e-06	290529244.32943684
40171076.50307777	0.89	4.48478426038484e-05	7.384173764799668e-07	1.5136622420667276e-06	240606537.8538635
40171076.50307777	0.91	4.490244666338771e-05	2.3036522958349796e-07	9.925742607724702e-07	192776307.79400268
40171076.50307777	0.93	4.4945232161861436e-05	5.448235647736207e-08	5.880974620480817e-07	146901205.74467602
40171076.50307777	0.9500000000000001	4.497667925460547e-05	8.308127886256096e-09	2.938429401732881e-07	102857663.99696101
40171076.50307777	0.97	4.499723723857311e-05	5.83986991407208e-10	1.0358382160415895e-07	60518501.61358055
40171076.50307777	0.99	4.500732681632847e-05	8.4084188720838e-12	1.1268874520785234e-08	19813494.464184277
47797221.77313053	0.01	1.145969090106325e-05	14029051.938738523	4.023380394427021e-06	18723136150.60274
47797221.77313053	0.03	1.2898062871006826e-05	1916325.3310128644	1.724059072776341e-05	17031397149.987196
47797221.77313053	0.05	1.5358980980229215e-05	266436.4337055127	3.7985313914004914e-05	15053212365.879993
47797221.77313053	0.06999999999999999	1.8306376031343105e-05	41696.279554502784	5.94113133599753e-05	13128808395.251106
47797221.77313053	0.09	2.134981119873787e-05	7361.175598780561	7.815239546708378e-05	11563042209.248854
47797221.77313053	0.11	2.4287092998179476e-05	1419.2489780491492	9.324816334757585e-05	10290083113.541088
47797221.77313053	0.13	2.703733173238592e-05	282.6680436405504	0.0001047506558688324	9241668940.924284
47797221.77313053	0.15000000000000002	2.957925062833631e-05	52.65397656816527	0.00011302591579196832	8356666236.660122
47797221.77313053	0.17	3.1916971927370614e-05	7.174260943475531	0.00011850444145495734	7595572215.462853
47797221.77313053	0.19	3.406409100470952e-05	0.17142825616419377	0.00012160425998691933	6931363233.547297
47797221.77313053	0.21000000000000002	3.603682191947167e-05	0.5237518552862617	0.00012270901919542206	6345397382.81112
47797221.77313053	0.23	3.7851213583845536e-05	1.6631633193441746	0.00012216208638855228	5824104687.250031
47797221.77313053	0.25	3.9522121569815045e-05	2.4173969504993984	0.00012026600089363977	5357241373.704248
47797221.77313053	0.27	4.106291852483502e-05	2.745600484855317	0.00011728468958384166	4936806687.888316
47797221.77313053	0.29000000000000004	4.248550377953161e-05	2.7851323324640833	0.00011344693187704723	4556394749.687908
47797221.77313053	0.31	4.380042380849614e-05	2.65705300535061	0.00010894981103883913	4210775058.8972487
47797221.77313053	0.33	4.501702387065266e-05	2.4419998785916897	0.00010396180417255312	3895611878.5878234
47797221.77313053	0.35000000000000003	4.6143598217866575e-05	2.189116302659022	9.862581201356957e-05	3607267727.2969403
47797221.77313053	0.37	4.718752671595799e-05	1.927232594021174	9.306227502509281e-05	3342661116.3607035
47797221.77313053	0.39	4.8155394568408635e-05	1.6727848725533643	8.737214588290473e-05	3099160209.5895104
47797221.77313053	0.41000000000000003	4.905309548967079e-05	1.4347116377656972	8.163947962844878e-05	2874501406.402986
47797221.77313053	0.43	4.9885919990667084e-05	1.217428812415962	7.5933652463285e-05	2666725883.0436773
47797221.77313053	0.45	5.0658630756474444e-05	1.0226646748578339	7.031134730344098e-05	2474129390.682186
47797221.77313053	0.47000000000000003	5.137552705277786e-05	0.850573636625442	6.481836781692159e-05	2295221947.1854424
47797221.77313053	0.49	5.204049989025566e-05	0.7003844883640996	5.949124823999687e-05	2128695086.5869079
47797221.77313053	0.51	5.2657079425974696e-05	0.5707790936472878	5.435863327060122e-05	1973395055.2653017
47797221.77313053	0.53	5.322847582892085e-05	0.4601324398517875	4.9442456990940964e-05	1828300731.332168
47797221.77313053	0.55	5.3757614632495995e-05	0.36667418434804705	4.4758968300941294e-05	1692505279.98627
47797221.77313053	0.5700000000000001	5.4247167433278e-05	0.28859447495733237	4.031962861315525e-05	1565200773.793696
47797221.77313053	0.59	5.4699578648370376e-05	0.22410901476793868	3.613188828386933e-05	1445665223.7002754
47797221.77313053	0.61	5.511708891894036e-05	0.1714998920317459	3.2199849634349e-05	1333251612.96612
47797221.77313053	0.63	5.550175564394075e-05	0.12914356787845946	2.8524832684721545e-05	1227378585.6931725
47797221.77313053	0.65	5.5855471050736855e-05	0.09553021793202164	2.51058604288194e-05	1127522490.5616903
47797221.77313053	0.67	5.6179978147052964e-05	0.06927594788407343	2.1940075265664754e-05	1033210541.7491251
47797221.77313053	0.6900000000000001	5.647688484418906e-05	0.04912924788936783	1.9023094407861168e-05	944014919.747789
47797221.77313053	0.7100000000000001	5.674767649443724e-05	0.03397333166135367	1.6349311684073728e-05	859547672.206529
47797221.77313053	0.73	5.699372704792259e-05	0.02282552726926984	1.3912153448558772e-05	779456291.2182021
47797221.77313053	0.75	5.721630900430804e-05	0.014834276161418926	1.1704295486891015e-05	703419860.5805469
47797221.77313053	0.77	5.741660231020087e-05	0.009273957950005657	9.71784642662769e-06	631145686.3711822
47797221.77313053	0.79	5.75957023314659e-05	0.0055378412306458825	7.944502192043584e-06	562366343.1374491
47797221.77313053	0.81	5.775462701114689e-05	0.0031295269137821802	6.375675544966177e-06	496837078.0235982
47797221.77313053	0.8300000000000001	5.7894323308459945e-05	0.0016531225418746145	5.002604324669998e-06	434333525.68360656
47797221.77313053	0.85	5.801567300173106e-05	0.0008023956131961535	3.816441499576537e-06	374649680.7055266
47797221.77313053	0.87	5.811949792738613e-05	0.000349167456951955	2.808329661689689e-06	317596131.8066395
47797221.77313053	0.89	5.820656471779638e-05	0.00013122670455479967	1.969462223431593e-06	262998379.7309919
47797221.77313053	0.91	5.827758909266876e-05	4.008270399443135e-05	1.2911332739472413e-06	210695767.09013143
47797221.77313053	0.93	5.8333239751970534e-05	8.917855614044682e-06	7.647777860197017e-07	160538931.89276484
47797221.77313053	0.9500000000000001	5.8374141912471365e-05	1.1453450149705686e-06	3.820036238791816e-07	112393476.56283037
47797221.77313053	0.97	5.840088052499488e-05	4.2886403151102125e-08	1.3461659498253686e-07	66121058.988597244
47797221.77313053	0.99	5.841400320503641e-05	2.5261995998946615e-11	1.4639614195024145e-08	21645289.858575374
56871127.39074311	0.01	1.7001342144881293e-05	23024165.59158437	6.138448928985823e-06	20124360075.642853
56871127.39074311	0.03	1.855424682009924e-05	4031486.9777111853	2.050625526483867e-05	18555337364.69542
56871127.39074311	0.05	2.1294375352445082e-05	710717.0373877521	4.50993492863671e-05	16546483313.112314
56871127.39074311	0.06999999999999999	2.4700676802194042e-05	137823.3981292745	7.186431912264041e-05	14466322540.160194
56871127.39074311	0.09	2.8334612431502284e-05	29737.41715934245	9.611097824668082e-05	12703509014.18627
56871127.39074311	0.11	3.192834413416441e-05	7036.564284281689	0.00011603526421241805	11260507112.530945
56871127.39074311	0.13	3.5351006192330015e-05	1783.0033217116986	0.00013140472426447134	10080660520.576107
56871127.39074311	0.15000000000000002	3.855159070760348e-05	468.94352383559374	0.00014258831918884189	9096465852.39771
56871127.39074311	0.17	4.151896685634745e-05	122.47436402357766	0.00015011927737461442	8258906361.800148
56871127.39074311	0.19	4.4260040656246334e-05	29.454296206447655	0.00015453796686872994	7533592127.859526
56871127.39074311	0.21000000000000002	4.678898529795975e-05	5.491932782585921	0.00015634308260016673	6896910078.609199
56871127.39074311	0.23	4.912220014845607e-05	0.39502580572915325	0.0001559797250428277	6332132780.468544
56871127.39074311	0.25	5.127605243426109e-05	0.1088787776730306	0.0001538395265702714	5827032832.869593
56871127.39074311	0.27	5.326593470869665e-05	0.7374962670030601	0.00015026446111828076	5372353534.677642
56871127.39074311	0.29000000000000004	5.510593401243419e-05	1.294734619284986	0.0001455513109804135	4960873764.769108
56871127.39074311	0.31	5.6808778735805734e-05	1.6105617975949542	0.00013995590965585312	4586814492.38104
56871127.39074311	0.33	5.838590527728454e-05	1.720131542309474	0.00013369727565654927	4245454371.6296372
56871127.39074311	0.35000000000000003	5.9847570171418114e-05	1.6910135063600074	0.0001269618217824827	3932871913.7727365
56871127.39074311	0.37	6.1202973303507e-05	1.580051478472663	0.00011990743181951705	3645766813.423969
56871127.39074311	0.39	6.246037702878477e-05	1.4270455160540299	0.0001126670583172122	3381331633.8650165
56871127.39074311	0.41000000000000003	6.362721518140775e-05	1.2576321857759403	0.00010535178084986423	3137156773.078303
56871127.39074311	0.43	6.471019017719868e-05	1.0874743416362016	9.805354872322227e-05	2911158465.7777324
56871127.39074311	0.45	6.571535831112802e-05	0.9257000216968669	9.084777818687465e-05	2701523252.200173
56871127.39074311	0.47000000000000003	6.664820415991748e-05	0.7772657712947859	8.379574495675715e-05	2506664329.582251
56871127.39074311	0.49	6.751370532639766e-05	0.6444697572454574	7.694663870762565e-05	2325186563.7723985
56871127.39074311	0.51	6.83163887883305e-05	0.5279357629449483	7.033927458831174e-05	2155858024.359653
56871127.39074311	0.53	6.906038000482836e-05	0.4272799204272108	6.400357641894349e-05	1997586641.3104913
56871127.39074311	0.55	6.974944578518914e-05	0.3415516559544003	5.79619206707525e-05	1849400924.3897278
56871127.39074311	0.5700000000000001	7.038703179280846e-05	0.26950102988436564	5.22303378012045e-05	1710433883.3105721
56871127.39074311	0.59	7.097629544327651e-05	0.2097331232205553	4.6819536679141544e-05	1579909493.7351885
56871127.39074311	0.61	7.152013484207366e-05	0.16080612758818633	4.17357596315139e-05	1457131235.2131636
56871127.39074311	0.63	7.202121430408723e-05	0.12130151280537056	3.698151300195294e-05	1341472343.0006118
56871127.39074311	0.65	7.248198691587914e-05	0.08987159769548174	3.255620874098202e-05	1232367469.949223
56871127.39074311	0.67	7.290471453500474e-05	0.0652659872671576	2.8456724099892148e-05	1129305507.7881598
56871127.39074311	0.6900000000000001	7.329148556282381e-05	0.04634399593374661	2.4677877005620213e-05	1031823385.9357908
56871127.39074311	0.7100000000000001	7.364423077466265e-05	0.03208055033028172	2.121282479711169e-05	939500703.9648879
56871127.39074311	0.73	7.396473744827176e-05	0.021568900396566927	1.8053402184591564e-05	851955068.3073586
56871127.39074311	0.75	7.425466200008814e-05	0.014020215153309677	1.5190410982823286e-05	768838018.6785676
56871127.39074311	0.77	7.451554131162381e-05	0.008759956171499248	1.261386725320829e-05	689831453.0324433
56871127.39074311	0.79	7.474880290247032e-05	0.005221908220778868	1.0313209233013412e-05	614644487.1829126
56871127.39074311	0.81	7.495577408349899e-05	0.0029407985600650166	8.277471039512768e-06	543010693.1202034
56871127.39074311	0.8300000000000001	7.513769020576831e-05	0.001543873581084037	6.495427973914335e-06	474685665.0211768
56871127.39074311	0.85	7.529570210701129e-05	0.0007414903228871445	4.955718063718434e-06	409444853.8395048
56871127.39074311	0.87	7.543088284538732e-05	0.0003168808801143586	3.6469430171798745e-06	347081677.08559996
56871127.39074311	0.89	7.554423379836658e-05	0.00011534558440475111	2.557751247076593e-06	287405713.06108975
56871127.39074311	0.91	7.56366901944202e-05	3.31551241698914e-05	1.6769055780629861e-06	230241559.551532
56871127.39074311	0.93	7.570912613708224e-05	6.460208954834772e-06	9.93338019620562e-07	175426073.20597145
56871127.39074311	0.9500000000000001	7.576235917415951e-05	5.623450188141647e-07	4.961935585767334e-07	122812401.4808588
56871127.39074311	0.97	7.579715445883864e-05	1.666566215340642e-10	1.7486458614486546e-07	72249320.07198729
56871127.39074311	0.99	7.581422854376504e-05	4.87845161392478e-09	1.901737028935198e-08	23653310.32408899
67667638.63485315	0.01	2.4879431487694082e-05	37106290.65243746	4.9503687895808065e-06	21367863376.898495
67667638.63485315	0.03	2.654621181310258e-05	8152575.588165834	2.1529614254171172e-05	20002697033.079643
67667638.63485315	0.05	2.9565548095076156e-05	1787954.2225351313	5.0242468452665105e-05	18084997699.06702
67667638.63485315	0.06999999999999999	3.344878227263479e-05	422882.64659109485	8.321204417699777e-05	15956442870.961477
67667638.63485315	0.09	3.772810260676511e-05	109816.28984331126	0.0001144807238062055	14037398457.159035
67667638.63485315	0.11	4.207210313728442e-05	31202.639604987573	0.0001410097096853103	12418230416.920486
67667638.63485315	0.13	4.629028233627376e-05	9610.76329802238	0.00016192708507037321	11081988041.832096
67667638.63485315	0.15000000000000002	5.029011726337852e-05	3176.308930436772	0.00017743461083717513	9971118703.853151
67667638.63485315	0.17	5.403570159029086e-05	1115.3505692967963	0.0001881273131051416	9033187526.041275
67667638.63485315	0.19	5.752070065548346e-05	412.29568288139984	0.00019468612819930942	8227715050.391469
67667638.63485315	0.21000000000000002	6.0753113168212126e-05	159.03578190036825	0.0001977629780717151	7525620665.890973
67667638.63485315	0.23	6.37472451317011e-05	63.46328193120418	0.0001979455502615119	6906099731.01819
67667638.63485315	0.25	6.651963539138338e-05	25.968954374126387	0.000195751432058097	6354072032.357127
67667638.63485315	0.27	6.90870522464828e-05	10.793054464386586	0.0001916318401049469	5858332934.364733
67667638.63485315	0.29000000000000004	7.146555495639939e-05	4.5063394220823945	0.00018597767929520763	5410332335.00445
67667638.63485315	0.31	7.367009674230222e-05	1.8646253309636849	0.0001791257079936693	5003373447.338554
67667638.63485315	0.33	7.571439939408657e-05	0.7506619477475678	0.00017136450637875132	4632087718.925962
67667638.63485315	0.35000000000000003	7.761096049818111e-05	0.28590172286895604	0.000162940244267005	4292085239.9571066
67667638.63485315	0.37	7.937112181391416e-05	0.09808164848708469	0.00015406197445673388	3979716714.385466
67667638.63485315	0.39	8.100516228977694e-05	0.027290255248994724	0.00014490618589524742	3691906475.1138015
67667638.63485315	0.41000000000000003	8.252239736110818e-05	0.004475044219360111	0.00013562071936549253	3426032100.1894064
67667638.63485315	0.43	8.393127554429947e-05	6.245606836451172e-06	0.000126328372000143	3179835988.1016297
67667638.63485315	0.45	8.52394682047346e-05	0.0014900153417098042	0.00011713032589048399	2951359361.4074574
67667638.63485315	0.47000000000000003	8.645395098100893e-05	0.004049580931131658	0.0001081092399827752	2738891754.4179773
67667638.63485315	0.49	8.758107671853878e-05	0.006017893140849846	9.933183893506939e-05	2540931093.5478992
67667638.63485315	0.51	8.862664040090178e-05	0.007030193196380558	9.085106995900115e-05	2356151502.962774
67667638.63485315	0.53	8.95959367527327e-05	0.007198901411922163	8.270803495541905e-05	2183377307.4246683
67667638.63485315	0.55	9.049381121240982e-05	0.006770687307580918	7.49337947129079e-05	2021562051.0810645
67667638.63485315	0.5700000000000001	9.132470499296236e-05	0.005989968631335678	6.755097617795526e-05	1869771283.060597
67667638.63485315	0.59	9.209269496392282e-05	0.005050321098723282	6.0575104219669524e-05	1727168037.6842957
67667638.63485315	0.61	9.280152903035486e-05	0.004086320416610528	5.401569339527964e-05	1593000421.3715386
67667638.63485315	0.63	9.345465757460252e-05	0.0031829403312281686	4.7877201035597473e-05	1466591079.699338
67667638.63485315	0.65	9.405526142395728e-05	0.0023884949419071457	4.215989549950691e-05	1347328323.712786
67667638.63485315	0.67	9.460627675371564e-05	0.0017249182847543845	3.686062102545784e-05	1234658580.060717
67667638.63485315	0.6900000000000001	9.511041730874526e-05	0.0011953498170258839	3.197343288202263e-05	1128079838.6527526
67667638.63485315	0.7100000000000001	9.557019428333913e-05	0.0007905808714214165	2.7490118041339133e-05	1027135909.8276634
67667638.63485315	0.73	9.598793414165634e-05	0.0004946200601314127	2.340064050725329e-05	931411421.6825995
67667638.63485315	0.75	9.636579461471762e-05	0.00028872769530717345	1.969353426752724e-05	840527482.4984993
67667638.63485315	0.77	9.670577907933731e-05	0.00015383820782725587	1.635624287455006e-05	754137897.850949
67667638.63485315	0.79	9.70097495064092e-05	7.201383632072445e-05	1.337540164737557e-05	671925838.2570484
67667638.63485315	0.81	9.7279438142957e-05	2.7422139542075773e-05	1.073706981253041e-05	593600885.3972896
67667638.63485315	0.8300000000000001	9.751645806768256e-05	6.9495816642735195e-06	8.426925498247965e-06	518896421.4269455
67667638.63485315	0.85	9.772231274192292e-05	4.293418634544191e-07	6.430431619432915e-06	447567310.4462948
67667638.63485315	0.87	9.789840466372629e-05	5.557508783954429e-07	4.7329748696742844e-06	379387877.06192905
67667638.63485315	0.89	9.804604322060253e-05	2.6070707858389105e-06	3.3199795588689247e-06	314149968.40086615
67667638.63485315	0.91	9.81664518249619e-05	4.042909765591274e-06	2.17700009848298e-06	251661734.77142572
67667638.63485315	0.93	9.826077440520236e-05	4.007369810839927e-06	1.2897962644050608e-06	191744628.8392659
67667638.63485315	0.9500000000000001	9.83300813179937e-05	2.7756971447618208e-06	6.443939934867693e-07	134237848.9342385
67667638.63485315	0.97	9.837537474006658e-05	1.1908718172681724e-06	2.2713350978437693e-07	78975701.56780873
67667638.63485315	0.99	9.839759359096245e-05	1.4152667665004443e-07	2.4706548006754233e-08	25866648.264376655
80513777.87812902	0.01	3.6026294397025804e-05	58664852.72691487	3.377409241620114e-06	22472120317.054504
80513777.87812902	0.03	3.7807439000173947e-05	15779950.91229319	2.1737412939646428e-05	21333299657.562363
80513777.87812902	0.05	4.110461729210309e-05	4203747.743712393	5.411671974424849e-05	19594387972.92929
80513777.87812902	0.06999999999999999	4.54745304148435e-05	1183491.0964312714	9.336027031297559e-05	17532208421.485134
80513777.87812902	0.09	5.0442378409763305e-05	359231.44372086815	0.0001326797824676818	15537768479.48363
80513777.87812902	0.11	5.5623386589071396e-05	117677.12020028953	0.00016760866699124842	13771752656.900106
80513777.87812902	0.13	6.07624402534177e-05	41390.14113020949	0.00019615666396052681	12273837526.716627
80513777.87812902	0.15000000000000002	6.571408510468292e-05	15530.141143941697	0.00021797453096466694	11015771624.88739
80513777.87812902	0.17	7.040636928783403e-05	6177.276612234139	0.00023352151125291244	9953440610.364624
80513777.87812902	0.19	7.481092566202969e-05	2590.045895241289	0.00024355640808810083	9045514021.191904
80513777.87812902	0.21000000000000002	7.892341534803094e-05	1139.0889006457724	0.0002488924471757268	8259121728.260419
80513777.87812902	0.23	8.275199206883738e-05	523.2156483336321	0.00025029738163426306	7569478164.289741
80513777.87812902	0.25	8.63108237435639e-05	250.06656515952048	0.00024846037248359257	6958179695.646198
80513777.87812902	0.27	8.96165518888242e-05	123.95687794495534	0.00024398626615728403	6411481906.088617
80513777.87812902	0.29000000000000004	9.268639958977148e-05	63.54653724623232	0.0002373999541962175	5918963125.817817
80513777.87812902	0.31	9.553719150954408e-05	33.607549841494105	0.0002291538620082465	5472565486.893141
80513777.87812902	0.33	9.818487515239232e-05	18.295808639213423	0.00021963598675988353	5065930499.017362
80513777.87812902	0.35000000000000003	0.00010064431576370383	10.232743774383675	0.00020917755422890914	4693941575.702474
80513777.87812902	0.37	0.00010292923863149202	5.869619586795708	0.00019805995967877286	4352407241.109081
80513777.87812902	0.39	0.00010505224872005487	3.447794437166585	0.00018652094040772828	4037839061.685971
80513777.87812902	0.41000000000000003	0.00010702488883688246	2.071068461977141	0.0001747600898301967	3747293889.3349323
80513777.87812902	0.43	0.00010885771498341493	1.2706695693888876	0.0001629438327223368	3478260051.5174127
80513777.87812902	0.45	0.00011056037719034936	0.7953535832922993	0.0001512098806492442	3228573484.203771
80513777.87812902	0.47000000000000003	0.0001121416995122728	0.5073643983562484	0.00013967113009708072	2996354274.9241295
80513777.87812902	0.49	0.00011360975591555136	0.32953187586980637	0.00012841903267561265	2779957559.356095
80513777.87812902	0.51	0.00011497194057014732	0.21772788076789248	0.0001175265580457314	2577935139.9620595
80513777.87812902	0.53	0.0001162350320735136	0.1462170774147731	0.00010705085973970887	2389005370.8793464
80513777.87812902	0.55	0.00011740525166244259	0.09971342201748916	9.703565682167722e-05	2212029188.4542503
80513777.87812902	0.5700000000000001	0.00011848831572843418	0.06898593705296914	8.751328628474523e-05	2045990456.5599365
80513777.87812902	0.59	0.00011948948306250877	0.04837301935582959	7.850642858242652e-05	1889979425.534676
80513777.87812902	0.61	0.00012041359728986342	0.034346418465211984	7.002958616302077e-05	1743178793.926847
80513777.87812902	0.63	0.0001212651249476342	0.024670092177760682	6.209040022286473e-05	1604852134.6118855
80513777.87812902	0.65	0.00012204818964094994	0.017904457415157064	5.469082724032564e-05	1474334298.8902898
80513777.87812902	0.67	0.00012276660269996276	0.013111156779329848	4.782814919554966e-05	1351023247.140561
80513777.87812902	0.6900000000000001	0.00012342389073616335	0.00967246164679841	4.149580937026663e-05	1234372868.2046545
80513777.87812902	0.7100000000000001	0.00012402332044723904	0.0071770767662221804	3.5684110938512106e-05	1123886649.0036755
80513777.87812902	0.73	0.0001245679209635012	0.005346935296710094	3.038082640565619e-05	1019112214.772353
80513777.87812902	0.75	0.00012506050398666097	0.0039910219867312965	2.5571736878101302e-05	919636679.045674
80513777.87812902	0.77	0.00012550368195456515	0.002976708508173712	2.12410938247449e-05	825082618.1648952
80513777.87812902	0.79	0.00012589988445524505	0.002211424250331516	1.7371999379271446e-05	735104483.7561673
80513777.87812902	0.81	0.00012625137308744524	0.0016301716020393423	1.3946719377644928e-05	649385376.8416362
80513777.87812902	0.8300000000000001	0.0001265602549312683	0.0011867638329173939	1.0946949221516437e-05	567634198.9214967
80513777.87812902	0.85	0.00012682849476773763	0.0008479020826532651	8.354042629074216e-06	489583154.36523515
80513777.87812902	0.87	0.00012705792617231717	0.0005893615654277097	6.149203773461448e-06	414985591.5469893
80513777.87812902	0.89	0.00012725026160067396	0.0003934708869573685	4.313643855759568e-06	343613918.4068806
80513777.87812902	0.91	0.00012740710157281744	0.00024730642549338286	2.828708026155829e-06	275258283.19775516
80513777.87812902	0.93	0.00012752994304550026	0.00014134695556251208	1.6759794731091515e-06	209723299.28236765
80513777.87812902	0.9500000000000001	0.00012762018705152968	6.852184168171744e-05	8.37364473508335e-07	146832933.63361147
80513777.87812902	0.97	0.00012767914567685037	2.3557521907158334e-05	2.9516014542977663e-07	86405726.00660497
80513777.87812902	0.99	0.00012770804843974948	2.5108980744050723e-06	3.2107052916834895e-08	28341408.81137526
95798649.97490565	0.01	5.174943670023605e-05	91121750.21968624	2.738006320863685e-06	23460473198.90281
95798649.97490565	0.03	5.364424239148769e-05	29300443.882750936	2.2358757644194952e-05	22534578430.70123
95798649.97490565	0.05	5.7213590062773696e-05	9278422.695204552	5.7930564923107855e-05	21019879471.1297
95798649.97490565	0.06999999999999999	6.206777497954392e-05	3050352.973133277	0.00010310475900085832	19117689076.46262
95798649.97490565	0.09	6.774806298149501e-05	1062476.9480449026	0.0001508601108197152	17147820363.61144
95798649.97490565	0.11	7.383509474494702e-05	393637.489658291	0.00019553246906004338	15300207711.525915
95798649.97490565	0.13	8.001190882036509e-05	154759.12845473163	0.0002337391097293968	13665783344.11827
95798649.97490565	0.15000000000000002	8.60713549859607e-05	64286.56668412401	0.0002641337478555583	12258012262.908949
95798649.97490565	0.17	9.189321510222876e-05	28084.888657439416	0.0002866868907789259	11054854456.108452
95798649.97490565	0.19	9.741599192193562e-05	12847.31066608787	0.0003020397665176893	10023280736.360277
95798649.97490565	0.21000000000000002	0.00010261442379347991	6129.49075662607	0.00031109374202666464	9131447172.845898
95798649.97490565	0.23	0.00010748436901161081	3039.405267401398	0.0003147951306711269	8352643338.653022
95798649.97490565	0.25	0.00011203342906354784	1561.5714998997623	0.00031403784659805455	7665742705.469359
95798649.97490565	0.27	0.00011627535911857705	829.0035628270483	0.00030962675462224297	7054392747.345737
95798649.97490565	0.29000000000000004	0.00012022680750176382	453.64626146523835	0.0003022692654092313	6505976559.260754
95798649.97490565	0.31	0.00012390544406607905	255.33049945801747	0.00029257893449127976	6010691437.13684
95798649.97490565	0.33	0.00012732890660294873	147.52508446633354	0.00028108353628339514	5560827395.879677
95798649.97490565	0.35000000000000003	0.00013051422687996428	87.34554413663142	0.000268234313582829	5150230789.508111
95798649.97490565	0.37	0.00013347753722086616	52.908955747803724	0.000254415035585601	4773914466.819919
95798649.97490565	0.39	0.00013623394053757052	32.740894102990715	0.00023995035581496756	4427776330.6359415
95798649.97490565	0.41000000000000003	0.00013879747469918867	20.66963090411468	0.00022511333828012034	4108395639.117775
95798649.97490565	0.43	0.00014118113020927624	13.295484005500768	0.00021013217155734748	3812884296.9778666
95798649.97490565	0.45	0.00014339689673864025	8.70334321700275	0.00019519613075822913	3538776969.4086056
95798649.97490565	0.47000000000000003	0.0001454558239526812	5.791433181837258	0.0001804608445366093	3283948805.74181
95798649.97490565	0.49	0.0001473680880904153	3.9131998281991045	0.00016605292334111678	3046553038.7120423
95798649.97490565	0.51	0.00014914305939375897	2.6820564391142883	0.00015207401669650083	2824973024.0480576
95798649.97490565	0.53	0.00015078936762926036	1.862723933941104	0.00013860437248903502	2617784809.6755986
95798649.97490565	0.55	0.00015231496417699518	1.3095861983483683	0.0001257059586805173	2423727418.751114
95798649.97490565	0.5700000000000001	0.00015372717989830368	0.93107577711495	0.00011342519050930678	2241678875.9665627
95798649.97490565	0.59	0.00015503277848286366	0.6687384528052182	0.00010179529996907174	2070636653.166008
95798649.97490565	0.61	0.00015623800531445892	0.4847213387196933	9.083838925035168e-05	1909701625.7538934
95798649.97490565	0.63	0.00015734863208455535	0.35417584486880815	8.056721241055701e-05	1758064817.8841894
95798649.97490565	0.65	0.00015836999743961568	0.2605776498799464	7.098672080255289e-05	1614996309.1313834
95798649.97490565	0.67	0.00015930704394247287	0.19280249623634627	6.209539625471049e-05	1479835795.0876818
95798649.97490565	0.6900000000000001	0.00016016435162047272	0.1432737270718984	5.3886393747424834e-05	1351984462.0721798
95798649.97490565	0.7100000000000001	0.00016094616838565798	0.10677278120055848	4.634851968023395e-05	1230897993.1352048
95798649.97490565	0.73	0.00016165643762442667	0.07966623811038201	3.946707222891505e-05	1116080577.0746734
95798649.97490565	0.75	0.00016229882324184477	0.05939821911744907	3.322456330260509e-05	1007079760.8711846
95798649.97490565	0.77	0.000162876732411474	0.044153974329430634	2.7601333685732934e-05	903481959.1835864
95798649.97490565	0.79	0.00016339333624738374	0.0326337573977672	2.2576071805921854e-05	804908474.6173661
95798649.97490565	0.81	0.0001638515885927281	0.02389886577876234	1.812625031751915e-05	711011961.5440277
95798649.97490565	0.8300000000000001	0.00016425424310599073	0.017265659611274676	1.4228495429119423e-05	621473319.0687705
95798649.97490565	0.85	0.00016460386881288563	0.012232369564376134	1.0858899428455947e-05	535998961.1091573
95798649.97490565	0.87	0.00016490286427601057	0.008428355845897444	7.993282275472895e-06	454318450.67059463
95798649.97490565	0.89	0.00016515347051717966	0.005578525163741849	5.60740744067243e-06	376182213.85319144
95798649.97490565	0.91	0.00016535778281229785	0.0034779606389332167	3.6771589117955366e-06	301360095.7467388
95798649.97490565	0.93	0.00016551776146538994	0.001973600282062455	2.1786864597649594e-06	229637771.19402388
95798649.97490565	0.9500000000000001	0.00016563524165775747	0.0009511369629367924	1.0885241104560693e-06	160822116.29418117
95798649.97490565	0.97	0.00016571194245936703	0.00032561764297256256	3.8368499185400784e-07	94714020.74518882
95798649.97490565	0.99	0.00016574947508156212	3.4630738225744076e-05	4.173568496417238e-08	31203455.77896698
113985228.10475966	0.01	7.387192365871788e-05	139388611.77518353	2.671933694229189e-06	24353286521.704437
