El,r,Fidelidad
10000000.0,0.01,0.32899681063272745
10000000.0,0.02420289855072464,0.3797781816889133
10000000.0,0.03840579710144928,0.40495677155322535
10000000.0,0.052608695652173916,0.43722604093729617
10000000.0,0.06681159420289855,0.4809136453031493
10000000.0,0.08101449275362319,0.5367548411270019
10000000.0,0.09521739130434782,0.6024530653940748
10000000.0,0.10942028985507246,0.6723525354743609
10000000.0,0.1236231884057971,0.7388849500046121
10000000.0,0.13782608695652177,0.7958173367823372
10000000.0,0.1520289855072464,0.8406195986102181
10000000.0,0.166231884057971,0.8740729127175935
10000000.0,0.18043478260869567,0.8984405367293837
10000000.0,0.19463768115942032,0.9160695329161587
10000000.0,0.20884057971014494,0.928844166916417
10000000.0,0.22304347826086957,0.9381298119304322
10000000.0,0.23724637681159422,0.9448766608747761
10000000.0,0.25144927536231887,0.9497378518981643
10000000.0,0.2656521739130435,0.9531619720113153
10000000.0,0.2798550724637681,0.9554576130661334
10000000.0,0.29405797101449277,0.956836724956319
10000000.0,0.3082608695652174,0.9574436037979945
10000000.0,0.322463768115942,0.9573744478279549
10000000.0,0.33666666666666667,0.956690660580452
10000000.0,0.3508695652173913,0.9554279965431177
10000000.0,0.365072463768116,0.9536030707181142
10000000.0,0.3792753623188406,0.9512183184088275
10000000.0,0.3934782608695652,0.9482660722323177
10000000.0,0.4076811594202899,0.9447321347520337
10000000.0,0.4218840579710145,0.9405991634217435
10000000.0,0.4360869565217391,0.935850215082795
10000000.0,0.4502898550724638,0.9304727058730692
10000000.0,0.4644927536231884,0.9244628712526524
10000000.0,0.4786956521739131,0.9178307253836351
10000000.0,0.49289855072463773,0.9106054990081537
10000000.0,0.5071014492753623,0.9028413976374243
10000000.0,0.521304347826087,0.894623256166256
10000000.0,0.5355072463768116,0.8860714378236961
10000000.0,0.5497101449275362,0.8773451781631071
10000000.0,0.5639130434782609,0.8686433733747083
10000000.0,0.5781159420289855,0.8602016403147857
10000000.0,0.5923188405797102,0.8522846918189658
10000000.0,0.6065217391304348,0.8451737157023854
10000000.0,0.6207246376811595,0.8391492763466832
10000000.0,0.634927536231884,0.8344712469068687
10000000.0,0.6491304347826087,0.8313584334499701
10000000.0,0.6633333333333333,0.8299712017533656
10000000.0,0.677536231884058,0.8303998507817142
10000000.0,0.6917391304347826,0.8326601649547898
10000000.0,0.7059420289855073,0.8366963249175849
10000000.0,0.7201449275362319,0.8423900551526117
10000000.0,0.7343478260869566,0.8495735081512715
10000000.0,0.7485507246376812,0.8580430650045008
10000000.0,0.7627536231884058,0.8675724103590488
10000000.0,0.7769565217391304,0.8779243061896661
10000000.0,0.7911594202898551,0.8888603499157116
10000000.0,0.8053623188405797,0.9001479626151956
10000000.0,0.8195652173913044,0.9115649434044952
10000000.0,0.833768115942029,0.9229027117851741
10000000.0,0.8479710144927537,0.9339686983333824
10000000.0,0.8621739130434782,0.9445876030543113
10000000.0,0.8763768115942029,0.9546016947370599
10000000.0,0.8905797101449275,0.9638708235164875
10000000.0,0.9047826086956522,0.9722723728093847
10000000.0,0.9189855072463768,0.9797008971020883
10000000.0,0.9331884057971015,0.9860674805073206
10000000.0,0.9473913043478261,0.9912991456594004
10000000.0,0.9615942028985508,0.9953383187964241
10000000.0,0.9757971014492755,0.9981422292180018
10000000.0,0.99,0.999682322409795
11313793.84447637,0.01,0.18708282984935332
11313793.84447637,0.02420289855072464,0.33740219324814946
11313793.84447637,0.03840579710144928,0.39097562888229925
11313793.84447637,0.052608695652173916,0.43316018817027635
11313793.84447637,0.06681159420289855,0.48047623264122336
11313793.84447637,0.08101449275362319,0.5367952065461333
11313793.84447637,0.09521739130434782,0.6007826959016045
11313793.84447637,0.10942028985507246,0.6673606184655306
11313793.84447637,0.1236231884057971,0.7299263410630897
11313793.84447637,0.13782608695652177,0.7834300634307277
11313793.84447637,0.1520289855072464,0.8260367341669458
11313793.84447637,0.166231884057971,0.8585176983617018
11313793.84447637,0.18043478260869567,0.8827672712275908
11313793.84447637,0.19463768115942032,0.9007485365555246
11313793.84447637,0.20884057971014494,0.9140743783567252
11313793.84447637,0.22304347826086957,0.9239497731299301
11313793.84447637,0.23724637681159422,0.9312402791388393
11313793.84447637,0.25144927536231887,0.9365589096843778
11313793.84447637,0.2656521739130435,0.9403382241221997
11313793.84447637,0.2798550724637681,0.942883283931403
11313793.84447637,0.29405797101449277,0.9444089077030885
11313793.84447637,0.3082608695652174,0.9450654493746038
11313793.84447637,0.322463768115942,0.9449565597392655
11313793.84447637,0.33666666666666667,0.9441516149705014
11313793.84447637,0.3508695652173913,0.9426947526890425
11313793.84447637,0.365072463768116,0.9406117207212851
11313793.84447637,0.3792753623188406,0.9379152388496597
11313793.84447637,0.3934782608695652,0.9346093938680119
11313793.84447637,0.4076811594202899,0.9306935916138489
11313793.84447637,0.4218840579710145,0.926166471992421
11313793.84447637,0.4360869565217391,0.9210299571262763
11313793.84447637,0.4502898550724638,0.9152934822371943
11313793.84447637,0.4644927536231884,0.9089784812966418
11313793.84447637,0.4786956521739131,0.9021231842944862
11313793.84447637,0.49289855072463773,0.8947875492707271
11313793.84447637,0.5071014492753623,0.8870578847419017
11313793.84447637,0.521304347826087,0.8790506566847274
11313793.84447637,0.5355072463768116,0.8709149517164496
11313793.84447637,0.5497101449275362,0.8628328509014704
11313793.84447637,0.5639130434782609,0.8550167281308291
11313793.84447637,0.5781159420289855,0.8477026817045963
11313793.84447637,0.5923188405797102,0.8411399734969655
11313793.84447637,0.6065217391304348,0.8355770494759708
11313793.84447637,0.6207246376811595,0.8312452803302542
11313793.84447637,0.634927536231884,0.8283422304370648
11313793.84447637,0.6491304347826087,0.8270169150533068
11313793.84447637,0.6633333333333333,0.8273594358657045
11313793.84447637,0.677536231884058,0.8293963564383338
11313793.84447637,0.6917391304347826,0.8330919066019918
11313793.84447637,0.7059420289855073,0.8383542061580134
11313793.84447637,0.7201449275362319,0.8450450604574538
11313793.84447637,0.7343478260869566,0.8529914097470951
11313793.84447637,0.7485507246376812,0.8619966466436001
11313793.84447637,0.7627536231884058,0.8718508035608501
11313793.84447637,0.7769565217391304,0.882339258744657
11313793.84447637,0.7911594202898551,0.8932496833714619
11313793.84447637,0.8053623188405797,0.9043770089622504
11313793.84447637,0.8195652173913044,0.9155267020417592
11313793.84447637,0.833768115942029,0.9265170073463459
11313793.84447637,0.8479710144927537,0.9371805082762611
11313793.84447637,0.8621739130434782,0.947364920857847
11313793.84447637,0.8763768115942029,0.9569331849252779
11313793.84447637,0.8905797101449275,0.9657632852526352
11313793.84447637,0.9047826086956522,0.9737480983132264
11313793.84447637,0.9189855072463768,0.9807951557739787
11313793.84447637,0.9331884057971015,0.9868262173335418
11313793.84447637,0.9473913043478261,0.9917768075916676
11313793.84447637,0.9615942028985508,0.9955958508672011
11313793.84447637,0.9757971014492755,0.9982453441542446
11313793.84447637,0.99,0.9997000107365094
12800193.115531141,0.01,0.10698809579509373
12800193.115531141,0.02420289855072464,0.28985757344182966
12800193.115531141,0.03840579710144928,0.37694243290336055
12800193.115531141,0.052608695652173916,0.4314427459849659
12800193.115531141,0.06681159420289855,0.4821001654451875
12800193.115531141,0.08101449275362319,0.5377163144263089
12800193.115531141,0.09521739130434782,0.5986008365424104
12800193.115531141,0.10942028985507246,0.6606268505992803
12800193.115531141,0.1236231884057971,0.7183986407338936
12800193.115531141,0.13782608695652177,0.7680280858598807
12800193.115531141,0.1520289855072464,0.80820657521048
12800193.115531141,0.166231884057971,0.8395790627781049
12800193.115531141,0.18043478260869567,0.8636338272906805
12800193.115531141,0.19463768115942032,0.8819414779170752
12800193.115531141,0.20884057971014494,0.8958357343936969
12800193.115531141,0.22304347826086957,0.9063502013909654
12800193.115531141,0.23724637681159422,0.9142543116916191
12800193.115531141,0.25144927536231887,0.9201115025876083
12800193.115531141,0.2656521739130435,0.92433203939145
12800193.115531141,0.2798550724637681,0.9272141057583476
12800193.115531141,0.29405797101449277,0.9289739760874682
12800193.115531141,0.3082608695652174,0.9297678177547395
12800193.115531141,0.322463768115942,0.9297075075008949
12800193.115531141,0.33666666666666667,0.9288722261776328
12800193.115531141,0.3508695652173913,0.9273171205315297
12800193.115531141,0.365072463768116,0.9250800167632507
12800193.115531141,0.3792753623188406,0.9221869339486084
12800193.115531141,0.3934782608695652,0.9186568820176693
12800193.115531141,0.4076811594202899,0.9145062036282713
12800193.115531141,0.4218840579710145,0.9097526839388432
12800193.115531141,0.4360869565217391,0.9044196826407722
12800193.115531141,0.4502898550724638,0.8985404398220909
12800193.115531141,0.4644927536231884,0.8921624661727577
12800193.115531141,0.4786956521739131,0.8853517376596867
12800193.115531141,0.49289855072463773,0.8781964287524359
12800193.115531141,0.5071014492753623,0.8708099439373413
12800193.115531141,0.521304347826087,0.8633328139188631
12800193.115531141,0.5355072463768116,0.8559327313120183
12800193.115531141,0.5497101449275362,0.8488019434951983
12800193.115531141,0.5639130434782609,0.842151556303503
12800193.115531141,0.5781159420289855,0.8362027769800134
12800193.115531141,0.5923188405797102,0.8311754984236795
12800193.115531141,0.6065217391304348,0.827275044587124
12800193.115531141,0.6207246376811595,0.8246784810162539
12800193.115531141,0.634927536231884,0.8235223846673969
12800193.115531141,0.6491304347826087,0.8238939002286575
12800193.115531141,0.6633333333333333,0.8258262057426188
12800193.115531141,0.677536231884058,0.8292986163531274
12800193.115531141,0.6917391304347826,0.8342408212520216
12800193.115531141,0.7059420289855073,0.8405402251335358
12800193.115531141,0.7201449275362319,0.8480510356560536
12800193.115531141,0.7343478260869566,0.8566037194679942
12800193.115531141,0.7485507246376812,0.8660138339916212
12800193.115531141,0.7627536231884058,0.876089737380053
12800193.115531141,0.7769565217391304,0.8866389684962368
12800193.115531141,0.7911594202898551,0.8974731881186719
12800193.115531141,0.8053623188405797,0.9084117132928116
12800193.115531141,0.8195652173913044,0.91928392491533
12800193.115531141,0.833768115942029,0.9299309056002047
12800193.115531141,0.8479710144927537,0.9402064938941628
12800193.115531141,0.8621739130434782,0.9499777859560196
12800193.115531141,0.8763768115942029,0.9591251869201552
12800193.115531141,0.8905797101449275,0.9675422579440719
12800193.115531141,0.9047826086956522,0.975135522615025
12800193.115531141,0.9189855072463768,0.9818242096915475
12800193.115531141,0.9331884057971015,0.9875398911324762
12800193.115531141,0.9473913043478261,0.9922260980676817
12800193.115531141,0.9615942028985508,0.9958380178978358
12800193.115531141,0.9757971014492755,0.9983422574266124
12800193.115531141,0.99,0.9997166249164016
14481874.607860504,0.01,0.10391586154286654
14481874.607860504,0.02420289855072464,0.2930890056918994
14481874.607860504,0.03840579710144928,0.38457998237808205
14481874.607860504,0.052608695652173916,0.4389027156511242
14481874.607860504,0.06681159420289855,0.4874440376243104
14481874.607860504,0.08101449275362319,0.5397636738540127
14481874.607860504,0.09521739130434782,0.596230898843197
14481874.607860504,0.10942028985507246,0.6531459987709352
14481874.607860504,0.1236231884057971,0.7060393016026597
14481874.607860504,0.13782608695652177,0.7518692409217451
14481874.607860504,0.1520289855072464,0.7896318648813689
14481874.607860504,0.166231884057971,0.8197977995525951
14481874.607860504,0.18043478260869567,0.8434957405169745
14481874.607860504,0.19463768115942032,0.8619579965576157
14481874.607860504,0.20884057971014494,0.8762708196110542
14481874.607860504,0.22304347826086957,0.8873081320313173
14481874.607860504,0.23724637681159422,0.8957440141225758
14481874.607860504,0.25144927536231887,0.9020885814276853
14481874.607860504,0.2656521739130435,0.9067247690850193
14481874.607860504,0.2798550724637681,0.9099391244246686
14481874.607860504,0.29405797101449277,0.9119457234561715
14481874.607860504,0.3082608695652174,0.9129042235199454
14481874.607860504,0.322463768115942,0.9129334613476768
