children: []
meta:
  creationTime: 1715712249.3398592
  dataType: !!python/name:numpy.float64 ''
  defaults: {}
  description: ''
  fieldMap: {freq: 0, mag: 1, phase: 2}
  fieldNames: [freq, mag, phase]
  filename: \\132.166.23.175\room8a-data\FERBO\FB_W10_S4\run2\FBW10S4_204062-children\FBW10S4_204189.txt
  index: 251
  length: 251
  modificationTime: 1715712303.7986596
  name: FBW10S4_204189
  tags: ''
parameters: {}
tablefilename: FBW10S4_204189.txt
version: '1.0'
#end of header
freq	mag	phase
9.8	3.5518672466278076	22.20423126220703
9.802	2.9576213359832764	28.627735137939453
9.804	2.979454278945923	29.093843460083008
9.806	2.985813617706299	28.614017486572266
9.808	2.83557391166687	27.33310890197754
9.81	2.755497932434082	26.492639541625977
9.812	2.58852481842041	29.47460174560547
9.814	2.7947075366973877	29.87294578552246
9.816	2.8151679039001465	29.183366775512695
9.818	2.901831865310669	29.714065551757812
9.82	2.824610948562622	30.597530364990234
9.822	2.8218772411346436	31.887161254882812
9.824	2.882723569869995	28.155405044555664
9.826	2.899170160293579	27.378782272338867
9.828	2.8478643894195557	29.95610237121582
9.83	2.9903430938720703	32.72412872314453
9.832	3.2728514671325684	29.976259231567383
9.834	3.031397819519043	31.40329360961914
9.836	3.129937171936035	32.31519317626953
9.838	3.216632604598999	33.642189025878906
9.84	3.705408811569214	35.49012756347656
9.842	4.156063556671143	39.457862854003906
9.844	4.374100685119629	40.67998504638672
9.846	4.774648666381836	45.41399383544922
9.848	5.143653869628906	43.01774597167969
9.85	4.612274646759033	38.937129974365234
9.852	3.448483467102051	33.3575325012207
9.854	3.873599052429199	26.39018440246582
9.856	3.3991293907165527	27.14484977722168
9.858	2.7228007316589355	25.88498306274414
9.86	2.422102451324463	27.07008934020996
9.862	2.648141622543335	27.11676597595215
9.864	2.7330892086029053	27.842449188232422
9.866	2.690854072570801	29.225139617919922
9.868	2.6140408515930176	28.380041122436523
9.87	2.641341209411621	29.511625289916992
9.872	2.817046880722046	30.266740798950195
9.874	2.880789279937744	26.95796012878418
9.876	2.86604905128479	28.23141860961914
9.878	2.8851993083953857	27.38959503173828
9.88	2.831146001815796	28.16452407836914
9.882	3.033994436264038	28.8371639251709
9.884	2.9315972328186035	25.03289031982422
9.886	2.9458422660827637	29.869693756103516
9.888	2.9805099964141846	29.367918014526367
9.89	3.0323407649993896	32.2308235168457
9.892	3.039283275604248	31.205717086791992
9.894	2.9766275882720947	30.615015029907227
9.896	2.9367220401763916	31.716461181640625
9.898	3.019742012023926	28.6019344329834
9.9	2.9575986862182617	31.65426254272461
9.902	3.301373243331909	30.79136085510254
9.904	3.40997576713562	29.22292709350586
9.906	3.3757474422454834	28.26911163330078
9.908	3.3059017658233643	27.268518447875977
9.91	2.9762070178985596	28.184106826782227
9.912	3.0088400840759277	28.695472717285156
