children: []
meta:
  creationTime: 1715715098.389773
  dataType: !!python/name:numpy.float64 ''
  defaults: {}
  description: ''
  fieldMap: {freq: 0, mag: 1, phase: 2}
  fieldNames: [freq, mag, phase]
  filename: \\132.166.23.175\room8a-data\FERBO\FB_W10_S4\run2\FBW10S4_204062-children\FBW10S4_204241.txt
  index: 251
  length: 251
  modificationTime: 1715715153.2306404
  name: FBW10S4_204241
  tags: ''
parameters: {}
tablefilename: FBW10S4_204241.txt
version: '1.0'
#end of header
freq	mag	phase
9.8	3.5014545917510986	37.70503616333008
9.802	3.3168113231658936	36.13975524902344
9.804	3.4786667823791504	32.89551544189453
9.806	3.1368863582611084	31.562122344970703
9.808	2.9780404567718506	30.16646957397461
9.81	2.960167407989502	32.76229476928711
9.812	2.9756836891174316	29.912052154541016
9.814	2.736492156982422	31.168933868408203
9.816	2.6474239826202393	31.112163543701172
9.818	2.952824354171753	29.186405181884766
9.82	2.9420158863067627	32.42989730834961
9.822	2.9088611602783203	31.687053680419922
9.824	2.9820213317871094	31.805591583251953
9.826	2.999662160873413	30.87584686279297
9.828	3.1590397357940674	31.633846282958984
9.83	3.044893503189087	30.6187686920166
9.832	2.982069969177246	28.293684005737305
9.834	2.8895375728607178	27.143238067626953
9.836	2.81170654296875	25.332942962646484
9.838	3.0145368576049805	27.983562469482422
9.84	3.4775164127349854	32.50221252441406
9.842	4.005345344543457	37.74334716796875
9.844	4.317930221557617	39.70539474487305
9.846	4.3695478439331055	39.31068801879883
9.848	4.635447025299072	36.06255340576172
9.85	4.875742435455322	36.35769271850586
9.852	5.340396881103516	26.239337921142578
9.854	3.813422679901123	22.433834075927734
9.856	2.8724818229675293	19.948572158813477
9.858	2.4613258838653564	23.730302810668945
9.86	2.4665889739990234	24.62875747680664
9.862	2.4645376205444336	24.634937286376953
9.864	2.5493717193603516	24.341856002807617
9.866	2.4451427459716797	24.190433502197266
9.868	2.357741117477417	24.01186752319336
9.87	2.4168508052825928	24.872020721435547
9.872	2.685506820678711	25.28310203552246
9.874	2.70393705368042	31.668725967407227
9.876	2.76444935798645	26.762481689453125
9.878	2.737513303756714	25.834064483642578
9.88	3.0326457023620605	31.012880325317383
9.882	3.12526798248291	30.869474411010742
9.884	3.037774085998535	30.832197189331055
9.886	2.9505577087402344	29.748497009277344
9.888	2.9725301265716553	29.865877151489258
9.89	3.042144298553467	34.2503547668457
9.892	3.2164337635040283	35.569271087646484
9.894	3.1977219581604004	36.085208892822266
9.896	3.2144358158111572	34.216163635253906
9.898	3.099428176879883	32.499786376953125
9.9	3.2011735439300537	34.244503021240234
9.902	3.398261785507202	33.487266540527344
9.904	3.4274494647979736	32.38483428955078
9.906	3.6010191440582275	32.193328857421875
9.908	3.3126449584960938	29.455429077148438
9.91	3.206474781036377	27.866533279418945
9.912	2.9493160247802734	30.22537612915039
9.914	2.9920947551727295	32.08631134033203
9.916	3.0379128456115723	31.360414505004883
9.918	3.0929155349731445	30.87897491455078
9.92	3.2857253551483154	34.0347900390625
9.922	3.3137431144714355	32.0814208984375
9.924	2.971322774887085	33.642852783203125
9.926	3.155252695083618	29.68238639831543
9.928	3.0446319580078125	29.05213165283203
9.93	3.063180685043335	29.16852378845215
9.932	3.3415071964263916	32.140106201171875
9.934	3.9011454582214355	37.35127639770508
9.936	3.8282570838928223	38.44593811035156
9.938	3.2564237117767334	34.47782897949219
9.94	2.979562759399414	35.240577697753906
9.942	3.1298067569732666	33.58757400512695
9.944	3.0173630714416504	32.192657470703125
9.946	3.1154205799102783	32.03517150878906
9.948	3.106532573699951	32.54763412475586
9.95	3.2126853466033936	30.175762176513672
9.952	3.043501853942871	31.317527770996094
9.954	3.0031630992889404	28.68973159790039
9.956	2.990856647491455	27.426794052124023
9.958	2.9623751640319824	26.880929946899414
9.96	2.6264986991882324	30.024240493774414
9.962	2.924733877182007	28.895158767700195
9.964	2.797577142715454	24.43675994873047
9.966	2.6436612606048584	28.483646392822266
9.968	2.8279168605804443	27.82879638671875
9.97	2.5478930473327637	23.679744720458984
9.972	2.4576990604400635	25.124191284179688
9.974	2.407046318054199	22.471601486206055
9.976	2.3205668926239014	22.26339340209961
9.978	2.498631000518799	22.67467498779297
9.98	2.4928829669952393	24.39948081970215
9.982	2.7669992446899414	23.277530670166016
9.984	2.870116710662842	24.395893096923828
9.986	4.42297887802124	36.906009674072266
9.988	5.760312080383301	51.61663055419922
9.99	4.284668445587158	62.8134880065918
9.992	2.5860238075256348	57.18132019042969
9.994	2.276822328567505	49.88053512573242
9.996	2.3458237648010254	36.682640075683594
9.998	2.7696402072906494	34.181610107421875
10.0	2.839916229248047	32.21700668334961
10.002	3.025691270828247	29.229108810424805
10.004	2.9636473655700684	28.217723846435547
10.006	2.9606752395629883	27.813013076782227
10.008	2.889286756515503	29.67656135559082
10.01	3.043027639389038	27.774646759033203
10.012	2.8363897800445557	28.64779281616211
10.014	2.803518533706665	26.375322341918945
10.016	2.573103189468384	23.401775360107422
10.018	2.1485657691955566	24.792272567749023
10.02	1.9711993932724	21.607074737548828
10.022	1.6926743984222412	21.180204391479492
10.024	2.289259672164917	23.71889305114746
10.026	2.1651246547698975	27.393207550048828
10.028	2.4453513622283936	26.91876983642578
10.03	2.633388042449951	24.633056640625
10.032	2.7886054515838623	26.30974006652832
10.034	2.9349796772003174	26.580398559570312
10.036	3.3571009635925293	23.85271644592285
10.038	4.430559158325195	30.785940170288086
10.04	5.353982448577881	42.71738052368164
10.042	5.003670692443848	41.2265510559082
10.044	3.7925493717193604	38.94926834106445
10.046	3.5656027793884277	36.58254623413086
10.048	3.482313394546509	35.86701583862305
10.05	3.3515639305114746	32.600399017333984
10.052	3.082524061203003	30.069618225097656
