children: []
meta:
  creationTime: 1715711376.6392176
  dataType: !!python/name:numpy.float64 ''
  defaults: {}
  description: ''
  fieldMap: {freq: 0, mag: 1, phase: 2}
  fieldNames: [freq, mag, phase]
  filename: \\132.166.23.175\room8a-data\FERBO\FB_W10_S4\run2\FBW10S4_204062-children\FBW10S4_204173.txt
  index: 251
  length: 251
  modificationTime: 1715711431.3086112
  name: FBW10S4_204173
  tags: ''
parameters: {}
tablefilename: FBW10S4_204173.txt
version: '1.0'
#end of header
freq	mag	phase
9.8	3.9657599925994873	19.074739456176758
9.802	3.072162389755249	30.098905563354492
9.804	2.9831793308258057	30.6107120513916
9.806	3.002368927001953	30.177978515625
9.808	2.9412882328033447	26.528539657592773
9.81	2.9289636611938477	29.695354461669922
9.812	2.7666211128234863	32.018287658691406
9.814	2.700265407562256	34.32820510864258
9.816	2.9544975757598877	32.592262268066406
9.818	2.9296939373016357	29.28618049621582
9.82	2.7285478115081787	31.547048568725586
9.822	2.9756336212158203	28.998687744140625
9.824	2.8176329135894775	27.710676193237305
9.826	2.977022171020508	32.16221237182617
9.828	2.9877915382385254	28.428279876708984
9.83	2.717576265335083	31.515588760375977
9.832	2.9674503803253174	28.166759490966797
9.834	3.064786195755005	32.35983657836914
9.836	3.198713779449463	31.640356063842773
9.838	3.296720504760742	33.224063873291016
9.84	3.700317144393921	38.47357940673828
9.842	4.375688076019287	43.26044464111328
9.844	4.554686546325684	39.56013107299805
9.846	4.73248815536499	44.30370330810547
9.848	5.113709449768066	44.39424133300781
9.85	5.359017372131348	33.07313537597656
9.852	6.1645965576171875	33.69470977783203
9.854	3.8928475379943848	29.9891300201416
9.856	3.4596712589263916	27.407976150512695
9.858	2.775603771209717	27.847240447998047
9.86	2.506978750228882	29.67811393737793
9.862	2.6750941276550293	30.229660034179688
9.864	2.8592565059661865	30.92145538330078
9.866	2.7201828956604004	30.147016525268555
9.868	2.766345739364624	33.12339401245117
9.87	2.8707218170166016	31.79440689086914
9.872	3.0110254287719727	31.227754592895508
9.874	2.9930267333984375	34.46810531616211
9.876	3.0555222034454346	32.04082489013672
9.878	3.0593273639678955	31.531749725341797
9.88	2.9613351821899414	28.274438858032227
9.882	2.927372455596924	30.8492488861084
9.884	2.8556387424468994	28.158599853515625
9.886	2.856224536895752	30.496326446533203
9.888	3.119062662124634	31.243427276611328
9.89	2.991974115371704	31.9582462310791
9.892	3.0212411880493164	34.3768310546875
9.894	3.0364980697631836	34.28122329711914
9.896	2.9221999645233154	32.127403259277344
9.898	3.006953001022339	31.176576614379883
9.9	2.97933030128479	31.123714447021484
9.902	3.3004143238067627	34.04105758666992
9.904	3.4099981784820557	30.15938949584961
9.906	3.236773729324341	28.448810577392578
9.908	3.092642068862915	30.15294647216797
9.91	3.2000343799591064	26.73130226135254
9.912	2.9952051639556885	29.043169021606445
9.914	3.0340187549591064	30.351133346557617
9.916	2.8820245265960693	32.434471130371094
9.918	2.825996160507202	30.22612762451172
9.92	2.8820979595184326	28.97442054748535
9.922	2.975900173187256	29.363088607788086
9.924	2.9437220096588135	29.577991485595703
9.926	2.8427252769470215	27.455963134765625
9.928	2.7901265621185303	28.598752975463867
9.93	3.021158218383789	28.083457946777344
9.932	3.2395849227905273	29.564760208129883
9.934	3.6083784103393555	37.385799407958984
9.936	3.7488062381744385	38.89512252807617
9.938	3.304013729095459	37.4810791015625
9.94	3.1174588203430176	35.77216339111328
9.942	3.0504136085510254	31.961275100708008
9.944	2.905233144760132	30.666839599609375
9.946	3.0203311443328857	31.479087829589844
9.948	2.9123730659484863	29.9742374420166
9.95	3.0356714725494385	27.614349365234375
9.952	3.031770944595337	31.89194679260254
9.954	2.9261837005615234	31.61460304260254
9.956	2.9166507720947266	31.392513275146484
9.958	2.973618984222412	29.695337295532227
9.96	2.9165868759155273	29.699216842651367
9.962	2.890493154525757	30.7617244720459
9.964	2.784473419189453	30.251802444458008
9.966	2.7926011085510254	31.81781768798828
9.968	3.0294129848480225	29.18782615661621
9.97	2.8194282054901123	31.91935157775879
9.972	2.645064353942871	29.602737426757812
9.974	2.608086585998535	28.88875961303711
9.976	2.874587297439575	29.897619247436523
9.978	2.718961715698242	30.087522506713867
9.98	2.8467864990234375	25.831872940063477
9.982	2.755872964859009	25.416444778442383
9.984	3.4346516132354736	29.446468353271484
9.986	4.327877044677734	41.30300521850586
9.988	5.703322410583496	61.28152847290039
9.99	4.878478527069092	66.35028839111328
9.992	2.9782559871673584	61.788246154785156
9.994	2.374495506286621	49.459259033203125
9.996	2.5539021492004395	36.472877502441406
9.998	2.6538946628570557	37.58668899536133
10.0	2.8774704933166504	34.03807067871094
10.002	3.030306100845337	31.99148941040039
10.004	3.047900676727295	31.126251220703125
10.006	3.0783376693725586	31.724241256713867
10.008	2.9603118896484375	32.29892349243164
10.01	3.034961462020874	30.807872772216797
10.012	2.840632915496826	26.685150146484375
10.014	2.7271482944488525	27.911731719970703
10.016	2.5544214248657227	27.670616149902344
10.018	2.4203922748565674	29.83376693725586
10.02	2.4112980365753174	28.80247688293457
10.022	2.6311419010162354	25.655517578125
10.024	2.216952085494995	25.03372573852539
10.026	2.2026844024658203	27.092060089111328
10.028	2.442413091659546	29.205150604248047
10.03	2.7530901432037354	33.317108154296875
10.032	2.9771316051483154	30.785831451416016
10.034	3.0411088466644287	27.713294982910156
10.036	3.0764827728271484	28.923795700073242
10.038	4.78691291809082	39.9328498840332
10.04	5.2989606857299805	46.14009475708008
10.042	4.871694087982178	39.61713409423828
10.044	3.712181806564331	32.66856002807617
