phi,wfunc0_up_,wfunc0_down,wfunc1_up,wfunc1_down
-7.686337267453491,2.2138135375991918e-05,0.0,0.0,1.4726568386479946e-05
-7.6831366273254655,2.2308666196508722e-05,0.0,0.0,1.4654993339845231e-05
-7.67993598719744,2.2474370489170584e-05,0.0,0.0,1.458010988566688e-05
-7.676735347069414,2.263516238094919e-05,0.0,0.0,1.4501951066596677e-05
-7.673534706941389,2.279095680057497e-05,0.0,0.0,1.442055089827981e-05
-7.670334066813363,2.2941672499489174e-05,0.0,0.0,1.4335945023566738e-05
-7.6671334266853375,2.3087229747158622e-05,0.0,0.0,1.4248171238623644e-05
-7.663932786557312,2.3227552295670758e-05,0.0,0.0,1.4157268306313102e-05
-7.660732146429286,2.3362564978783342e-05,0.0,0.0,1.4063276799028027e-05
-7.657531506301261,2.349219558257163e-05,0.0,0.0,1.3966238486782544e-05
-7.654330866173235,2.3616375251206314e-05,0.0,0.0,1.3866197385559445e-05
-7.651130226045209,2.3735036466815626e-05,0.0,0.0,1.3763197974545058e-05
-7.647929585917184,2.3848115707081506e-05,0.0,0.0,1.3657287137438033e-05
-7.644728945789158,2.3955551200845146e-05,0.0,0.0,1.3548512601048083e-05
-7.641528305661133,2.405728407198776e-05,0.0,0.0,1.3436924001846527e-05
-7.638327665533107,2.4153258442864566e-05,0.0,0.0,1.332257197223562e-05
-7.635127025405081,2.4243421747582033e-05,0.0,0.0,1.3205508989917259e-05
-7.631926385277056,2.432772179849909e-05,0.0,0.0,1.308578807565778e-05
-7.62872574514903,2.4406112681457345e-05,0.0,0.0,1.2963464509146614e-05
-7.625525105021004,2.4478548762821566e-05,0.0,0.0,1.2838594764488395e-05
-7.622324464892979,2.4544988854034237e-05,0.0,0.0,1.2711235950931532e-05
-7.619123824764953,2.4605393365393338e-05,0.0,0.0,1.2581447033208303e-05
-7.6159231846369275,2.4659726977905414e-05,0.0,0.0,1.2449288181971381e-05
-7.612722544508902,2.470795628954973e-05,0.0,0.0,1.2314820395128504e-05
-7.609521904380876,2.4750051350516106e-05,0.0,0.0,1.2178106352894425e-05
-7.606321264252851,2.4785985912561515e-05,0.0,0.0,1.2039209820226592e-05
-7.603120624124825,2.481573463958319e-05,0.0,0.0,1.1898195181853609e-05
-7.5999199839967995,2.4839278228734733e-05,0.0,0.0,1.1755128677939267e-05
-7.596719343868774,2.4856598034063694e-05,0.0,0.0,1.1610076982281978e-05
-7.593518703740748,2.4867679739314505e-05,0.0,0.0,1.1463108494461577e-05
-7.590318063612723,2.4872511722110078e-05,0.0,0.0,1.1314291938808858e-05
-7.587117423484697,2.487108498602891e-05,0.0,0.0,1.116369736877804e-05
-7.583916783356671,2.486339467188624e-05,0.0,0.0,1.1011395792460457e-05
-7.580716143228646,2.4849438454274246e-05,0.0,0.0,1.0857459160286303e-05
-7.57751550310062,2.4829217287938194e-05,0.0,0.0,1.0701960103536484e-05
-7.574314862972594,2.4802735142494453e-05,0.0,0.0,1.0544972305061569e-05
-7.571114222844569,2.476999930062939e-05,0.0,0.0,1.038657043816522e-05
-7.567913582716543,2.4731019971299196e-05,0.0,0.0,1.0226829431486469e-05
-7.564712942588518,2.4685811029589412e-05,0.0,0.0,1.0065825609324551e-05
-7.561512302460492,2.4634389135027168e-05,0.0,0.0,9.903635478328884e-06
-7.558311662332466,2.4576773569306983e-05,0.0,0.0,9.74033654153147e-06
-7.555111022204441,2.4512987752176674e-05,0.0,0.0,9.576006866986127e-06
-7.551910382076415,2.4443057910115254e-05,0.0,0.0,9.410725131460631e-06
-7.5487097419483895,2.436701257082423e-05,0.0,0.0,9.244570470817129e-06
-7.545509101820364,2.4284884408731894e-05,0.0,0.0,9.07762268424948e-06
-7.542308461692338,2.4196709571560797e-05,0.0,0.0,8.909962136561076e-06
-7.539107821564312,2.410252620664348e-05,0.0,0.0,8.741669588643251e-06
-7.535907181436287,2.4002375597573746e-05,0.0,0.0,8.572826051416316e-06
-7.5327065413082614,2.3896302746409024e-05,0.0,0.0,8.403513255219767e-06
-7.529505901180236,2.378435625041172e-05,0.0,0.0,8.23381309317452e-06
-7.52630526105221,2.3666586114047992e-05,0.0,0.0,8.063807715924036e-06
-7.523104620924184,2.3543046038203497e-05,0.0,0.0,7.89357954828712e-06
-7.519903980796159,2.341379351754754e-05,0.0,0.0,7.723211301064137e-06
-7.516703340668133,2.3278888538550702e-05,0.0,0.0,7.552785993123421e-06
-7.513502700540108,2.313839341624151e-05,0.0,0.0,7.38238660116986e-06
-7.510302060412082,2.2992373826944785e-05,0.0,0.0,7.212096246641988e-06
-7.507101420284056,2.2840899312234522e-05,0.0,0.0,7.041998367186684e-06
-7.503900780156031,2.26840406736725e-05,0.0,0.0,6.8721759771985255e-06
-7.500700140028005,2.2521872752309502e-05,0.0,0.0,6.702712587500473e-06
-7.4974994998999795,2.235447206507887e-05,0.0,0.0,6.533691098825647e-06
-7.494298859771954,2.218191960579036e-05,0.0,0.0,6.365194813768987e-06
-7.491098219643928,2.2004297569070812e-05,0.0,0.0,6.197306842085574e-06
-7.487897579515902,2.1821691454979357e-05,0.0,0.0,6.030109821646248e-06
-7.484696939387877,2.1634189814728056e-05,0.0,0.0,5.863686545442286e-06
-7.4814962992598515,2.1441882867371445e-05,0.0,0.0,5.698119067755138e-06
-7.478295659131827,2.1244864239294277e-05,0.0,0.0,5.53348975819379e-06
-7.475095019003802,2.1043230152140698e-05,0.0,0.0,5.369880293716662e-06
-7.471894378875776,2.0837078813520584e-05,0.0,0.0,5.207371970993971e-06
-7.46869373874775,2.062651138304055e-05,0.0,0.0,5.046045836146966e-06
-7.465493098619724,2.041163098642222e-05,0.0,0.0,4.8859823974437e-06
-7.4622924584916985,2.0192543638689325e-05,0.0,0.0,4.727261586965131e-06
-7.459091818363673,1.996935712127376e-05,0.0,0.0,4.569962944316972e-06
-7.455891178235648,1.974218200677117e-05,0.0,0.0,4.414165432802361e-06
-7.452690538107622,1.951113136967224e-05,0.0,0.0,4.259947396832913e-06
-7.449489897979596,1.9276319274129913e-05,0.0,0.0,4.107386380397996e-06
-7.4462892578515705,1.903786321597769e-05,0.0,0.0,3.956559497653011e-06
-7.443088617723545,1.8795881773510263e-05,0.0,0.0,3.8075428772134425e-06
-7.43988797759552,1.8550496183877426e-05,0.0,0.0,3.6604120628008684e-06
-7.436687337467494,1.8301829864267338e-05,0.0,0.0,3.515241798708409e-06
-7.433486697339468,1.805000708219125e-05,0.0,0.0,3.372105868593652e-06
-7.430286057211442,1.779515499772224e-05,0.0,0.0,3.231077246052079e-06
-7.427085417083417,1.75374023486127e-05,0.0,0.0,3.0922280525867396e-06
-7.423884776955392,1.727687885192601e-05,0.0,0.0,2.955629297811981e-06
-7.420684136827366,1.701371713356962e-05,0.0,0.0,2.821351183711087e-06
-7.41748349669934,1.6748050467231766e-05,0.0,0.0,2.689462804597898e-06
-7.414282856571314,1.6480013902850345e-05,0.0,0.0,2.560032133949986e-06
-7.411082216443289,1.6209744327078187e-05,0.0,0.0,2.433126221478228e-06
-7.407881576315263,1.5937379745111296e-05,0.0,0.0,2.3088108008883246e-06
-7.404680936187238,1.566305938374861e-05,0.0,0.0,2.1871505726946414e-06
-7.401480296059212,1.5386924224114397e-05,0.0,0.0,2.068209043192599e-06
-7.398279655931186,1.5109115984501853e-05,0.0,0.0,1.9520483166327248e-06
-7.3950790158031605,1.4829777594453603e-05,0.0,0.0,1.838729497773487e-06
-7.391878375675135,1.454905362675817e-05,0.0,0.0,1.7283122123805195e-06
-7.38867773554711,1.4267088816856316e-05,0.0,0.0,1.6208547508611659e-06
-7.385477095419084,1.3984029787820946e-05,0.0,0.0,1.5164142809782967e-06
-7.382276455291058,1.3700022801729308e-05,0.0,0.0,1.4150462409109958e-06
-7.3790758151630325,1.3415216375123383e-05,0.0,0.0,1.3168049104863668e-06
-7.375875175035007,1.3129758697129814e-05,0.0,0.0,1.2217430264221994e-06
-7.372674534906982,1.2843798980784203e-05,0.0,0.0,1.1299118754536312e-06
-7.369473894778956,1.2557487064992573e-05,0.0,0.0,1.0413612127850733e-06
-7.36627325465093,1.2270973219454459e-05,0.0,0.0,9.561393117037391e-07
-7.363072614522904,1.1984408236287535e-05,0.0,0.0,8.742928129610195e-07
-7.359871974394879,1.1697943097425775e-05,0.0,0.0,7.958668993564458e-07
-7.356671334266853,1.1411729325536153e-05,0.0,0.0,7.209050616550077e-07
-7.353470694138828,1.1125918640882979e-05,0.0,0.0,6.494491398866653e-07
-7.350270054010802,1.0840662547558205e-05,0.0,0.0,5.815393920043021e-07
-7.347069413882776,1.0556113031496767e-05,0.0,0.0,5.172143651211453e-07
-7.343868773754751,1.02724219731838e-05,0.0,0.0,4.5651086508696537e-07
-7.340668133626725,9.98974106836875e-06,0.0,0.0,3.994640789768495e-07
-7.3374674934987,9.708221707146503e-06,0.0,0.0,3.4610732399746107e-07
-7.334266853370674,9.428015682872871e-06,0.0,0.0,2.964722958417248e-07
-7.331066213242648,9.14927396435862e-06,0.0,0.0,2.5058881074353346e-07
-7.3278655731146225,8.872146930330606e-06,0.0,0.0,2.084849289867272e-07
-7.324664932986597,8.59678509672202e-06,0.0,0.0,1.701868727815574e-07
-7.321464292858572,8.323337932679815e-06,0.0,0.0,1.3571906823581803e-07
-7.318263652730546,8.051954670167854e-06,0.0,0.0,1.0510405608340129e-07
-7.31506301260252,7.782783713582892e-06,0.0,0.0,7.836255105091633e-08
-7.311862372474494,7.515972707027254e-06,0.0,0.0,5.551337945522829e-08
-7.308661732346469,7.251668513241374e-06,0.0,0.0,3.6573471672102585e-08
-7.305461092218443,6.990017119499744e-06,0.0,0.0,2.1557875177691564e-08
-7.302260452090418,6.73116304817753e-06,0.0,0.0,1.0479700601429217e-08
-7.299059811962392,6.475250432241821e-06,0.0,0.0,3.3501641666615587e-09
-7.295859171834367,6.222421980768706e-06,0.0,0.0,1.785443449264945e-10
-7.2926585317063415,5.972819404179168e-06,0.0,0.0,9.721781970607846e-10
-7.289457891578317,5.7265828133488604e-06,0.0,0.0,5.736455501850914e-09
-7.286257251450291,5.483851212402291e-06,0.0,0.0,1.4474819746827508e-08
-7.283056611322265,5.244762000289846e-06,0.0,0.0,2.7188751811405944e-08
-7.279855971194239,5.009451201263244e-06,0.0,0.0,4.3877770894432465e-08
-7.276655331066213,4.778053525620494e-06,0.0,0.0,6.453942711715896e-08
-7.2734546909381885,4.5507014728455216e-06,0.0,0.0,8.916930308239108e-08
-7.270254050810163,4.327526302758344e-06,0.0,0.0,1.1776102775721137e-07
-7.267053410682137,4.108657590023633e-06,0.0,0.0,1.5030621211924273e-07
-7.263852770554111,3.894222598772447e-06,0.0,0.0,1.8679455144303353e-07
-7.260652130426085,3.684346998365734e-06,0.0,0.0,2.272137558791016e-07
-7.2574514902980605,3.4791545933326332e-06,0.0,0.0,2.7154952392248694e-07
-7.254250850170035,3.2787669935773714e-06,0.0,0.0,3.1978563865529363e-07
-7.251050210042009,3.08330361489635e-06,0.0,0.0,3.7190391318335325e-07
-7.247849569913983,2.892881927305032e-06,0.0,0.0,4.278842038491061e-07
-7.244648929785957,2.7076171234891866e-06,0.0,0.0,4.877043805799339e-07
-7.2414482896579315,2.527622016502288e-06,0.0,0.0,5.51340438560907e-07
-7.238247649529907,2.3530071361014244e-06,0.0,0.0,6.187663775971564e-07
-7.235047009401881,2.1838807797966203e-06,0.0,0.0,6.899542574063235e-07
-7.231846369273855,2.0203483817992726e-06,0.0,0.0,7.648743132658545e-07
-7.228645729145829,1.8625131306886295e-06,0.0,0.0,8.434948166959886e-07
-7.2254450890178035,1.7104757014425802e-06,0.0,0.0,9.257820858896718e-07
-7.222244448889779,1.5643339076112396e-06,0.0,0.0,1.0117006976847868e-06
-7.219043808761753,1.4241830988903203e-06,0.0,0.0,1.1012132361650953e-06
-7.215843168633727,1.2901157823394718e-06,0.0,0.0,1.194280452556467e-06
-7.212642528505701,1.1622215504656683e-06,0.0,0.0,1.290861369122674e-06
-7.209441888377675,1.040587425658705e-06,0.0,0.0,1.3909130286114635e-06
-7.2062412482496505,9.252973460011874e-07,0.0,0.0,1.4943907805281952e-06
-7.203040608121625,8.164323988620716e-07,0.0,0.0,1.601248138493996e-06
-7.199839967993599,7.140706364147624e-07,0.0,0.0,1.7114368851929684e-06
-7.196639327865573,6.182871031231643e-07,0.0,0.0,1.824907008685741e-06
-7.193438687737547,5.29153772077925e-07,0.0,0.0,1.941606844926778e-06
-7.190238047609522,4.4673953811024923e-07,0.0,0.0,2.061482957231382e-06
-7.187037407481497,3.711100492639144e-07,0.0,0.0,2.1844803117933034e-06
-7.183836767353471,3.023279078791639e-07,0.0,0.0,2.310542050989553e-06
-7.180636127225445,2.4045233880242303e-07,0.0,0.0,2.4396098771752673e-06
-7.177435487097419,1.8553936434294162e-07,0.0,0.0,2.571623856419166e-06
-7.1742348469693935,1.3764174284749892e-07,0.0,0.0,2.706522323941661e-06
-7.171034206841369,9.68088380385349e-08,0.0,0.0,2.8442422476296155e-06
-7.167833566713343,6.308668963666731e-08,0.0,0.0,2.9847189761857605e-06
-7.164632926585317,3.6517910112972676e-08,0.0,0.0,3.1278863098995875e-06
-7.161432286457291,1.7141718430714207e-08,0.0,0.0,3.2736767508553803e-06
-7.1582316463292655,4.993866251008011e-09,0.0,0.0,3.422021188683495e-06
-7.1550310062012406,1.0663966109736144e-10,0.0,0.0,3.572849232194519e-06
-7.151830366073215,2.5088258884801636e-09,0.0,0.0,3.7260890894787497e-06
-7.148629725945189,1.2225687861824547e-08,0.0,0.0,3.881667542357757e-06
-7.145429085817163,2.9278969998518696e-08,0.0,0.0,4.039510250760537e-06
-7.142228445689137,5.3686832798032034e-08,0.0,0.0,4.1995413994682586e-06
-7.139027805561112,8.546387131087918e-08,0.0,0.0,4.361684035182648e-06
-7.135827165433087,1.2462111285939738e-07,0.0,0.0,4.5258600362483175e-06
-7.132626525305061,1.7116596505963765e-07,0.0,0.0,4.691990042880384e-06
-7.129425885177035,2.251022413893388e-07,0.0,0.0,4.859993648976615e-06
-7.126225245049009,2.8643011018673385e-07,0.0,0.0,5.029789231513844e-06
-7.1230246049209835,3.551461049272175e-07,0.0,0.0,5.201294284746231e-06
-7.119823964792959,4.312431823442859e-07,0.0,0.0,5.374425116687179e-06
-7.116623324664933,5.147106004552913e-07,0.0,0.0,5.549097233966943e-06
-7.113422684536907,6.055340257676171e-07,0.0,0.0,5.725225089382401e-06
-7.110222044408881,7.036954400402574e-07,0.0,0.0,5.902722234376264e-06
-7.1070214042808555,8.091731671230755e-07,0.0,0.0,6.0815014501340244e-06
-7.103820764152831,9.219420322472908e-07,0.0,0.0,6.2614747120738095e-06
-7.100620124024805,1.0419729983385057e-06,0.0,0.0,6.44255307304572e-06
-7.097419483896779,1.169233616332789e-06,0.0,0.0,6.624647059667024e-06
-7.094218843768753,1.3036877233481212e-06,0.0,0.0,6.80766642771556e-06
-7.091018203640727,1.445295590127864e-06,0.0,0.0,6.9915202798077995e-06
-7.087817563512702,1.5940138190512639e-06,0.0,0.0,7.176117113054919e-06
-7.084616923384677,1.7497955767874279e-06,0.0,0.0,7.361365005180593e-06
-7.081416283256651,1.9125902562642107e-06,0.0,0.0,7.547171286893679e-06
-7.078215643128625,2.0823438907732e-06,0.0,0.0,7.733443096154879e-06
-7.075015003000599,2.258998920068637e-06,0.0,0.0,7.920086952897516e-06
-7.071814362872574,2.4424942943710828e-06,0.0,0.0,8.107009161880471e-06
-7.068613722744549,2.6327654468504433e-06,0.0,0.0,8.29411553910546e-06
-7.065413082616523,2.8297443759578476e-06,0.0,0.0,8.4813118061711e-06
-7.062212442488498,3.0333596173592796e-06,0.0,0.0,8.668503275949294e-06
-7.059011802360472,3.2435364388654222e-06,0.0,0.0,8.855595296743534e-06
-7.055811162232447,3.4601965255804432e-06,0.0,0.0,9.042492864204753e-06
-7.0526105221044215,3.683258309820528e-06,0.0,0.0,9.229100996237392e-06
-7.049409881976396,3.912636998410866e-06,0.0,0.0,9.415324601630364e-06
-7.04620924184837,4.1482444829710984e-06,0.0,0.0,9.601068814885094e-06
-7.043008601720344,4.389989385579756e-06,0.0,0.0,9.786238543893784e-06
-7.039807961592319,4.637777116521432e-06,0.0,0.0,9.970738907187868e-06
-7.0366073214642935,4.8915099114981135e-06,0.0,0.0,1.015447524309343e-05
-7.033406681336268,5.151087045478481e-06,0.0,0.0,1.0337352956902791e-05
-7.030206041208242,5.416404599210101e-06,0.0,0.0,1.0519277931673773e-05
-7.027005401080216,5.687355613057673e-06,0.0,0.0,1.0700156091187748e-05
-7.02380476095219,5.963830095609767e-06,0.0,0.0,1.08798936916979e-05
-7.020604120824165,6.245715402450137e-06,0.0,0.0,1.1058397723486438e-05
-7.01740348069614,6.532895559776775e-06,0.0,0.0,1.1235575191007306e-05
-7.014202840568114,6.8252521780031675e-06,0.0,0.0,1.1411333923133673e-05
-7.011002200440088,7.122663953044512e-06,0.0,0.0,1.1585582099261145e-05
-7.007801560312062,7.425006772364986e-06,0.0,0.0,1.1758228533157669e-05
-7.004600920184037,7.732153831498885e-06,0.0,0.0,1.1929182598955849e-05
-7.001400280056012,8.04397593376116e-06,0.0,0.0,1.2098354544789178e-05
-6.998199639927986,8.360341240781242e-06,0.0,0.0,1.226565517846055e-05
-6.99499899979996,8.681115247366753e-06,0.0,0.0,1.2430996070160353e-05
-6.991798359671934,9.006160997505024e-06,0.0,0.0,1.2594289615760647e-05
-6.988597719543909,9.335339624204642e-06,0.0,0.0,1.275544924683546e-05
-6.9853970794158835,9.66850961686074e-06,0.0,0.0,1.2914389182116891e-05
-6.982196439287858,1.000552701802941e-05,0.0,0.0,1.3071024385337571e-05
-6.978995799159832,1.0346246102693687e-05,0.0,0.0,1.3225271238787234e-05
-6.975795159031806,1.0690518974854293e-05,0.0,0.0,1.3377046965724786e-05
-6.97259451890378,1.1038195316301528e-05,0.0,0.0,1.352626971975903e-05
-6.9693938787757554,1.1389123382727453e-05,0.0,0.0,1.3672859157081525e-05
-6.96619323864773,1.17431492021529e-05,0.0,0.0,1.381673575951118e-05
-6.962992598519704,1.2100117052714204e-05,0.0,0.0,1.3957821435652436e-05
-6.959791958391678,1.2459869465102699e-05,0.0,0.0,1.4096039329876041e-05
-6.956591318263652,1.282224728736291e-05,0.0,0.0,1.4231313878430405e-05
-6.953390678135627,1.3187089843187993e-05,0.0,0.0,1.4363570901972318e-05
-6.950190038007602,1.3554234764129887e-05,0.0,0.0,1.4492737464461869e-05
-6.946989397879576,1.392351830591369e-05,0.0,0.0,1.4618742230525244e-05
-6.94378875775155,1.4294775560280391e-05,0.0,0.0,1.4741515351628959e-05
-6.940588117623524,1.4667840016403574e-05,0.0,0.0,1.4860988365522077e-05
-6.937387477495499,1.5042544204073128e-05,0.0,0.0,1.4977094516818072e-05
-6.9341868373674735,1.541871921444845e-05,0.0,0.0,1.5089768401961996e-05
-6.930986197239448,1.5796195403753615e-05,0.0,0.0,1.5198946505791388e-05
-6.927785557111422,1.617480208736185e-05,0.0,0.0,1.5304566831675128e-05
-6.924584916983396,1.655436744507984e-05,0.0,0.0,1.540656908610003e-05
-6.92138427685537,1.6934719308687603e-05,0.0,0.0,1.5504894889257968e-05
-6.9181836367273455,1.7315684240773104e-05,0.0,0.0,1.5599487241689948e-05
-6.91498299659932,1.7697088696237963e-05,0.0,0.0,1.5690291387630357e-05
-6.911782356471294,1.8078758246682742e-05,0.0,0.0,1.5777254229394103e-05
-6.908581716343268,1.8460518081101148e-05,0.0,0.0,1.5860324409951804e-05
-6.905381076215242,1.8842192930322275e-05,0.0,0.0,1.593945266401557e-05
-6.902180436087217,1.922360747728494e-05,0.0,0.0,1.601459160293797e-05
-6.898979795959192,1.9604585931052664e-05,0.0,0.0,1.6085695823452696e-05
