phi,wfunc0_up_sqr,wfunc0_down_sqr,wfunc1_up_sqr,wfunc1_down_sqr
4.472945891783566,0.00042653009394715805,0.0009416640144017641,0.0009778792741585145,0.015896307268089268
4.50501002004008,0.0003993981934642076,0.0008991788377557925,0.0009046333259966775,0.01510419066106082
4.537074148296592,0.00037381029226834275,0.0008562862608504252,0.000834183013498349,0.014307579416107049
4.5691382765531054,0.0003496826449104816,0.0008131980236294569,0.0007666134839595284,0.013511674206548542
4.601202404809619,0.00032694813511807366,0.0007701159724107569,0.0007020143414591682,0.0127213834333795
4.633266533066132,0.00030555264103428593,0.0007272317173254078,0.0006404732891347718,0.01194127827158622
4.6653306613226455,0.0002854517977938687,0.0006847263400608775,0.0005820704764685295,0.011175555324159108
4.697394789579157,0.00026660816341155387,0.0006427701367486272,0.0005268736283391907,0.01042800716578152
4.729458917835671,0.0002489887909974278,0.0006015223839619857,0.0004749340134170789,0.00970200087854261
4.761523046092185,0.00023256320527071268,0.0005611311190821129,0.00042628328781340246,0.009000464508643608
