# El	 r	 dHdphiext_over_Delta_sqr	 d2f01dphi2_GHz	 dHdr_over_Delta_sqr	 df01dr_GHz 
10000000.0	0.01	1.1931098360997995e-09	0.001116726463603852	1.268969109459991e-06	0.1394992736055966
10000000.0	0.03	4.2855167370874006e-09	0.0003298000760916693	3.2235500140438947e-07	0.23024646428373483
10000000.0	0.05	1.875559438437408e-08	0.00013635089655527602	5.498364615115914e-07	0.4929026950576421
10000000.0	0.06999999999999999	7.671669453377559e-08	9.550992791186907e-05	1.6808005094826384e-06	0.9928174337812149
10000000.0	0.09	2.663431827898197e-07	0.00010972973735061285	5.2022168114320665e-06	1.8215185426135099
10000000.0	0.11	7.457093380297715e-07	0.00014108952050343314	1.3692148649292564e-05	2.919659975244392
10000000.0	0.13	1.640545693613667e-06	0.00016961739972689663	2.8911036724282396e-05	4.005650770192376
10000000.0	0.15000000000000002	2.892514769065161e-06	0.00018656078564738583	4.923692429043839e-05	4.763302184477536
10000000.0	0.17	4.313090796904442e-06	0.00019331672142483094	7.083833003204508e-05	5.0973009522790855
10000000.0	0.19	5.7447320824173005e-06	0.00019420820167395097	9.060957898308814e-05	5.10696049366748
10000000.0	0.21000000000000002	7.108947817391044e-06	0.00019221690266406883	0.00010703930800245948	4.927530078886333
10000000.0	0.23	8.37850289405591e-06	0.00018866049383117102	0.00011973355769316586	4.657062355557837
10000000.0	0.25	9.549130487032949e-06	0.00018430138125889636	0.00012883793395574358	4.35302574733643
10000000.0	0.27	1.0625217272896964e-05	0.00017914258327663055	0.00013470739951830938	4.045685080333714
10000000.0	0.29000000000000004	1.1613913453721851e-05	0.00017334676280456642	0.00013777816669907544	3.7498473079261925
10000000.0	0.31	1.2522869295881843e-05	0.0001670276799153255	0.000138489673804381	3.4720026711469143
10000000.0	0.33	1.335938531869452e-05	0.00016021384652123688	0.00013724766405448364	3.214217958289155
10000000.0	0.35000000000000003	1.4130122686952083e-05	0.00015299518575346386	0.0001344232043476233	2.9763972400950434
10000000.0	0.37	1.4841051414927765e-05	0.00014544572535257758	0.00013033697499751138	2.7574907272709828
10000000.0	0.39	1.549748347473111e-05	0.00013773058370211282	0.00012526356873559602	2.5560069896664777
10000000.0	0.41000000000000003	1.6104119429380363e-05	0.00012981557354489607	0.00011945161478202094	2.3703241488433093
10000000.0	0.43	1.6665112769687255e-05	0.00012183560046962408	0.00011310708321471375	2.1988895343940755
10000000.0	0.45	1.718415114280956e-05	0.00011391908114730705	0.00010639334835234686	2.040258979094769
10000000.0	0.47000000000000003	1.7664513529325294e-05	0.00010603819925764115	9.946111508508252e-05	1.8931195294424836
10000000.0	0.49	1.81091105835012e-05	9.837593983143953e-05	9.24381363514416e-05	1.7563126012220434
10000000.0	0.51	1.8520543382933476e-05	9.088836256991909e-05	8.541921931528351e-05	1.6288160795176534
10000000.0	0.53	1.890115234522139e-05	8.361768230965585e-05	7.848854291481053e-05	1.5097400139522308
10000000.0	0.55	1.9253042111132046e-05	7.667593120289647e-05	7.171693002134963e-05	1.3983178494106225
10000000.0	0.5700000000000001	1.9578118708910792e-05	7.01310954143778e-05	6.51572047637523e-05	1.293889891984985
10000000.0	0.59	1.987812370905936e-05	6.387368919919366e-05	5.885433286962764e-05	1.1958914394523905
10000000.0	0.61	2.0154648759437038e-05	5.805217605276906e-05	5.2839057356464325e-05	1.1038292599817756
10000000.0	0.63	2.0409162145583697e-05	5.253262372362075e-05	4.713926648196927e-05	1.0173030426431302
10000000.0	0.65	2.0643029356664027e-05	4.7386754419427005e-05	4.1777602047185526e-05	0.9359545434430053
10000000.0	0.67	2.0857515625807504e-05	4.2615118714956374e-05	3.67479982247246e-05	0.8593790404743773
10000000.0	0.6900000000000001	2.1053802229419172e-05	3.836488723755306e-05	3.206471582862609e-05	0.7873089877506834
10000000.0	0.7100000000000001	2.123298684636098e-05	3.42176673338437e-05	2.775715789760782e-05	0.7195486840317663
10000000.0	0.73	2.139607772305517e-05	3.023285964099674e-05	2.378386096604305e-05	0.655556015962194
10000000.0	0.75	2.1544018816514165e-05	2.665661536544506e-05	2.012479602184172e-05	0.5949093599991052
10000000.0	0.77	2.1677660030617075e-05	2.349084677156029e-05	1.6840243089028912e-05	0.5376582507142414
10000000.0	0.79	2.1797721760988464e-05	2.0156594895861818e-05	1.3895325796346317e-05	0.48321625295889875
10000000.0	0.81	2.1904870620135425e-05	1.7011170534731773e-05	1.1214805004253938e-05	0.4306591617013363
10000000.0	0.8300000000000001	2.1999710237496434e-05	1.4337411860820554e-05	8.858916923066907e-06	0.3802078205308972
10000000.0	0.85	2.2082676396570782e-05	1.1684348902746401e-05	6.842984195657214e-06	0.3317936448460005
10000000.0	0.87	2.2154134822087087e-05	9.036980953421422e-06	5.075268001002869e-06	0.28414607629589006
10000000.0	0.89	2.2214479666646224e-05	6.737723792943886e-06	3.5710560824172346e-06	0.2372913649017353
10000000.0	0.91	2.2264011515981706e-05	4.7599384465143665e-06	2.3714215058455543e-06	0.19203107220902618
10000000.0	0.93	2.2302957965238254e-05	2.8739958694280613e-06	1.4226992299689701e-06	0.14751440553082437
10000000.0	0.9500000000000001	2.2331628025028355e-05	1.42916453253399e-06	7.10361919681837e-07	0.10348079612149116
10000000.0	0.97	2.2350376428868732e-05	5.825819428437813e-07	2.523497320561542e-07	0.06095030540319078
10000000.0	0.99	2.235955395288038e-05	7.600882618701503e-08	2.810552645094199e-08	0.020293125774658024
11898416.954165636	0.01	1.8742752777433817e-09	0.0003147685521655132	1.771929872705753e-05	0.1731301048537262
11898416.954165636	0.03	1.2316741160388619e-08	0.0004067831733790675	8.67664791100422e-06	0.35592706624001225
11898416.954165636	0.05	5.150193311546659e-08	0.0002829936773507236	9.954383274962125e-06	0.7449233361809737
11898416.954165636	0.06999999999999999	1.8652266205692723e-07	0.00032134414702354746	1.708845982761389e-05	1.4043738398100496
11898416.954165636	0.09	5.608194865589064e-07	0.00042266445983252487	3.1993682440262954e-05	2.378089549041675
11898416.954165636	0.11	1.3601643452646225e-06	0.000518755252828413	5.591205550735472e-05	3.51618137995097
11898416.954165636	0.13	2.653923315521817e-06	0.0005783532943926458	8.575156558225198e-05	4.5202155966191055
11898416.954165636	0.15000000000000002	4.302920401425396e-06	0.0006006602847711844	0.00011548610462143685	5.159112937824792
11898416.954165636	0.17	6.090470193506035e-06	0.0005989188508899612	0.00014072574605380412	5.411893188799615
11898416.954165636	0.19	7.862926164752487e-06	0.0005852877294887502	0.00016009046255419739	5.384754737420382
11898416.954165636	0.21000000000000002	9.547373152620205e-06	0.0005659769158992608	0.0001738818958463101	5.193325404320803
11898416.954165636	0.23	1.1118900970877836e-05	0.0005444576961477886	0.00018291323833195575	4.9198028651004
11898416.954165636	0.25	1.2574192701678401e-05	0.0005217101610818055	0.00018801592076226508	4.61375590732537
11898416.954165636	0.27	1.391831259260855e-05	0.0004982131166561125	0.0001898915395166953	4.302556636365507
11898416.954165636	0.29000000000000004	1.5159093083933221e-05	0.0004744827882531622	0.0001891236834580416	4.000372225868682
11898416.954165636	0.31	1.6304904656607518e-05	0.00045032462139735305	0.00018621269514721597	3.7139959365838497
11898416.954165636	0.33	1.7363796441778433e-05	0.0004263018848971002	0.00018157721652298887	3.4461177727313026
11898416.954165636	0.35000000000000003	1.8343181766896e-05	0.0004023883490218293	0.00017556898935758373	3.1971905407443457
11898416.954165636	0.37	1.924976326849378e-05	0.0003787424416891717	0.000168494346894057	2.966608782975997
11898416.954165636	0.39	2.0089564517541003e-05	0.0003555245964799934	0.0001606123948922582	2.7532928519180446
11898416.954165636	0.41000000000000003	2.086798034537472e-05	0.0003328497729350714	0.000152144032034708	2.5558974084882586
11898416.954165636	0.43	2.158982293940475e-05	0.0003107646568541292	0.0001432868290277154	2.3730183898164343
11898416.954165636	0.45	2.2259393385592854e-05	0.0002894561462798475	0.0001342012427786347	2.203365828199954
11898416.954165636	0.47000000000000003	2.2880563860680835e-05	0.0002688366850626486	0.00012501328758701002	2.0457439311487673
11898416.954165636	0.49	2.345681739207176e-05	0.00024904511638558887	0.00011584538683745587	1.8990105057542939
11898416.954165636	0.51	2.3991270681298964e-05	0.0002300865527283421	0.00010680465646183147	1.7621442421442968
11898416.954165636	0.53	2.448673907967737e-05	0.00021199204258099205	9.795783923212426e-05	1.6342682004470659
11898416.954165636	0.55	2.4945796670998003e-05	0.00019469254533063904	8.936303364606318e-05	1.5145834250029206
11898416.954165636	0.5700000000000001	2.5370773349584718e-05	0.0001783989065701804	8.10879359204494e-05	1.402346425904045
11898416.954165636	0.59	2.5763763842696543e-05	0.00016290516705836101	7.317417053416048e-05	1.2969110623250137
11898416.954165636	0.61	2.612669575544215e-05	0.00014824834312360504	6.56396101723243e-05	1.1977318876474417
11898416.954165636	0.63	2.646135776821041e-05	0.00013443236498495416	5.851262949450656e-05	1.1042974810968071
11898416.954165636	0.65	2.6769367346877273e-05	0.00012137519452989974	5.1815833658488465e-05	1.0161083226956638
11898416.954165636	0.67	2.7052194071419397e-05	0.0001090567308603324	4.555191414145865e-05	0.9327614049507296
11898416.954165636	0.6900000000000001	2.7311223123726733e-05	9.752455691714914e-05	3.972779356107844e-05	0.8539450392658259
11898416.954165636	0.7100000000000001	2.7547744075434167e-05	8.648644771794578e-05	3.434621570388844e-05	0.7792845272246063
11898416.954165636	0.73	2.7762922552748594e-05	7.615599189821773e-05	2.9393200240945906e-05	0.7083944875663101
11898416.954165636	0.75	2.7957844142418838e-05	6.654146528733696e-05	2.4869418371341242e-05	0.641079739092843
11898416.954165636	0.77	2.8133540644705816e-05	5.747768559409357e-05	2.0778580735487138e-05	0.5771481915372828
11898416.954165636	0.79	2.829095870492531e-05	4.8719130840536226e-05	1.7091063757813187e-05	0.5161833408466231
11898416.954165636	0.81	2.8430966950457354e-05	4.075714484937356e-05	1.3789345264048227e-05	0.4579053712580157
11898416.954165636	0.8300000000000001	2.855438046159878e-05	3.337128137804761e-05	1.0888227595692823e-05	0.4023063543529788
11898416.954165636	0.85	2.8661941250261115e-05	2.6575722645272637e-05	8.368538686401438e-06	0.3490796615002089
11898416.954165636	0.87	2.875432271458367e-05	2.0334474819205268e-05	6.191663290660216e-06	0.2977180993505508
11898416.954165636	0.89	2.8832149557744587e-05	1.4871725102051462e-05	4.363488836937838e-06	0.24819118298086396
11898416.954165636	0.91	2.8895964674608536e-05	1.0252480654381762e-05	2.8853173714192035e-06	0.20048950098040202
11898416.954165636	0.93	2.8946235795447445e-05	6.202855061012771e-06	1.7220636796488483e-06	0.15405353907275426
11898416.954165636	0.9500000000000001	2.8983405804247888e-05	3.2114491020314646e-06	8.618801855809891e-07	0.10865523763548249
11898416.954165636	0.97	2.9007864248009585e-05	1.2260958091520921e-06	3.058199663266346e-07	0.06445698448590632
11898416.954165636	0.99	2.9019935154530697e-05	1.905259397839455e-07	3.382512302499399e-08	0.02145651524950289
14157232.601517623	0.01	5.649016140063379e-09	0.0002855925074564608	9.420513226852862e-05	0.2685773331561581
14157232.601517623	0.03	4.100570504458766e-08	0.0007026938445792377	5.8828250836371774e-05	0.6018217970360094
14157232.601517623	0.05	1.4694928937168504e-07	0.00047562331698514174	5.4752411273730635e-05	1.1546892967641849
14157232.601517623	0.06999999999999999	4.4498358130200915e-07	0.0004323088385398045	6.452123109360562e-05	1.9754114007291939
14157232.601517623	0.09	1.128559935995573e-06	0.0004899597155661862	8.32535346615909e-05	3.0426678228061084
14157232.601517623	0.11	2.363488748911769e-06	0.0005488377852538274	0.00010769137923964585	4.146594522186288
14157232.601517623	0.13	4.130290048595118e-06	0.0005726030978966205	0.00013333430740557128	5.026969576094887
14157232.601517623	0.15000000000000002	6.2288557912948115e-06	0.0005645172251864027	0.00015645915261169516	5.5438903515742695
14157232.601517623	0.17	8.437736064235703e-06	0.0005379735796722245	0.00017549759876773395	5.722063329701243
14157232.601517623	0.19	1.0613089537278267e-05	0.0005034915909325327	0.0001903490817753665	5.660859214758049
14157232.601517623	0.21000000000000002	1.2686215013019039e-05	0.00046670295651495014	0.00020140188181828097	5.456810134288252
14157232.601517623	0.23	1.463201807439336e-05	0.0004301048726153568	0.00020907544060362788	5.178668212584455
14157232.601517623	0.25	1.6445864436762716e-05	0.0003951197801169909	0.00021372368593211308	4.869192051412202
14157232.601517623	0.27	1.8131724771954468e-05	0.00036218567607276407	0.00021566127394174802	4.55319402050418
14157232.601517623	0.29000000000000004	1.9696873477808508e-05	0.0003313696605642691	0.00021518581598065453	4.24436330570718
14157232.601517623	0.31	2.1149584175657524e-05	0.0003027436954460906	0.00021258973100947727	3.949652903768231
14157232.601517623	0.33	2.249810949862571e-05	0.0002763632671120881	0.00020816716120512275	3.672100944546889
14157232.601517623	0.35000000000000003	2.3750278417960176e-05	0.00025212884440857904	0.00020220019285342773	3.412673810704526
14157232.601517623	0.37	2.491337918546035e-05	0.0002297439181918997	0.00019495080207865287	3.1712178316837116
14157232.601517623	0.39	2.5994110625759877e-05	0.00020930319471391826	0.00018667216014731078	2.9468896992434335
14157232.601517623	0.41000000000000003	2.6998561670731993e-05	0.0001905631085030246	0.00017760255776525346	2.7385283479406115
14157232.601517623	0.43	2.7932260071379698e-05	0.0001733887392222141	0.0001679483598524395	2.5449473786034833
14157232.601517623	0.45	2.8800245139249048e-05	0.0001575710134406282	0.00015789141996533896	2.3649759574612883
14157232.601517623	0.47000000000000003	2.9607098139784422e-05	0.00014312969778014064	0.00014760028860675528	2.1974225033572674
14157232.601517623	0.49	3.0356963906557913e-05	0.00012994589264878572	0.00013722150889658536	2.0411664679591954
14157232.601517623	0.51	3.105360904395333e-05	0.00011778629686382034	0.00012687603067326267	1.8952411357705437
14157232.601517623	0.53	3.170047830932997e-05	0.00010664275503648689	0.0001166681457967959	1.7587629082590799
14157232.601517623	0.55	3.230071298946074e-05	9.64491539395055e-05	0.00010668728918665988	1.630869382559744
14157232.601517623	0.5700000000000001	3.2857167580628174e-05	8.704064064409845e-05	9.700660180446315e-05	1.5107919468408146
14157232.601517623	0.59	3.337245205916226e-05	7.849973010039822e-05	8.768647212995583e-05	1.3978937784198138
14157232.601517623	0.61	3.3848967720397236e-05	7.053283809388136e-05	7.877488762574205e-05	1.2915807549929879
14157232.601517623	0.63	3.4288915459311345e-05	6.32960673460108e-05	7.030697519307592e-05	1.1912665865889065
14157232.601517623	0.65	3.469430688488703e-05	5.6560088678676815e-05	6.231060093647127e-05	1.0964521006031702
14157232.601517623	0.67	3.506699575304006e-05	5.035059722420383e-05	5.4808028319711255e-05	1.0067314722874312
14157232.601517623	0.6900000000000001	3.540870008826933e-05	4.462295709201627e-05	4.7811591218959525e-05	0.9217022344286571
14157232.601517623	0.7100000000000001	3.572100210211668e-05	3.931379809824717e-05	4.1325338073724073e-05	0.8409655915488014
14157232.601517623	0.73	3.600535773708366e-05	3.4292162079193216e-05	3.535195049794019e-05	0.7642038607904832
14157232.601517623	0.75	3.626312268587278e-05	2.981064983248108e-05	2.9891811789965384e-05	0.6911558915548015
14157232.601517623	0.77	3.6495561573407976e-05	2.5518621366066414e-05	2.4937609717928752e-05	0.6215364435082287
14157232.601517623	0.79	3.670384282373838e-05	2.1633143277521067e-05	2.04774032695198e-05	0.5550690989178577
14157232.601517623	0.81	3.6889051534321385e-05	1.7979093433650792e-05	1.650191598613195e-05	0.4915536654987783
14157232.601517623	0.8300000000000001	3.705220701884974e-05	1.4636841016939592e-05	1.3000951124770944e-05	0.4308108475993329
14157232.601517623	0.85	3.719425953018715e-05	1.1684604526789749e-05	9.95692416443277e-06	0.3726155886043407
14157232.601517623	0.87	3.731608862084174e-05	8.859983424526103e-06	7.351721449540016e-06	0.31676528765120177
14157232.601517623	0.89	3.7418515976377286e-05	6.452339211675992e-06	5.172574503043847e-06	0.26312889056971295
14157232.601517623	0.91	3.750230677384934e-05	4.433457384403061e-06	3.403276416036497e-06	0.2115498119368963
14157232.601517623	0.93	3.7568164267655126e-05	2.7551995110246333e-06	2.0221798503659668e-06	0.16180836167278267
14157232.601517623	0.9500000000000001	3.76167359273943e-05	1.457312672410059e-06	1.012168357287122e-06	0.11375020577588775
14157232.601517623	0.97	3.764861241822653e-05	5.542224215474263e-07	3.5774269342640496e-07	0.06723710068356699
14157232.601517623	0.99	3.766432202470627e-05	7.04440873909185e-09	3.910274480098035e-08	0.022169164839607538
16844865.640996374	0.01	3.489234442429448e-08	0.003280975311071042	0.000269469673766372	0.5967774754355875
16844865.640996374	0.03	1.4397906755326466e-07	0.002954041755077755	0.00011185574109232907	1.0414476165849227
16844865.640996374	0.05	3.848478617837946e-07	0.0014252162508127917	8.794626350045307e-05	1.706632384648844
16844865.640996374	0.06999999999999999	9.534825006126603e-07	0.0006948389472403399	8.847995969973113e-05	2.6171481149314104
16844865.640996374	0.09	2.0702459794597527e-06	0.0003882677315432075	9.793397298884661e-05	3.6958791344809088
16844865.640996374	0.11	3.8493229086309475e-06	0.0002642293467950367	0.0001129823538073791	4.715484680271762
16844865.640996374	0.13	6.18787360002121e-06	0.00020886547540968723	0.0001317273710950967	5.472358304367728
16844865.640996374	0.15000000000000002	8.844207322942612e-06	0.00017713385636128573	0.00015230987542935124	5.8900479047819
16844865.640996374	0.17	1.1592798159170718e-05	0.00015378148162506353	0.00017301908990243885	6.012632918907603
16844865.640996374	0.19	1.4291966930330689e-05	0.00013409792270792264	0.00019245126800312897	5.928263939688915
16844865.640996374	0.21000000000000002	1.6871841951028165e-05	0.00011702793406463585	0.0002095708031000125	5.71770882378903
16844865.640996374	0.23	1.9304632476505536e-05	0.00010192044985691276	0.0002237050476021737	5.439087878467062
16844865.640996374	0.25	2.1583476564769404e-05	8.855202517543032e-05	0.00023450060755464815	5.1298691729408255
16844865.640996374	0.27	2.3711122873017557e-05	7.675487233221912e-05	0.0002418661961821844	4.812710975904243
16844865.640996374	0.29000000000000004	2.569444493934577e-05	6.646721879218971e-05	0.00024590472335343815	4.5005843607715645
16844865.640996374	0.31	2.7541864709890554e-05	5.760181073041802e-05	0.00024684584968026174	4.200491360637504
16844865.640996374	0.33	2.92621750202758e-05	5.0008648449560554e-05	0.00024500020467171365	3.915922044614976
16844865.640996374	0.35000000000000003	3.0864001166574346e-05	4.340379016910925e-05	0.0002407224533550031	3.6482775750541956
16844865.640996374	0.37	3.235553770953735e-05	3.770111762383436e-05	0.00023437201253097918	3.39768719121476
16844865.640996374	0.39	3.37444313568056e-05	3.28128042908538e-05	0.00022629700580778316	3.1635965563627226
16844865.640996374	0.41000000000000003	3.5037756071670695e-05	2.861048265837914e-05	0.00021683747168169224	2.9451589857544724
16844865.640996374	0.43	3.624202769914982e-05	2.496562544827159e-05	0.0002063096435035998	2.741375288111863
16844865.640996374	0.45	3.736322816854393e-05	2.1815614602065252e-05	0.0001949862601809368	2.551145211836994
16844865.640996374	0.47000000000000003	3.840683718209168e-05	1.8997819153244837e-05	0.00018310897175436827	2.373381996286534
16844865.640996374	0.49	3.937787103361105e-05	1.6646945599439292e-05	0.00017090311692723997	2.207095660275673
16844865.640996374	0.51	4.02809243373309e-05	1.457379527931495e-05	0.00015856281747963675	2.051360062047636
16844865.640996374	0.53	4.11202101858308e-05	1.277336140266702e-05	0.0001462422450749009	1.9052819893960147
16844865.640996374	0.55	4.189959403206243e-05	1.121521241884453e-05	0.0001340745040844421	1.7680483220574053
16844865.640996374	0.5700000000000001	4.2622623247989655e-05	9.865367535444597e-06	0.00012218062449590895	1.638949868254673
