phi,wfunc0_up_sqr,wfunc0_down_sqr,wfunc1_up_sqr,wfunc1_down_sqr
-8.0,2.8826098339761407e-08,6.002916914582938e-07,3.5673575611678897e-07,2.2976664897818829e-07
-7.967935871743487,3.768612840042602e-08,6.490625820780777e-07,4.200123069287698e-07,2.568152981881247e-07
-7.935871743486974,4.784687141505255e-08,6.964659634535436e-07,4.90258699670734e-07,2.841589099376296e-07
-7.903807615230461,5.923566240406917e-08,7.418844539850441e-07,5.676299079383365e-07,3.114765042287786e-07
-7.871743486973948,7.17344867509971e-08,7.847403823501464e-07,6.522335035528034e-07,3.384565331227916e-07
-7.839679358717436,8.518187530433313e-08,8.245126862073003e-07,7.441360353404005e-07,3.648073757654852e-07
-7.807615230460922,9.937665183505542e-08,8.607521513822832e-07,8.433717394307674e-07,3.90267197745195e-07
-7.775551102204409,1.1408343862970134e-07,8.930944757331086e-07,9.499534455084968e-07,4.146128544570337e-07
-7.743486973947896,1.2903969515717234e-07,9.212707073216583e-07,1.0638853348969872e-06,4.3766753631131455e-07
-7.7114228456913825,1.439640324216991e-07,9.451147328606461e-07,1.1851772761731207e-06,4.5930694112534046e-07
-7.679358717434869,1.585654592529778e-07,9.645676080122376e-07,1.313860361038481e-06,4.794638248945843e-07
-7.647294589178357,1.7255319201253016e-07,9.796786796487258e-07,1.4500033093802608e-06,4.981308797859931e-07
-7.615230460921844,1.8564659766695807e-07,9.906036128959805e-07,1.5937293169410614e-06,5.153619929656473e-07
-7.58316633266533,1.9758486759683982e-07,9.975994979418769e-07,1.7452330439916566e-06,5.312719727186404e-07
-7.551102204408818,2.081359957270143e-07,1.0010174334852705e-06,1.904797370865659e-06,5.460349689417492e-07
-7.519038076152305,2.1710470651686454e-07,1.0012930780267374e-06,2.072809731675301e-06,5.598818742548583e-07
-7.486973947895791,2.2433895571504203e-07,9.98935668739987e-07,2.2497776175323255e-06,5.730969825494128e-07
-7.454909819639278,2.297347861380155e-07,9.94516234994993e-07,2.4363432461525047e-06,5.860143362992206e-07
-7.422845691382766,2.3323931138929412e-07,9.88655590622934e-07,2.633297101020192e-06,5.990140774400568e-07
-7.390781563126253,2.348517362199293e-07,9.820128425639157e-07,2.841590284593833e-06,6.125192132777759e-07
-7.358717434869739,2.3462241950715574e-07,9.752750521463787e-07,3.062345642030212e-06,6.269931381928365e-07
