3.837245784816741943e+07 2.967662216526031494e+07 2.240441801628112793e+07 1.668568873466491699e+07 1.233775051734924316e+07 9.092140697021484375e+06 6.693053963241577148e+06 4.928587977447509766e+06 3.633802955474853516e+06 2.684246917648315430e+06 1.987551046142578125e+06 1.475765722045898438e+06 1.099157772216796875e+06 8.214180207824707031e+05 6.160742660522460938e+05 4.638226945495605469e+05 3.505881362915039062e+05 2.660913143920898438e+05 2.028177960205078125e+05 1.552613117980957031e+05 1.193827505493164062e+05 9.220739089965820312e+04 7.154113677978515625e+04 5.576001113891601562e+04 4.366031204223632812e+04 3.434262725830078125e+04 2.713734008789062500e+04 2.154178070068359375e+04 1.717679992675781250e+04 1.375815124511718750e+04 1.106847564697265625e+04 8.943708801269531250e+03 7.257024536132812500e+03 5.914627075195312500e+03 4.838999633789062500e+03 3.976174621582031250e+03 3.279114074707031250e+03 2.714922180175781250e+03 2.255298156738281250e+03 1.880145263671875000e+03 1.572569274902343750e+03 1.319188842773437500e+03 1.109783935546875000e+03 9.360571289062500000e+02 7.913946533203125000e+02 6.702841186523437500e+02 5.685726928710937500e+02 4.829919433593750000e+02 4.103613281250000000e+02 3.488021850585937500e+02 2.958206176757812500e+02 2.503839111328125000e+02 2.117971801757812500e+02 1.778466796875000000e+02 1.483621215820312500e+02 1.227365112304687500e+02 9.971740722656250000e+01 7.971130371093750000e+01 6.132843017578125000e+01 4.494232177734375000e+01
5.255874277885437012e+07 4.163636276332855225e+07 3.221094360374450684e+07 2.457778178031921387e+07 1.861332822166442871e+07 1.404483385940551758e+07 1.058353869506835938e+07 7.976063397216796875e+06 6.017091284866333008e+06 4.546668187408447266e+06 3.442717497711181641e+06 2.613118164367675781e+06 1.988770192108154297e+06 1.518022234039306641e+06 1.162311469573974609e+06 8.928745985412597656e+05 6.882456582641601562e+05 5.323957621765136719e+05 4.133386148071289062e+05 3.221027861022949219e+05 2.519585389709472656e+05 1.978476814270019531e+05 1.559612246704101562e+05 1.234228244018554688e+05 9.805560974121093750e+04 7.820765991210937500e+04 6.262093048095703125e+04 5.033553771972656250e+04 4.061692749023437500e+04 3.290054260253906250e+04 2.675051147460937500e+04 2.183068267822265625e+04 1.788264953613281250e+04 1.470094848632812500e+04 1.212923309326171875e+04 1.004183349609375000e+04 8.342355651855468750e+03 6.953052062988281250e+03 5.814335632324218750e+03 4.876902465820312500e+03 4.102976074218750000e+03 3.462253417968750000e+03 2.929051208496093750e+03 2.484113159179687500e+03 2.112132568359375000e+03 1.798720092773437500e+03 1.534833984375000000e+03 1.311094665527343750e+03 1.120476379394531250e+03 9.580160522460937500e+02 8.182781982421875000e+02 6.977252197265625000e+02 5.931216430664062500e+02 5.018774414062500000e+02 4.215097045898437500e+02 3.503787231445312500e+02 2.869601440429687500e+02 2.300454711914062500e+02 1.786102294921875000e+02 1.313360595703125000e+02
7.108889559597015381e+07 5.757702736953735352e+07 4.556489749351501465e+07 3.555993027214050293e+07 2.753539881111145020e+07 2.123691919189453125e+07 1.635281592613220215e+07 1.259019093383789062e+07 9.700930465850830078e+06 7.485137129058837891e+06 5.785935354766845703e+06 4.481965880584716797e+06 3.480072994995117188e+06 2.709051097412109375e+06 2.114591237182617188e+06 1.655301030578613281e+06 1.299634190826416016e+06 1.023540549774169922e+06 8.086630064392089844e+05 6.409757551574707031e+05 5.097489889526367188e+05 4.067539315795898438e+05 3.256779391479492188e+05 2.616600283813476562e+05 2.109539492797851562e+05 1.706649087524414062e+05 1.385503527832031250e+05 1.128689730834960938e+05 9.226549072265625000e+04 7.568333953857421875e+04 6.229081604003906250e+04 5.144097656250000000e+04 4.262196533203125000e+04 3.543063354492187500e+04 2.954658966064453125e+04 2.471787048339843750e+04 2.074019073486328125e+04 1.745448486328125000e+04 1.473126800537109375e+04 1.246727691650390625e+04 1.057823547363281250e+04 8.997316589355468750e+03 7.669577636718750000e+03 6.551540222167968750e+03 5.605699768066406250e+03 4.803928527832031250e+03 4.121378173828125000e+03 3.538031616210937500e+03 3.037607116699218750e+03 2.606542053222656250e+03 2.233814392089843750e+03 1.909745178222656250e+03 1.626709899902343750e+03 1.378144226074218750e+03 1.159038391113281250e+03 9.639871215820312500e+02 7.901889038085937500e+02 6.333975219726562500e+02 4.912783813476562500e+02 3.616561889648437500e+02
9.502630135620117188e+07 7.854706952133178711e+07 6.347909141441345215e+07 5.058844498580932617e+07 3.998847653640747070e+07 3.147292730964660645e+07 2.472330983917236328e+07 1.941336140350341797e+07 1.525226104110717773e+07 1.199704092407226562e+07 9.451460619964599609e+06 7.459914037170410156e+06 5.900264979400634766e+06 4.677190363311767578e+06 3.716498667755126953e+06 2.960530507507324219e+06 2.364480679779052734e+06 1.893527221069335938e+06 1.520584472351074219e+06 1.224567968444824219e+06 9.890389517211914062e+05 8.011693322753906250e+05 6.509275213623046875e+05 5.304608322143554688e+05 4.336058935546875000e+05 3.555214398193359375e+05 2.923944158935546875e+05 2.412147024536132812e+05 1.996028366088867188e+05 1.656724191284179688e+05 1.379256756591796875e+05 1.151685736083984375e+05 9.644975189208984375e+04 8.100749267578125000e+04 6.823034088134765625e+04 5.762631500244140625e+04 4.880156066894531250e+04 4.143469757080078125e+04 3.526545959472656250e+04 3.008593048095703125e+04 2.572377593994140625e+04 2.203776397705078125e+04 1.891464202880859375e+04 1.625938659667968750e+04 1.399448913574218750e+04 1.205810485839843750e+04 1.039606292724609375e+04 8.964599304199218750e+03 7.727341003417968750e+03 6.655174255371093750e+03 5.719034729003906250e+03 4.902311096191406250e+03 4.186016235351562500e+03 3.552539062500000000e+03 2.991522216796875000e+03 2.491182861328125000e+03 2.043036804199218750e+03 1.638995361328125000e+03 1.271109924316406250e+03 9.362796020507812500e+02
1.256266783204650879e+08 1.057943948153686523e+08 8.717344834281921387e+07 7.083211018455505371e+07 5.707076617034912109e+07 4.576789123970031738e+07 3.662104602584838867e+07 2.928199476516723633e+07 2.342080290481567383e+07 1.875038731979370117e+07 1.503164727081298828e+07 1.207014554718017578e+07 9.709887207183837891e+06 7.826647674407958984e+06 6.321904249877929688e+06 5.117670877532958984e+06 4.152263275909423828e+06 3.376890141448974609e+06 2.752938025817871094e+06 2.249819343566894531e+06 1.843283520812988281e+06 1.514080725402832031e+06 1.246905977783203125e+06 1.029577318725585938e+06 8.523836663818359375e+05 7.075686428833007812e+05 5.889299523925781250e+05 4.914961138916015625e+05 4.112792907714843750e+05 3.450699398803710938e+05 2.902836318969726562e+05 2.448312396240234375e+05 2.070274658203125000e+05 1.755021807861328125e+05 1.491442959594726562e+05 1.270479666137695312e+05 1.084756530761718750e+05 9.282315124511718750e+04 7.959757324218750000e+04 6.839019470214843750e+04 5.886879455566406250e+04 5.075730834960937500e+04 4.382645965576171875e+04 3.788931610107421875e+04 3.278856994628906250e+04 2.839068511962890625e+04 2.459090698242187500e+04 2.129635162353515625e+04 1.842980712890625000e+04 1.592748687744140625e+04 1.373588470458984375e+04 1.180858062744140625e+04 1.010720214843750000e+04 8.598941345214843750e+03 7.255730895996093750e+03 6.053076782226562500e+03 4.971464538574218750e+03 3.992851867675781250e+03 3.101888122558593750e+03 2.285345764160156250e+03
1.643563433949279785e+08 1.407858925300598145e+08 1.180969180018615723e+08 9.769744718399047852e+07 8.012314711738586426e+07 6.537969833312988281e+07 5.321064497360229492e+07 4.326333022567749023e+07 3.517683844619750977e+07 2.862192265960693359e+07 2.331489841918945312e+07 1.901885898147583008e+07 1.553943108032226562e+07 1.271874863479614258e+07 1.042932365249633789e+07 8.568495747070312500e+06 7.053721042785644531e+06 5.818639029235839844e+06 4.809896144714355469e+06 3.984556239624023438e+06 3.308044963073730469e+06 2.752484339904785156e+06 2.295373249511718750e+06 1.918523507080078125e+06 1.607219401245117188e+06 1.349531691284179688e+06 1.135780886535644531e+06 9.580982327270507812e+05 8.100795877075195312e+05 6.865029244995117188e+05 5.831041470336914062e+05 4.963921682739257812e+05 4.235123941040039062e+05 3.621177850341796875e+05 3.102776724243164062e+05 2.664048504638671875e+05 2.291869885253906250e+05 1.975397222900390625e+05 1.705629803466796875e+05 1.475140896606445312e+05 1.277712103271484375e+05 1.108193225097656250e+05 9.622589172363281250e+04 8.363019561767578125e+04 7.273200805664062500e+04 6.327510864257812500e+04 5.504762603759765625e+04 4.786528106689453125e+04 4.157974182128906250e+04 3.606168273925781250e+04 3.119996612548828125e+04 2.690105163574218750e+04 2.308682647705078125e+04 1.968949951171875000e+04 1.664941223144531250e+04 1.391736511230468750e+04 1.144920959472656250e+04 9.208009643554687500e+03 7.161366577148437500e+03 5.281311950683593750e+03
2.129057834669494629e+08 1.852223714634704590e+08 1.579448185578918457e+08 1.328497319593048096e+08 1.107545903146362305e+08 9.183891069442749023e+07 7.592891784439086914e+07 6.269189288818359375e+07 5.174964778930664062e+07 4.273671874740600586e+07 3.532576507141113281e+07 2.923533402648925781e+07 2.422901996932983398e+07 2.011092890213012695e+07 1.672001882446289062e+07 1.392447611206054688e+07 1.161664880493164062e+07 9.708701201477050781e+06 8.128966970214843750e+06 6.818945306396484375e+06 5.730848638000488281e+06 4.825601529235839844e+06 4.071215942687988281e+06 3.441477285461425781e+06 2.914874019470214844e+06 2.473737712097167969e+06 2.103528232727050781e+06 1.792274751892089844e+06 1.530097819519042969e+06 1.308843684997558594e+06 1.121765770568847656e+06 9.632769049072265625e+05 8.287437387084960938e+05 7.143179782104492188e+05 6.167940902709960938e+05 5.335092828369140625e+05 4.622348446655273438e+05 4.011109442138671875e+05 3.485800140380859375e+05 3.033356286621093750e+05 2.642814981079101562e+05 2.304961441040039062e+05 2.012002706909179688e+05 1.757382632446289062e+05 1.535553369140625000e+05 1.341794119262695312e+05 1.172133050537109375e+05 1.023180963134765625e+05 8.920195312500000000e+04 7.762157501220703125e+04 6.736423370361328125e+04 5.824748474121093750e+04 5.011718170166015625e+04 4.284124420166015625e+04 3.629969879150390625e+04 3.039947204589843750e+04 2.504888580322265625e+04 2.017384002685546875e+04 1.570858154296875000e+04 1.159582763671875000e+04
2.731955823392486572e+08 2.410458011361694336e+08 2.086685153819274902e+08 1.782265412823486328e+08 1.508607428192138672e+08 1.269727690910339355e+08 1.065139632655334473e+08 8.920288143676757812e+07 7.466415431671142578e+07 6.250711809265136719e+07 5.236531935150146484e+07 4.391310154724121094e+07 3.686982589736938477e+07 3.099800317565917969e+07 2.609882404815673828e+07 2.200690994018554688e+07 1.858517104339599609e+07 1.572016588439941406e+07 1.331807695037841797e+07 1.130130776733398438e+07 9.605640044860839844e+06 8.177885724792480469e+06 6.973948330993652344e+06 5.957224623413085938e+06 5.097302811584472656e+06 4.368881013793945312e+06 3.750889097900390625e+06 3.225753998107910156e+06 2.778804055480957031e+06 2.397777214965820312e+06 2.072411260070800781e+06 1.794104986267089844e+06 1.555645792236328125e+06 1.350971023864746094e+06 1.174985941772460938e+06 1.023396462707519531e+06 8.925821740722656250e+05 7.794858526611328125e+05 6.815211712646484375e+05 5.965047290039062500e+05 5.225755160522460938e+05 4.581577468872070312e+05 4.019134982299804688e+05 3.527004583740234375e+05 3.095450079345703125e+05 2.716152841186523438e+05 2.381982769775390625e+05 2.086881097412109375e+05 1.825572354125976562e+05 1.593575820922851562e+05 1.386997146606445312e+05 1.202496569824218750e+05 1.037173205566406250e+05 8.885453796386718750e+04 7.543983856201171875e+04 6.328622406005859375e+04 5.222597167968750000e+04 4.211731109619140625e+04 3.283064208984375000e+04 2.425620025634765625e+04
3.473709440226745605e+08 3.104352172966003418e+08 2.724737228187561035e+08 2.360400726846313477e+08 2.026317805650329590e+08 1.729194915962219238e+08 1.470259816191101074e+08 1.247588761445617676e+08 1.057725728530883789e+08 8.966820736999511719e+07 7.604942970794677734e+07 6.455008209594726562e+07 5.484537256805419922e+07 4.665407053710937500e+07 3.973620498596191406e+07 3.388883691467285156e+07 2.894122712493896484e+07 2.475015837341308594e+07 2.119565904235839844e+07 1.817727462432861328e+07 1.561087444427490234e+07 1.342595110748291016e+07 1.156336995849609375e+07 9.973479916076660156e+06 8.614550964660644531e+06 7.451470134887695312e+06 6.454655955505371094e+06 5.599164935302734375e+06 4.863936184387207031e+06 4.231168478393554688e+06 3.685800204162597656e+06 3.215074328613281250e+06 2.808167689819335938e+06 2.455899691772460938e+06 2.150463100891113281e+06 1.885214275817871094e+06 1.654498883056640625e+06 1.453491304321289062e+06 1.278075786437988281e+06 1.124728687133789062e+06 9.904387664794921875e+05 8.726250668334960938e+05 7.690767489624023438e+05 6.778877453613281250e+05 5.974232052612304688e+05 5.262748571777343750e+05 4.632288739013671875e+05 4.072345532226562500e+05 3.573858142089843750e+05 3.128949261474609375e+05 2.730819451904296875e+05 2.373524230957031250e+05 2.051939739990234375e+05 1.761520605468750000e+05 1.498374645996093750e+05 1.259060559082031250e+05 1.040536285400390625e+05 8.401618103027343750e+04 6.556053955078125000e+04 4.848113342285156250e+04
4.377801016653442383e+08 3.957865027775573730e+08 3.518026146537780762e+08 3.087631862237548828e+08 2.685442952732849121e+08 2.321274535812377930e+08 1.998543624018859863e+08 1.716646484056091309e+08 1.472761165457153320e+08 1.263053010649108887e+08 1.083408274731445312e+08 9.298413885772705078e+07 7.986957845581054688e+07 6.867224763793945312e+07 5.910907117126464844e+07 5.093641071716308594e+07 4.394615142700195312e+07 3.796132130859375000e+07 3.283180778045654297e+07 2.843043591247558594e+07 2.464949632598876953e+07 2.139774035064697266e+07 1.859781580444335938e+07 1.618409510101318359e+07 1.410084380676269531e+07 1.230067614715576172e+07 1.074326495361328125e+07 9.394247933349609375e+06 8.224318482055664062e+06 7.208451521301269531e+06 6.325257928161621094e+06 5.556436833801269531e+06 4.886314722290039062e+06 4.301451101074218750e+06 3.790316997070312500e+06 3.343004739074707031e+06 2.950996456604003906e+06 2.606961574401855469e+06 2.304584417724609375e+06 2.038419272460937500e+06 1.803759636840820312e+06 1.596546793212890625e+06 1.413260123291015625e+06 1.250858221435546875e+06 1.106702215576171875e+06 9.784994842529296875e+05 8.642593981933593750e+05 7.622497595214843750e+05 6.709641009521484375e+05 5.890813659667968750e+05 5.154550323486328125e+05 4.490787524414062500e+05 3.890733178710937500e+05 3.346645275878906250e+05 2.851714270019531250e+05 2.399999853515625000e+05 1.986182940673828125e+05 1.605608294677734375e+05 1.254175158691406250e+05 9.281697692871093750e+04
