"capacitor_length [um]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []"
1,8305834640.6219,11420215101.3358,12534891550.6964,13025640406.5764,13279159337.687,13425791489.8663,13518644637.04
