"junction_width [um]","side_separation [um]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []"
2.5,5,5188183152.51449,9169360996.86407,10489722139.9583,11666815710.7611,12106535168.0033,12494594373.3742,12650165752.4904
