"width [um]","junction_width [nm]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []"
1.6,800,6559643815.03159,9974916210.14043,11322913696.3029,12264186442.6966,12692814808.1988,12886424110.5325,13137198236.3395
