"width [um]","junction_width [nm]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []","re(Mode(7)) []"
1.6,800,6721226372.42758,10060277130.0438,11556348028.8584,12307513803.3684,12728733555.6456,12987892825.7052,13157907410.1889
