"capacitor_length [um]","re(Mode(1)) []","re(Mode(2)) []","re(Mode(3)) []","re(Mode(4)) []","re(Mode(5)) []","re(Mode(6)) []"
1,10694608541.5496,12662646586.4782,13202716902.4723,13424851486.274,13538622597.5107,13605352437.3369
